Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Gonzalo Marinelli,ar ARG,GK,33.0,25.0,1,0,0,0,2,0,2,2,0,0,0,0,31,10,1,90.9,Matches
Brian Luciatti,ar ARG,DF,29.0,22.7,6,2,1,22,9,1,6,34,32,0,0,0,118,81,34,70.4,Matches
Mateo Retegui,it ITA,FW,23.0,19.9,5,0,0,33,23,5,21,2,13,0,0,0,49,54,73,42.5,Matches
Facundo Colidio,ar ARG,"MF,FW",23.0,18.5,1,0,0,14,44,3,25,1,7,0,0,0,78,24,22,52.2,Matches
Alexis Castro,ar ARG,"MF,FW",28.0,16.6,0,0,0,22,13,1,95,17,25,0,0,0,122,16,13,55.2,Matches
Lucas Menossi,ar ARG,"MF,FW",30.0,16.9,4,0,0,15,23,2,58,17,18,0,0,0,127,10,13,43.5,Matches
Blas Armoa,py PAR,"FW,MF",22.0,15.9,2,0,0,11,14,11,50,11,8,0,0,0,50,17,39,30.4,Matches
Sebastián Prieto,ar ARG,DF,29.0,16.2,1,0,0,12,10,0,53,12,26,0,0,0,103,11,14,44.0,Matches
Lucas Blondel,ar ARG,DF,26.0,13.9,3,0,0,13,5,0,44,29,24,0,0,0,91,17,13,56.7,Matches
Emanuel Aguilera,ar ARG,DF,33.0,14.0,2,0,0,7,4,0,3,24,6,0,1,0,91,40,17,70.2,Matches
Aaron Nicolás Molinas,ar ARG,"MF,FW",22.0,13.1,4,0,0,10,13,1,65,10,14,0,0,0,89,13,15,46.4,Matches
Sebastián Prediger,ar ARG,MF,36.0,12.4,0,0,0,11,12,0,3,21,36,0,0,0,120,25,14,64.1,Matches
Agustín Cardozo,ar ARG,MF,25.0,15.0,2,0,0,14,21,0,1,21,15,0,0,0,152,36,14,72.0,Matches
Víctor Cabrera,ar ARG,DF,29.0,11.7,2,0,0,9,5,0,3,23,19,0,0,0,93,21,26,44.7,Matches
Cristian Zabala,ar ARG,MF,24.0,11.7,3,0,0,16,18,1,19,16,14,0,0,0,84,23,19,54.8,Matches
Lautaro Montoya,ar ARG,DF,28.0,8.5,3,1,1,15,4,0,39,13,3,0,0,0,81,7,6,53.8,Matches
Martín Ortega,ar ARG,"DF,MF",23.0,8.3,2,0,0,7,5,1,38,5,12,0,0,0,51,9,8,52.9,Matches
Brian Alexis Leizza,ar ARG,DF,22.0,8.8,3,0,0,5,7,0,1,15,9,0,0,0,63,20,17,54.1,Matches
Tomás Badaloni,ar ARG,FW,22.0,7.5,1,0,0,8,7,5,2,3,0,1,0,0,22,15,36,29.4,Matches
Martin Garay,ar ARG,"DF,MF",23.0,7.6,1,0,0,15,4,1,31,5,5,0,0,0,62,4,9,30.8,Matches
Gonzalo Flores,ar ARG,"FW,MF",20.0,4.4,0,0,0,4,6,1,8,2,5,0,0,0,21,5,24,17.2,Matches
Santiago Rojas,py PAR,GK,26.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
Ezequiel Forclaz,ar ARG,"MF,FW",19.0,2.0,2,0,0,10,4,0,10,3,5,0,0,0,20,2,8,20.0,Matches
Agustín Obando,ar ARG,"MF,FW",22.0,2.4,2,0,0,2,2,1,19,0,1,0,0,0,11,9,8,52.9,Matches
Sebastián Medina,ar ARG,MF,22.0,1.3,0,0,0,1,0,0,9,0,0,0,0,0,12,1,0,100.0,Matches
Mateo Caceres,ar ARG,FW,20.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
Ijiel Protti,ar ARG,MF,28.0,0.0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,,Matches
Squad Total,,,27.4,27.0,51,3,2,277,257,34,605,287,298,1,1,0,1744,470,443,51.5,
Opponent Total,,,26.9,27.0,56,6,1,274,266,52,480,284,342,1,3,1,1662,423,453,48.3,
