Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Gonzalo Marinelli,ar ARG,GK,33.0,25.0,596,858,69.5,17497,13545,89,92,96.7,284,300,94.7,223,466,47.9,0,0.0,0.0,0.0,0,15,0,0,1,Matches
Brian Luciatti,ar ARG,DF,29.0,22.7,877,1051,83.4,16427,5722,329,367,89.6,452,515,87.8,90,139,64.7,1,1.4,0.4,-0.4,8,39,5,3,63,Matches
Mateo Retegui,it ITA,FW,23.0,19.9,224,342,65.5,3248,539,138,183,75.4,56,90,62.2,18,25,72.0,1,2.6,1.1,-1.6,20,10,11,6,21,Matches
Facundo Colidio,ar ARG,"MF,FW",23.0,18.5,412,598,68.9,5999,1918,246,322,76.4,112,155,72.3,30,48,62.5,2,3.3,2.6,-1.3,34,55,28,3,84,Matches
Alexis Castro,ar ARG,"MF,FW",28.0,16.6,550,768,71.6,9064,3064,291,367,79.3,177,228,77.6,66,125,52.8,2,4.1,4.1,-2.1,43,52,19,8,74,Matches
Lucas Menossi,ar ARG,"MF,FW",30.0,16.9,681,922,73.9,12630,4382,279,341,81.8,290,364,79.7,96,160,60.0,1,2.7,2.1,-1.7,32,101,16,2,140,Matches
Blas Armoa,py PAR,"FW,MF",22.0,15.9,222,348,63.8,3123,738,135,184,73.4,65,99,65.7,14,27,51.9,0,1.4,1.2,-1.4,20,12,11,8,33,Matches
Sebastián Prieto,ar ARG,DF,29.0,16.2,672,922,72.9,12358,5452,304,349,87.1,274,355,77.2,87,176,49.4,0,1.6,1.5,-1.6,16,65,20,12,80,Matches
Lucas Blondel,ar ARG,DF,26.0,13.9,506,711,71.2,8883,4611,251,302,83.1,190,258,73.6,55,106,51.9,1,0.7,1.1,0.3,15,61,17,10,85,Matches
Emanuel Aguilera,ar ARG,DF,33.0,14.0,575,697,82.5,11438,4193,184,197,93.4,315,353,89.2,72,131,55.0,0,0.0,0.1,0.0,0,35,0,0,44,Matches
Aaron Nicolás Molinas,ar ARG,"MF,FW",22.0,13.1,594,779,76.3,10103,3094,311,354,87.9,208,263,79.1,61,119,51.3,2,1.9,2.1,0.1,29,92,17,4,118,Matches
Sebastián Prediger,ar ARG,MF,36.0,12.4,536,623,86.0,9753,3106,240,265,90.6,226,253,89.3,63,75,84.0,0,0.1,0.5,-0.1,4,45,3,1,52,Matches
Agustín Cardozo,ar ARG,MF,25.0,15.0,744,864,86.1,13340,4039,305,346,88.2,362,394,91.9,70,102,68.6,0,0.1,0.4,-0.1,5,71,4,0,94,Matches
Víctor Cabrera,ar ARG,DF,29.0,11.7,447,570,78.4,9074,3748,126,143,88.1,259,300,86.3,56,105,53.3,0,0.0,0.1,0.0,1,35,2,0,32,Matches
Cristian Zabala,ar ARG,MF,24.0,11.7,546,674,81.0,9549,3253,258,299,86.3,227,258,88.0,53,91,58.2,1,0.4,0.6,0.6,9,81,5,1,92,Matches
Lautaro Montoya,ar ARG,DF,28.0,8.5,339,474,71.5,5777,2005,171,189,90.5,141,202,69.8,26,59,44.1,0,0.4,0.5,-0.4,8,21,5,1,27,Matches
