Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Gonzalo Marinelli,ar ARG,GK,33.0,25.0,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,9,7,Matches
Brian Luciatti,ar ARG,DF,29.0,22.7,46,32,34,9,3,27,32,84.4,5,26,13,13,34,80,106,0,Matches
Mateo Retegui,it ITA,FW,23.0,19.9,15,13,3,9,3,2,15,13.3,13,12,2,10,2,17,17,0,Matches
Facundo Colidio,ar ARG,"MF,FW",23.0,18.5,17,7,3,9,5,9,23,39.1,14,17,0,17,1,18,6,1,Matches
Alexis Castro,ar ARG,"MF,FW",28.0,16.6,49,25,15,29,5,27,62,43.5,35,25,3,22,17,66,15,0,Matches
Lucas Menossi,ar ARG,"MF,FW",30.0,16.9,31,18,10,14,7,18,46,39.1,28,22,1,21,17,48,9,1,Matches
Blas Armoa,py PAR,"FW,MF",22.0,15.9,12,8,5,4,3,3,12,25.0,9,11,1,10,11,23,3,0,Matches
Sebastián Prieto,ar ARG,DF,29.0,16.2,46,26,19,21,6,29,48,60.4,19,19,3,16,12,58,42,0,Matches
Lucas Blondel,ar ARG,DF,26.0,13.9,39,24,22,12,5,23,53,43.4,30,28,4,24,29,68,37,1,Matches
Emanuel Aguilera,ar ARG,DF,33.0,14.0,12,6,10,1,1,7,15,46.7,8,10,6,4,24,36,71,2,Matches
Aaron Nicolás Molinas,ar ARG,"MF,FW",22.0,13.1,24,14,6,9,9,12,19,63.2,7,20,1,19,10,34,13,0,Matches
Sebastián Prediger,ar ARG,MF,36.0,12.4,48,36,20,27,1,16,41,39.0,25,16,3,13,21,69,18,0,Matches
Agustín Cardozo,ar ARG,MF,25.0,15.0,27,15,15,10,2,14,26,53.8,12,11,2,9,21,48,22,0,Matches
Víctor Cabrera,ar ARG,DF,29.0,11.7,30,19,18,11,1,15,26,57.7,11,13,7,6,23,53,49,0,Matches
Cristian Zabala,ar ARG,MF,24.0,11.7,27,14,12,13,2,11,31,35.5,20,22,0,22,16,43,26,2,Matches
Lautaro Montoya,ar ARG,DF,28.0,8.5,6,3,4,1,1,3,20,15.0,17,15,5,10,13,19,20,0,Matches
Martín Ortega,ar ARG,"DF,MF",23.0,8.3,18,12,7,9,2,11,19,57.9,8,10,2,8,5,23,21,1,Matches
Brian Alexis Leizza,ar ARG,DF,22.0,8.8,15,9,12,2,1,9,10,90.0,1,8,3,5,15,30,36,0,Matches
Tomás Badaloni,ar ARG,FW,22.0,7.5,2,0,1,0,1,1,6,16.7,5,4,1,3,3,5,4,0,Matches
Martin Garay,ar ARG,"DF,MF",23.0,7.6,7,5,3,4,0,4,10,40.0,6,18,4,14,5,12,11,0,Matches
Gonzalo Flores,ar ARG,"FW,MF",20.0,4.4,10,5,2,5,3,7,10,70.0,3,4,1,3,2,12,3,0,Matches
Santiago Rojas,py PAR,GK,26.0,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Ezequiel Forclaz,ar ARG,"MF,FW",19.0,2.0,7,5,3,3,1,3,6,50.0,3,4,2,2,3,10,1,0,Matches
Agustín Obando,ar ARG,"MF,FW",22.0,2.4,3,1,0,2,1,1,4,25.0,3,3,0,3,0,3,2,0,Matches
Sebastián Medina,ar ARG,MF,22.0,1.3,2,0,0,0,2,0,1,0.0,1,2,0,2,0,2,1,0,Matches
Mateo Caceres,ar ARG,FW,20.0,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
Ijiel Protti,ar ARG,MF,28.0,0.0,0,0,0,0,0,0,0,,0,2,0,2,1,1,0,0,Matches
Squad Total,,,27.4,27.0,494,298,224,205,65,252,537,46.9,285,322,64,258,287,781,543,15,
Opponent Total,,,26.9,27.0,501,342,261,198,42,270,573,47.1,303,321,81,240,284,785,559,10,
