Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Santiago Longo,ar ARG,MF,24.0,27,2413.0,89.0,99.3,26.8,27,89.0,25,0,,0,1.33,20.0,25.0,-5.0,-0.19,5.11,24.3,31.6,-7.2,-0.27,-0.73,Matches
Pablo Vegetti,ar ARG,FW,34.0,27,2381.0,88.0,98.0,26.5,27,88.0,21,0,,0,1.33,20.0,26.0,-6.0,-0.23,-0.23,24.1,31.1,-7.0,-0.27,-0.09,Matches
Nahuel Losada,ar ARG,GK,29.0,26,2292.0,88.0,94.3,25.5,26,88.0,25,0,,0,1.27,19.0,24.0,-5.0,-0.2,0.46,22.7,29.4,-6.7,-0.26,-0.01,Matches
Ulises Sánchez,ar ARG,MF,24.0,26,2141.0,82.0,88.1,23.8,25,85.0,11,1,10.0,0,1.35,18.0,24.0,-6.0,-0.25,-0.25,20.0,27.8,-7.8,-0.33,-0.54,Matches
Alejandro Rébola,ar ARG,DF,34.0,24,2071.0,86.0,85.2,23.0,24,86.0,21,0,,0,1.5,20.0,20.0,0.0,0.0,1.5,22.6,23.1,-0.5,-0.02,1.63,Matches
Bruno Zapelli,ar ARG,"MF,FW",20.0,24,1820.0,76.0,74.9,20.2,22,79.0,4,2,41.0,1,1.33,17.0,15.0,2.0,0.1,1.28,17.9,21.7,-3.8,-0.19,0.3,Matches
Nicolás Meriano,ar ARG,DF,22.0,19,1568.0,83.0,64.5,17.4,18,85.0,13,1,45.0,1,1.32,12.0,17.0,-5.0,-0.29,-0.18,15.8,21.8,-6.0,-0.34,-0.22,Matches
Juan Barinaga,ar ARG,DF,22.0,19,1237.0,65.0,50.9,13.7,17,73.0,1,2,1.0,2,1.37,15.0,13.0,2.0,0.15,0.75,12.6,15.3,-2.8,-0.2,0.13,Matches
Erik Godoy,ar ARG,DF,29.0,15,1298.0,87.0,53.4,14.4,15,87.0,13,0,,5,1.53,12.0,14.0,-2.0,-0.14,0.18,11.9,16.1,-4.2,-0.29,-0.06,Matches
Matias Ibacache,cl CHI,DF,24.0,15,1084.0,72.0,44.6,12.0,15,72.0,3,0,,2,1.2,10.0,14.0,-4.0,-0.33,-0.2,8.3,16.5,-8.2,-0.68,-0.75,Matches
Ariel Rojas,ar ARG,MF,37.0,19,1050.0,55.0,43.2,11.7,12,73.0,1,7,24.0,8,1.47,6.0,12.0,-6.0,-0.51,-0.51,11.1,13.4,-2.3,-0.19,0.12,Matches
Franco Jara,ar ARG,FW,34.0,19,889.0,47.0,36.6,9.9,11,68.0,1,8,18.0,6,1.11,10.0,11.0,-1.0,-0.1,0.19,8.5,11.5,-3.0,-0.3,-0.06,Matches
Lucas Diarte,ar ARG,DF,29.0,20,973.0,49.0,40.0,10.8,10,72.0,5,10,25.0,6,1.5,7.0,9.0,-2.0,-0.18,0.06,10.9,10.0,1.0,0.09,0.59,Matches
