Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Santiago Longo,ar ARG,MF,24.0,26.8,88.0,59,46.0,39.0,3.0,47.0,100.0,47.0,53.0,30.0,4.0,26.0,28,116.0,32.0,0.0,Matches
Pablo Vegetti,ar ARG,FW,34.0,26.5,8.0,5,2.0,5.0,1.0,4.0,22.0,18.2,18.0,15.0,3.0,12.0,1,9.0,30.0,0.0,Matches
Nahuel Losada,ar ARG,GK,29.0,25.5,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,0,1.0,11.0,3.0,Matches
Ulises Sánchez,ar ARG,MF,24.0,23.8,35.0,19,18.0,15.0,2.0,17.0,51.0,33.3,34.0,29.0,5.0,24.0,13,48.0,18.0,0.0,Matches
Alejandro Rébola,ar ARG,DF,34.0,23.0,18.0,9,14.0,4.0,0.0,9.0,19.0,47.4,10.0,12.0,7.0,5.0,41,59.0,97.0,0.0,Matches
Bruno Zapelli,ar ARG,"MF,FW",20.0,20.2,37.0,26,8.0,26.0,3.0,19.0,53.0,35.8,34.0,22.0,2.0,20.0,11,48.0,10.0,1.0,Matches
Nicolás Meriano,ar ARG,DF,22.0,17.4,26.0,16,20.0,5.0,1.0,13.0,27.0,48.1,14.0,24.0,8.0,16.0,27,53.0,71.0,0.0,Matches
Juan Barinaga,ar ARG,DF,22.0,13.7,42.0,28,28.0,12.0,2.0,28.0,44.0,63.6,16.0,16.0,2.0,14.0,19,61.0,30.0,0.0,Matches
Erik Godoy,ar ARG,DF,29.0,14.4,11.0,9,5.0,5.0,1.0,8.0,11.0,72.7,3.0,18.0,10.0,8.0,18,29.0,61.0,0.0,Matches
Matias Ibacache,cl CHI,DF,24.0,12.0,13.0,8,4.0,9.0,0.0,8.0,13.0,61.5,5.0,4.0,2.0,2.0,3,16.0,24.0,1.0,Matches
Ariel Rojas,ar ARG,MF,37.0,11.7,32.0,21,8.0,23.0,1.0,14.0,35.0,40.0,21.0,15.0,8.0,7.0,19,51.0,12.0,0.0,Matches
Franco Jara,ar ARG,FW,34.0,9.9,16.0,7,2.0,9.0,5.0,3.0,16.0,18.8,13.0,15.0,0.0,15.0,1,17.0,14.0,0.0,Matches
Lucas Diarte,ar ARG,DF,29.0,10.8,27.0,15,17.0,7.0,3.0,16.0,26.0,61.5,10.0,13.0,4.0,9.0,10,37.0,22.0,0.0,Matches
