Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Héctor,es ESP,FW,28-107,14.3,217,283,76.7,3002,560,136,172,79.1,57,63,90.5,12,13,92.3,1,0.6,0.3,0.4,7,19,4,0,30,Matches
Kelechi Nwakali,ng NGA,MF,25-208,11.9,527,640,82.3,11565,3353,176,192,91.7,240,265,90.6,108,171,63.2,3,2.4,2.1,0.6,28,74,3,0,91,Matches
Bruno Langa,mz MOZ,"DF,MF",26-060,11.6,397,576,68.9,7288,3629,182,216,84.3,167,229,72.9,42,96,43.8,0,0.8,1.0,-0.8,10,44,15,8,64,Matches
Bruno Rodrigues,pt POR,DF,22-205,11.2,403,492,81.9,8227,2852,132,142,93.0,216,243,88.9,50,85,58.8,0,0.0,0.1,0.0,0,22,0,0,31,Matches
Hugo Souza,br BRA,GK,24-333,11.0,231,357,64.7,7527,5767,20,20,100.0,105,111,94.6,106,226,46.9,0,0.1,0.0,-0.1,1,2,0,0,0,Matches
João Pedro Araújo Correia,cv CPV,"DF,MF",27-116,10.1,291,451,64.5,5181,1910,129,157,82.2,124,173,71.7,32,90,35.6,0,0.4,0.4,-0.4,6,21,8,4,24,Matches
Sandro Cruz,pt POR,"DF,MF",22-232,8.6,242,338,71.6,4584,2042,113,136,83.1,98,119,82.4,29,66,43.9,1,0.7,0.7,0.3,6,21,4,1,16,Matches
Ygor Nogueira,br BRA,DF,28-278,8.7,324,398,81.4,6025,2430,120,137,87.6,159,185,85.9,35,63,55.6,0,0.5,0.0,-0.5,1,21,0,0,21,Matches
Steven Vitória,ca CAN,DF,36-353,8.2,220,270,81.5,4377,1672,58,68,85.3,139,152,91.4,22,45,48.9,0,0.2,0.4,-0.2,2,0,0,0,7,Matches
Leandro Sanca,gw GNB,"FW,MF",23-360,9.6,166,243,68.3,2666,564,85,107,79.4,66,97,68.0,12,18,66.7,3,1.4,1.4,1.6,18,13,9,5,22,Matches
Ricardo Guimarães,mz MOZ,MF,28-046,6.6,243,294,82.7,4244,903,106,122,86.9,107,120,89.2,22,40,55.0,0,0.3,0.3,-0.3,7,20,2,0,18,Matches
Paulo Victor,br BRA,FW,22-284,6.9,101,147,68.7,1278,216,68,85,80.0,25,35,71.4,3,7,42.9,1,0.3,0.2,0.7,9,4,2,0,10,Matches
Rúben Tiago Rodrigues Ribeiro,pt POR,"MF,FW",36-151,6.0,245,290,84.5,4232,1151,117,127,92.1,94,105,89.5,27,41,65.9,0,0.9,0.9,-0.9,10,18,4,1,25,Matches
Benny,pt POR,"MF,FW",23-278,5.7,123,189,65.1,2161,880,52,69,75.4,48,70,68.6,15,37,40.5,0,1.6,1.3,-1.6,17,9,10,6,24,Matches
Jo,br BRA,"FW,MF",28-243,4.4,37,73,50.7,441,23,22,37,59.5,9,15,60.0,1,4,25.0,0,0.3,0.1,-0.3,4,1,0,0,1,Matches
João Pedro,pt POR,MF,30-271,4.1,122,169,72.2,2086,670,60,73,82.2,48,62,77.4,11,23,47.8,0,0.1,0.1,-0.1,2,16,0,0,16,Matches
Rodrigo Nascimento,br BRA,GK,27-339,4.0,79,122,64.8,2595,2177,10,10,100.0,32,32,100.0,37,80,46.3,0,0.0,0.0,0.0,1,4,0,0,0,Matches
Thibang Phete,za RSA,"DF,MF",29-270,3.7,123,134,91.8,2422,554,36,38,94.7,67,71,94.4,17,21,81.0,0,0.0,0.0,0.0,2,7,0,0,7,Matches
Rúben Lameiras,pt POR,"FW,MF",29-008,2.3,42,59,71.2,637,185,22,27,81.5,12,15,80.0,4,12,33.3,0,0.2,0.1,-0.2,3,5,1,0,7,Matches
Issah Abbas,gh GHA,"MF,FW",25-095,3.1,48,67,71.6,866,240,16,17,94.1,24,33,72.7,5,11,45.5,2,0.7,0.7,1.3,4,3,6,4,6,Matches
Carraça,pt POR,"MF,DF",30-304,2.9,117,163,71.8,2090,783,56,63,88.9,47,63,74.6,14,30,46.7,0,0.2,0.3,-0.2,5,7,4,4,6,Matches
João Queirós,pt POR,DF,25-252,2.6,74,102,72.5,1651,827,17,21,81.0,41,49,83.7,15,27,55.6,0,0.0,0.0,0.0,0,9,0,0,8,Matches
Habib sylla,ci CIV,DF,24-321,2.2,63,102,61.8,1219,522,31,40,77.5,17,29,58.6,14,26,53.8,0,0.0,0.1,0.0,2,6,3,3,4,Matches
Hélder Morim,pt POR,MF,22-230,1.9,33,43,76.7,589,158,15,21,71.4,14,15,93.3,4,6,66.7,0,0.0,0.0,0.0,2,1,0,0,2,Matches
Pedro Pinho,pt POR,MF,23-268,1.7,44,64,68.8,813,247,19,26,73.1,18,26,69.2,7,10,70.0,0,0.0,0.0,0.0,0,2,0,0,5,Matches
Rodrigo Melro,pt POR,DF,19-291,0.0,1,2,50.0,10,3,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Squad Total,,,27.0,15.0,4513,6068,74.4,87776,34318,1799,2124,84.7,1974,2377,83.0,644,1248,51.6,11,11.5,10.7,-0.5,147,350,75,36,445,
Opponent Total,,,26.7,15.0,5998,7505,79.9,110172,39873,2493,2815,88.6,2687,3095,86.8,684,1232,55.5,27,14.8,16.1,12.2,140,485,122,21,612,
