Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Héctor,es ESP,FW,28-107,15,1289.0,86.0,95.5,14.3,15,86.0,12,0,,0,0.67,16.0,38.0,-22.0,-1.54,-0.06,15.6,25.4,-9.7,-0.68,-0.27,Matches
Kelechi Nwakali,ng NGA,MF,25-208,15,1068.0,71.0,79.1,11.9,12,81.0,6,3,33.0,0,0.67,12.0,27.0,-15.0,-1.26,1.29,11.9,19.4,-7.5,-0.63,0.17,Matches
Bruno Langa,mz MOZ,"DF,MF",26-060,14,1043.0,75.0,77.3,11.6,12,79.0,9,2,45.0,0,0.71,11.0,26.0,-15.0,-1.29,1.05,11.9,17.2,-5.4,-0.46,0.9,Matches
Bruno Rodrigues,pt POR,DF,22-205,12,1011.0,84.0,74.9,11.2,12,84.0,10,0,,3,0.5,10.0,30.0,-20.0,-1.78,-0.98,9.9,20.9,-11.0,-0.98,-1.24,Matches
Hugo Souza,br BRA,GK,24-333,11,990.0,90.0,73.3,11.0,11,90.0,11,0,,4,0.64,13.0,30.0,-17.0,-1.55,-0.05,12.1,20.3,-8.1,-0.74,-0.27,Matches
João Pedro Araújo Correia,cv CPV,"DF,MF",27-116,13,908.0,70.0,67.3,10.1,11,78.0,5,2,26.0,0,0.77,12.0,28.0,-16.0,-1.59,-0.16,10.0,16.1,-6.1,-0.61,0.18,Matches
Sandro Cruz,pt POR,"DF,MF",22-232,12,774.0,65.0,57.3,8.6,10,72.0,6,2,25.0,2,0.5,8.0,25.0,-17.0,-1.98,-1.04,8.1,17.8,-9.7,-1.13,-1.09,Matches
Ygor Nogueira,br BRA,DF,28-278,10,783.0,78.0,58.0,8.7,9,82.0,6,1,45.0,0,0.7,11.0,18.0,-7.0,-0.8,1.74,10.6,11.6,-0.9,-0.11,1.34,Matches
Steven Vitória,ca CAN,DF,36-353,10,740.0,74.0,54.8,8.2,9,77.0,7,1,45.0,5,1.0,10.0,27.0,-17.0,-2.07,-1.18,9.1,17.7,-8.6,-1.05,-0.85,Matches
Leandro Sanca,gw GNB,"FW,MF",23-360,14,863.0,62.0,63.9,9.6,8,73.0,2,6,47.0,0,0.71,11.0,18.0,-7.0,-0.73,2.23,11.7,14.2,-2.5,-0.26,1.12,Matches
Ricardo Guimarães,mz MOZ,MF,28-046,12,591.0,49.0,43.8,6.6,7,67.0,2,5,25.0,1,0.83,6.0,21.0,-15.0,-2.28,-1.34,6.3,12.6,-6.3,-0.96,-0.53,Matches
Paulo Victor,br BRA,FW,22-284,12,624.0,52.0,46.2,6.9,6,77.0,2,6,27.0,2,0.58,5.0,25.0,-20.0,-2.88,-2.51,6.6,15.7,-9.1,-1.32,-1.2,Matches
Rúben Tiago Rodrigues Ribeiro,pt POR,"MF,FW",36-151,8,542.0,68.0,40.1,6.0,6,80.0,2,2,32.0,1,0.88,3.0,15.0,-12.0,-1.99,-0.77,5.0,10.4,-5.3,-0.89,-0.36,Matches
Benny,pt POR,"MF,FW",23-278,13,511.0,39.0,37.9,5.7,5,58.0,1,8,28.0,0,0.77,11.0,14.0,-3.0,-0.53,1.62,8.3,8.1,0.1,0.02,1.11,Matches
