Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Héctor,es ESP,FW,28-107,14.3,408,15,45,236,134,42,406,14,6,42.9,7,50.0,198,853,352,5,6,1,36,8,276,39,Matches
Kelechi Nwakali,ng NGA,MF,25-208,11.9,734,9,116,496,134,1,734,25,14,56.0,9,36.0,396,2302,1056,16,11,1,10,8,460,15,Matches
Bruno Langa,mz MOZ,"DF,MF",26-060,11.6,702,36,224,336,156,10,702,30,20,66.7,9,30.0,325,2040,1145,25,15,4,20,3,371,42,Matches
Bruno Rodrigues,pt POR,DF,22-205,11.2,596,74,337,246,15,6,596,0,0,,0,,303,1765,1025,9,4,1,4,0,377,2,Matches
Hugo Souza,br BRA,GK,24-333,11.0,385,319,383,2,0,0,385,0,0,,0,,182,867,537,0,0,0,0,0,144,0,Matches
João Pedro Araújo Correia,cv CPV,"DF,MF",27-116,10.1,551,29,148,253,157,10,551,22,8,36.4,13,59.1,266,1753,985,28,14,6,14,9,280,51,Matches
Sandro Cruz,pt POR,"DF,MF",22-232,8.6,440,51,232,175,40,11,440,13,9,69.2,3,23.1,202,1231,664,10,5,2,6,3,231,12,Matches
Ygor Nogueira,br BRA,DF,28-278,8.7,505,60,286,209,14,7,505,4,2,50.0,1,25.0,270,1377,822,5,3,0,6,0,297,2,Matches
Steven Vitória,ca CAN,DF,36-353,8.2,334,46,194,129,11,8,334,1,1,100.0,0,0.0,166,703,250,0,0,0,2,0,197,0,Matches
Leandro Sanca,gw GNB,"FW,MF",23-360,9.6,374,2,36,148,199,30,374,42,19,45.2,21,50.0,224,1880,851,38,21,9,20,16,257,79,Matches
Ricardo Guimarães,mz MOZ,MF,28-046,6.6,376,12,67,226,87,7,376,16,7,43.8,8,50.0,182,900,411,8,6,0,14,9,248,18,Matches
Paulo Victor,br BRA,FW,22-284,6.9,241,3,16,106,121,27,241,9,2,22.2,7,77.8,104,600,247,13,4,3,24,5,145,42,Matches
Rúben Tiago Rodrigues Ribeiro,pt POR,"MF,FW",36-151,6.0,359,4,74,202,88,5,359,15,9,60.0,6,40.0,212,1159,475,12,9,3,18,9,229,17,Matches
Benny,pt POR,"MF,FW",23-278,5.7,246,1,25,97,128,9,246,7,2,28.6,5,71.4,128,788,361,13,13,1,17,9,159,34,Matches
Jo,br BRA,"FW,MF",28-243,4.4,135,6,10,52,73,29,135,8,1,12.5,6,75.0,78,339,120,3,4,2,17,12,119,18,Matches
João Pedro,pt POR,MF,30-271,4.1,200,4,46,115,44,4,200,8,3,37.5,4,50.0,85,291,136,2,2,1,6,0,120,6,Matches
Rodrigo Nascimento,br BRA,GK,27-339,4.0,137,120,136,1,0,0,137,0,0,,0,,65,434,287,0,0,0,1,0,34,0,Matches
Thibang Phete,za RSA,"DF,MF",29-270,3.7,160,11,58,91,12,1,160,1,1,100.0,0,0.0,89,447,155,0,4,0,2,2,99,1,Matches
Rúben Lameiras,pt POR,"FW,MF",29-008,2.3,79,2,15,39,26,1,79,5,1,20.0,4,80.0,37,257,116,2,1,0,2,2,46,5,Matches
Issah Abbas,gh GHA,"MF,FW",25-095,3.1,89,0,11,40,40,11,89,8,5,62.5,2,25.0,55,388,220,7,3,3,7,6,63,20,Matches
Carraça,pt POR,"MF,DF",30-304,2.9,189,5,39,79,71,6,189,5,3,60.0,2,40.0,87,367,150,5,0,0,2,3,97,25,Matches
João Queirós,pt POR,DF,25-252,2.6,128,11,57,65,7,6,128,1,0,0.0,1,100.0,45,191,100,0,0,0,0,1,74,1,Matches
Habib sylla,ci CIV,DF,24-321,2.2,126,8,29,52,46,3,126,8,8,100.0,0,0.0,53,459,240,6,2,1,6,3,57,10,Matches
Hélder Morim,pt POR,MF,22-230,1.9,65,8,20,35,10,1,65,2,1,50.0,1,50.0,32,143,49,0,1,0,0,3,38,1,Matches
Pedro Pinho,pt POR,MF,23-268,1.7,88,7,23,51,15,3,88,1,0,0.0,1,100.0,49,229,98,0,0,0,0,0,51,0,Matches
Rodrigo Melro,pt POR,DF,19-291,0.0,2,0,0,1,1,0,2,0,0,,0,,2,6,1,0,0,0,0,0,2,0,Matches
Squad Total,,,27.0,15.0,7649,843,2627,3482,1629,238,7647,245,122,49.8,110,44.9,3835,21769,10853,207,128,38,234,111,4471,440,
Opponent Total,,,26.7,15.0,9167,885,2813,4231,2219,325,9165,216,102,47.2,97,44.9,4968,25261,12410,245,189,54,253,96,5953,608,
