Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Héctor,es ESP,FW,28-107,14.3,8,34,14,41.2,2.37,0.98,0.18,0.43,11.9,0,2,2,6.6,5.0,0.15,1.4,1.0,Matches
Kelechi Nwakali,ng NGA,MF,25-208,11.9,0,17,3,17.6,1.43,0.25,0.0,0.0,30.4,6,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
Bruno Langa,mz MOZ,"DF,MF",26-060,11.6,1,11,2,18.2,0.95,0.17,0.09,0.5,26.4,0,0,0,0.3,0.3,0.02,0.7,0.7,Matches
Bruno Rodrigues,pt POR,DF,22-205,11.2,0,5,2,40.0,0.45,0.18,0.0,0.0,14.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Hugo Souza,br BRA,GK,24-333,11.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
João Pedro Araújo Correia,cv CPV,"DF,MF",27-116,10.1,1,7,3,42.9,0.69,0.3,0.14,0.33,18.5,0,0,0,0.3,0.3,0.04,0.7,0.7,Matches
Sandro Cruz,pt POR,"DF,MF",22-232,8.6,1,5,1,20.0,0.58,0.12,0.2,1.0,22.6,0,0,0,0.2,0.2,0.05,0.8,0.8,Matches
Ygor Nogueira,br BRA,DF,28-278,8.7,0,6,1,16.7,0.69,0.11,0.0,0.0,9.7,0,0,0,0.6,0.6,0.1,-0.6,-0.6,Matches
Steven Vitória,ca CAN,DF,36-353,8.2,0,6,3,50.0,0.73,0.36,0.0,0.0,13.3,1,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Leandro Sanca,gw GNB,"FW,MF",23-360,9.6,0,26,10,38.5,2.71,1.04,0.0,0.0,22.5,0,0,0,1.1,1.1,0.04,-1.1,-1.1,Matches
Ricardo Guimarães,mz MOZ,MF,28-046,6.6,0,6,0,0.0,0.91,0.0,0.0,,26.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Paulo Victor,br BRA,FW,22-284,6.9,1,11,6,54.5,1.59,0.87,0.09,0.17,14.1,0,0,0,1.1,1.1,0.1,-0.1,-0.1,Matches
Rúben Tiago Rodrigues Ribeiro,pt POR,"MF,FW",36-151,6.0,0,6,3,50.0,1.0,0.5,0.0,0.0,30.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Benny,pt POR,"MF,FW",23-278,5.7,1,10,3,30.0,1.76,0.53,0.1,0.33,22.0,2,0,0,0.9,0.9,0.09,0.1,0.1,Matches
Jo,br BRA,"FW,MF",28-243,4.4,2,18,5,27.8,4.07,1.13,0.11,0.4,16.1,0,0,0,1.9,1.9,0.11,0.1,0.1,Matches
João Pedro,pt POR,MF,30-271,4.1,0,5,1,20.0,1.21,0.24,0.0,0.0,18.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Rodrigo Nascimento,br BRA,GK,27-339,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Thibang Phete,za RSA,"DF,MF",29-270,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rúben Lameiras,pt POR,"FW,MF",29-008,2.3,0,2,1,50.0,0.87,0.44,0.0,0.0,20.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Issah Abbas,gh GHA,"MF,FW",25-095,3.1,0,6,3,50.0,1.91,0.96,0.0,0.0,17.1,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
Carraça,pt POR,"MF,DF",30-304,2.9,0,6,1,16.7,2.05,0.34,0.0,0.0,22.6,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
João Queirós,pt POR,DF,25-252,2.6,0,3,2,66.7,1.15,0.77,0.0,0.0,8.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Habib sylla,ci CIV,DF,24-321,2.2,0,1,0,0.0,0.45,0.0,0.0,,28.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Hélder Morim,pt POR,MF,22-230,1.9,0,3,2,66.7,1.61,1.07,0.0,0.0,21.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Pedro Pinho,pt POR,MF,23-268,1.7,1,3,1,33.3,1.74,0.58,0.33,1.0,20.3,0,0,0,0.2,0.2,0.05,0.8,0.8,Matches
Rodrigo Melro,pt POR,DF,19-291,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,27.0,15.0,16,197,67,34.0,13.13,4.47,0.07,0.21,19.3,10,2,2,16.1,14.5,0.08,-0.1,-0.5,
Opponent Total,,,26.7,15.0,39,195,80,41.0,13.0,5.33,0.19,0.46,17.8,5,2,2,26.1,24.5,0.13,12.9,12.5,
