Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Héctor,es ESP,FW,28-107,14.3,4,3,1,1,2,1,4,25.0,3,10,3,7,4,8,9,0,Matches
Kelechi Nwakali,ng NGA,MF,25-208,11.9,22,17,3,18,1,13,23,56.5,10,13,2,11,12,34,6,0,Matches
Bruno Langa,mz MOZ,"DF,MF",26-060,11.6,21,14,8,11,2,7,16,43.8,9,8,1,7,15,36,24,1,Matches
Bruno Rodrigues,pt POR,DF,22-205,11.2,11,6,9,1,1,7,11,63.6,4,13,3,10,12,23,38,0,Matches
Hugo Souza,br BRA,GK,24-333,11.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,1,Matches
João Pedro Araújo Correia,cv CPV,"DF,MF",27-116,10.1,8,5,4,2,2,7,18,38.9,11,12,5,7,19,27,13,0,Matches
Sandro Cruz,pt POR,"DF,MF",22-232,8.6,12,7,9,3,0,7,14,50.0,7,11,2,9,13,25,39,1,Matches
Ygor Nogueira,br BRA,DF,28-278,8.7,15,8,12,3,0,11,14,78.6,3,9,7,2,13,28,48,0,Matches
Steven Vitória,ca CAN,DF,36-353,8.2,3,3,2,1,0,2,2,100.0,0,8,5,3,1,4,41,2,Matches
Leandro Sanca,gw GNB,"FW,MF",23-360,9.6,11,3,1,7,3,4,17,23.5,13,18,0,18,7,18,3,0,Matches
Ricardo Guimarães,mz MOZ,MF,28-046,6.6,18,9,8,6,4,8,17,47.1,9,8,4,4,9,27,6,1,Matches
Paulo Victor,br BRA,FW,22-284,6.9,12,8,3,9,0,4,7,57.1,3,13,2,11,4,16,1,0,Matches
Rúben Tiago Rodrigues Ribeiro,pt POR,"MF,FW",36-151,6.0,14,8,7,5,2,6,9,66.7,3,5,0,5,4,18,3,0,Matches
Benny,pt POR,"MF,FW",23-278,5.7,3,3,2,1,0,1,4,25.0,3,10,0,10,0,3,1,0,Matches
Jo,br BRA,"FW,MF",28-243,4.4,5,3,1,1,3,2,5,40.0,3,2,0,2,0,5,5,0,Matches
João Pedro,pt POR,MF,30-271,4.1,4,2,2,2,0,4,9,44.4,5,1,1,0,1,5,4,0,Matches
Rodrigo Nascimento,br BRA,GK,27-339,4.0,3,0,3,0,0,3,3,100.0,0,0,0,0,0,3,2,0,Matches
Thibang Phete,za RSA,"DF,MF",29-270,3.7,2,1,0,1,1,1,2,50.0,1,2,1,1,5,7,10,0,Matches
Rúben Lameiras,pt POR,"FW,MF",29-008,2.3,2,1,0,2,0,0,0,,0,1,0,1,1,3,2,0,Matches
Issah Abbas,gh GHA,"MF,FW",25-095,3.1,1,0,0,0,1,1,4,25.0,3,2,0,2,0,1,0,0,Matches
Carraça,pt POR,"MF,DF",30-304,2.9,3,2,1,2,0,1,3,33.3,2,3,0,3,2,5,2,0,Matches
João Queirós,pt POR,DF,25-252,2.6,4,2,3,1,0,3,4,75.0,1,2,1,1,4,8,6,1,Matches
Habib sylla,ci CIV,DF,24-321,2.2,3,1,2,1,0,0,0,,0,5,0,5,1,4,8,0,Matches
Hélder Morim,pt POR,MF,22-230,1.9,5,2,1,3,1,2,9,22.2,7,2,2,0,4,9,2,0,Matches
Pedro Pinho,pt POR,MF,23-268,1.7,7,2,3,3,1,2,3,66.7,1,4,4,0,3,10,2,0,Matches
Rodrigo Melro,pt POR,DF,19-291,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,,,27.0,15.0,193,110,85,84,24,97,199,48.7,102,162,43,119,134,327,286,7,
Opponent Total,,,26.7,15.0,220,144,96,100,24,110,232,47.4,122,145,37,108,134,354,314,4,
