Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Héctor,es ESP,FW,28-107,14.3,1,0,0,9,12,5,0,4,3,0,0,0,41,33,40,45.2,Matches
Kelechi Nwakali,ng NGA,MF,25-208,11.9,2,0,0,8,25,0,39,12,17,0,0,0,88,4,6,40.0,Matches
Bruno Langa,mz MOZ,"DF,MF",26-060,11.6,5,1,1,10,24,0,45,15,14,0,1,0,64,14,5,73.7,Matches
Bruno Rodrigues,pt POR,DF,22-205,11.2,3,0,0,13,2,0,0,12,6,0,0,0,47,19,13,59.4,Matches
Hugo Souza,br BRA,GK,24-333,11.0,2,0,0,0,1,0,0,0,0,0,0,0,12,2,0,100.0,Matches
João Pedro Araújo Correia,cv CPV,"DF,MF",27-116,10.1,3,0,0,11,12,1,53,19,5,0,0,0,72,10,21,32.3,Matches
Sandro Cruz,pt POR,"DF,MF",22-232,8.6,1,0,0,2,12,1,10,13,7,0,0,0,56,13,16,44.8,Matches
Ygor Nogueira,br BRA,DF,28-278,8.7,7,2,1,13,7,0,0,13,8,0,0,0,46,26,8,76.5,Matches
Steven Vitória,ca CAN,DF,36-353,8.2,2,0,0,7,5,1,0,1,3,0,0,0,30,16,6,72.7,Matches
Leandro Sanca,gw GNB,"FW,MF",23-360,9.6,2,0,0,14,17,2,36,7,3,0,0,0,38,3,5,37.5,Matches
Ricardo Guimarães,mz MOZ,MF,28-046,6.6,3,0,0,18,14,0,8,9,9,0,0,0,43,2,4,33.3,Matches
Paulo Victor,br BRA,FW,22-284,6.9,7,0,0,22,16,3,10,4,8,0,0,0,15,11,21,34.4,Matches
Rúben Tiago Rodrigues Ribeiro,pt POR,"MF,FW",36-151,6.0,5,1,1,9,14,2,18,4,8,0,0,0,41,3,12,20.0,Matches
Benny,pt POR,"MF,FW",23-278,5.7,0,0,0,8,6,1,40,0,3,0,0,0,24,2,5,28.6,Matches
Jo,br BRA,"FW,MF",28-243,4.4,0,0,0,10,18,2,4,0,3,0,0,0,13,25,18,58.1,Matches
João Pedro,pt POR,MF,30-271,4.1,1,0,0,7,10,0,2,1,2,0,0,0,21,3,6,33.3,Matches
Rodrigo Nascimento,br BRA,GK,27-339,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,100.0,Matches
Thibang Phete,za RSA,"DF,MF",29-270,3.7,0,0,0,9,4,1,0,5,1,0,0,0,18,4,8,33.3,Matches
Rúben Lameiras,pt POR,"FW,MF",29-008,2.3,1,0,0,3,0,1,5,1,1,0,0,0,15,0,0,,Matches
Issah Abbas,gh GHA,"MF,FW",25-095,3.1,1,0,0,8,9,1,9,0,0,0,0,0,8,1,2,33.3,Matches
Carraça,pt POR,"MF,DF",30-304,2.9,0,0,0,1,3,0,25,2,2,0,0,0,17,2,0,100.0,Matches
João Queirós,pt POR,DF,25-252,2.6,0,0,0,2,4,0,0,4,2,0,0,0,7,6,4,60.0,Matches
Habib sylla,ci CIV,DF,24-321,2.2,1,0,0,4,2,0,17,1,1,0,1,0,7,4,2,66.7,Matches
Hélder Morim,pt POR,MF,22-230,1.9,1,0,0,4,4,0,0,4,2,0,0,0,6,2,2,50.0,Matches
Pedro Pinho,pt POR,MF,23-268,1.7,1,0,0,7,3,0,1,3,2,0,0,0,12,4,2,66.7,Matches
Rodrigo Melro,pt POR,DF,19-291,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
Squad Total,,,27.0,15.0,49,4,3,199,224,21,322,134,110,0,2,0,746,210,206,50.5,
Opponent Total,,,26.7,15.0,39,3,1,236,191,18,258,134,144,2,2,0,763,206,210,49.5,
