Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Héctor,es ESP,FW,28-107,14.3,283,247,36,1,0,0,0,1,0,0,0,0,217,0,6,Matches
Kelechi Nwakali,ng NGA,MF,25-208,11.9,640,550,89,49,1,16,39,10,28,15,9,0,527,1,4,Matches
Bruno Langa,mz MOZ,"DF,MF",26-060,11.6,576,431,144,21,3,12,45,123,0,0,0,0,397,1,15,Matches
Bruno Rodrigues,pt POR,DF,22-205,11.2,492,471,18,17,0,5,0,1,0,0,0,0,403,3,7,Matches
Hugo Souza,br BRA,GK,24-333,11.0,357,227,130,24,1,0,0,0,0,0,0,0,231,0,0,Matches
João Pedro Araújo Correia,cv CPV,"DF,MF",27-116,10.1,451,342,108,14,1,3,53,94,0,0,0,0,291,1,24,Matches
Sandro Cruz,pt POR,"DF,MF",22-232,8.6,338,299,37,11,0,6,10,26,0,0,0,0,242,2,7,Matches
Ygor Nogueira,br BRA,DF,28-278,8.7,398,388,9,9,1,0,0,0,0,0,0,0,324,1,3,Matches
Steven Vitória,ca CAN,DF,36-353,8.2,270,250,16,15,0,1,0,1,0,0,0,0,220,4,0,Matches
Leandro Sanca,gw GNB,"FW,MF",23-360,9.6,243,234,7,0,2,2,36,5,0,0,0,0,166,2,10,Matches
Ricardo Guimarães,mz MOZ,MF,28-046,6.6,294,272,21,12,1,3,8,4,5,2,3,0,243,1,3,Matches
Paulo Victor,br BRA,FW,22-284,6.9,147,134,12,1,0,0,10,1,0,0,0,0,101,1,10,Matches
Rúben Tiago Rodrigues Ribeiro,pt POR,"MF,FW",36-151,6.0,290,256,34,13,0,1,18,5,14,7,4,0,245,0,6,Matches
Benny,pt POR,"MF,FW",23-278,5.7,189,161,28,5,2,2,40,8,15,5,9,0,123,0,5,Matches
Jo,br BRA,"FW,MF",28-243,4.4,73,68,4,0,0,0,4,0,0,0,0,0,37,1,2,Matches
João Pedro,pt POR,MF,30-271,4.1,169,154,15,12,0,1,2,2,1,0,1,0,122,0,7,Matches
Rodrigo Nascimento,br BRA,GK,27-339,4.0,122,81,41,16,0,0,0,0,0,0,0,0,79,0,0,Matches
Thibang Phete,za RSA,"DF,MF",29-270,3.7,134,133,1,1,0,4,0,0,0,0,0,0,123,0,1,Matches
Rúben Lameiras,pt POR,"FW,MF",29-008,2.3,59,52,7,3,0,0,5,2,2,2,0,0,42,0,1,Matches
Issah Abbas,gh GHA,"MF,FW",25-095,3.1,67,60,6,1,2,0,9,4,1,0,0,0,48,1,2,Matches
Carraça,pt POR,"MF,DF",30-304,2.9,163,116,47,8,1,2,25,31,8,3,3,0,117,0,7,Matches
João Queirós,pt POR,DF,25-252,2.6,102,92,9,6,0,1,0,3,0,0,0,0,74,1,2,Matches
Habib sylla,ci CIV,DF,24-321,2.2,102,68,34,2,0,1,17,32,0,0,0,0,63,0,5,Matches
Hélder Morim,pt POR,MF,22-230,1.9,43,41,2,2,0,1,0,0,0,0,0,0,33,0,1,Matches
Pedro Pinho,pt POR,MF,23-268,1.7,64,64,0,0,0,2,1,0,0,0,0,0,44,0,2,Matches
Rodrigo Melro,pt POR,DF,19-291,0.0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Matches
Squad Total,,,27.0,15.0,6068,5192,855,243,15,63,322,353,74,34,29,0,4513,21,130,
Opponent Total,,,26.7,15.0,7505,6684,803,212,33,56,258,341,74,26,23,0,5998,18,136,
