Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Rafik Guitane,fr FRA,"FW,MF",24-218,13.6,57,4.19,37,0,12,1,6,1,8,0.59,4,0,3,0,1,0,Matches
Tiago Araújo,pt POR,"DF,MF",22-278,13.5,18,1.34,14,1,1,1,0,1,2,0.15,2,0,0,0,0,0,Matches
Bernardo Vital,pt POR,DF,23-001,11.5,7,0.61,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jordan Holsgrove,sct SCO,MF,24-111,10.9,29,2.65,17,7,1,4,0,0,4,0.37,3,0,0,1,0,0,Matches
Pedro Álvaro,pt POR,DF,23-303,11.0,11,1.0,10,0,0,1,0,0,2,0.18,2,0,0,0,0,0,Matches
João Marques,pt POR,"MF,FW",21-320,10.6,36,3.39,25,2,4,1,3,1,6,0.56,4,0,0,0,1,1,Matches
Volnei Feltes,br BRA,DF,23-259,9.7,13,1.34,10,1,0,2,0,0,3,0.31,3,0,0,0,0,0,Matches
Rodrigo Gomes,pt POR,"DF,MF",20-176,10.6,36,3.39,27,2,1,4,0,2,7,0.66,5,0,0,1,0,1,Matches
Marcelo Carné,br BRA,GK,33-327,9.0,2,0.22,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Cassiano,br BRA,FW,34-197,7.7,10,1.3,6,0,0,1,3,0,2,0.26,2,0,0,0,0,0,Matches
Mateus Fernandes,pt POR,MF,19-173,8.5,35,4.12,23,5,1,1,3,2,6,0.71,5,0,0,1,0,0,Matches
Heriberto Tavares,pt POR,"FW,MF",26-314,5.6,7,1.24,4,0,1,1,0,1,2,0.36,2,0,0,0,0,0,Matches
Alejandro Marqués,ve VEN,FW,23-148,6.3,8,1.27,5,0,0,2,0,1,0,0.0,0,0,0,0,0,0,Matches
Daniel Leite,pt POR,GK,25-163,5.0,1,0.2,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Koba Koindredi,fr FRA,MF,22-064,3.5,15,4.29,6,4,1,2,2,0,0,0.0,0,0,0,0,0,0,Matches
Erick Cabaco,uy URU,DF,28-255,3.7,3,0.81,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Eliaquim Mangala,fr FRA,DF,32-320,3.1,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Raúl Parra,es ESP,DF,24-034,2.4,4,1.64,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Ivan Pavlic,be BEL,MF,22-050,2.0,4,2.0,2,1,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alexandre Miguel Barros Soares,pt POR,MF,32-304,2.8,5,1.81,5,0,0,0,0,0,1,0.36,1,0,0,0,0,0,Matches
Wagner Pina,pt POR,"DF,MF",21-057,1.5,2,1.37,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
João Carlos,br BRA,"FW,DF",28-304,0.6,5,8.18,3,0,2,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mor Ndiaye,sn SEN,"FW,MF",23-038,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rodrigo Martins,pt POR,"DF,FW",25-106,0.1,1,15.0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,24.8,14.0,310,22.14,210,27,26,21,17,9,43,3.07,33,0,3,3,2,2,
Opponent Total,,,26.8,14.0,363,25.93,257,42,23,24,15,2,36,2.57,20,5,4,5,2,0,
