Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Rafik Guitane,fr FRA,"FW,MF",24-218,13.6,516,4,49,270,211,32,516,84,49,58.3,32,38.1,359,2934,1835,53,53,11,35,31,397,69,Matches
Tiago Araújo,pt POR,"DF,MF",22-278,13.5,793,37,270,323,211,20,793,21,8,38.1,12,57.1,370,2032,1047,32,23,4,24,10,415,75,Matches
Bernardo Vital,pt POR,DF,23-001,11.5,671,124,381,281,12,8,671,3,1,33.3,0,0.0,388,1823,1152,2,1,0,4,1,463,1,Matches
Jordan Holsgrove,sct SCO,MF,24-111,10.9,909,31,239,556,118,5,909,9,2,22.2,6,66.7,529,2505,986,12,11,1,6,5,639,7,Matches
Pedro Álvaro,pt POR,DF,23-303,11.0,610,117,384,211,17,13,610,0,0,,0,,348,1629,845,0,0,0,2,1,410,3,Matches
João Marques,pt POR,"MF,FW",21-320,10.6,433,4,55,213,172,27,433,33,19,57.6,12,36.4,246,1668,781,22,14,4,26,18,279,39,Matches
Volnei Feltes,br BRA,DF,23-259,9.7,561,60,238,243,85,5,561,9,4,44.4,5,55.6,233,990,480,11,8,0,7,6,269,19,Matches
Rodrigo Gomes,pt POR,"DF,MF",20-176,10.6,431,19,89,159,186,52,431,26,10,38.5,15,57.7,230,1483,816,32,14,11,26,9,238,63,Matches
Marcelo Carné,br BRA,GK,33-327,9.0,348,326,346,1,1,0,348,0,0,,0,,159,817,477,0,0,0,0,0,119,0,Matches
Cassiano,br BRA,FW,34-197,7.7,157,6,17,68,72,29,156,1,0,0.0,0,0.0,73,345,115,6,3,1,9,4,86,27,Matches
Mateus Fernandes,pt POR,MF,19-173,8.5,541,16,125,317,110,7,541,21,12,57.1,6,28.6,285,1657,934,24,16,1,15,9,338,13,Matches
Heriberto Tavares,pt POR,"FW,MF",26-314,5.6,168,2,22,59,88,24,168,29,13,44.8,16,55.2,115,799,446,21,12,8,13,9,132,48,Matches
Alejandro Marqués,ve VEN,FW,23-148,6.3,140,8,17,59,66,30,140,15,3,20.0,11,73.3,71,311,77,2,3,1,13,6,82,14,Matches
Daniel Leite,pt POR,GK,25-163,5.0,147,134,147,0,0,0,147,0,0,,0,,66,326,184,0,0,0,0,0,47,0,Matches
Koba Koindredi,fr FRA,MF,22-064,3.5,175,6,41,100,36,4,175,8,3,37.5,4,50.0,88,557,250,5,4,1,2,2,102,4,Matches
Erick Cabaco,uy URU,DF,28-255,3.7,224,25,116,103,7,4,224,0,0,,0,,135,624,355,1,0,0,1,0,156,0,Matches
Eliaquim Mangala,fr FRA,DF,32-320,3.1,165,29,96,68,1,1,165,0,0,,0,,89,380,182,0,0,0,4,0,108,0,Matches
Raúl Parra,es ESP,DF,24-034,2.4,168,3,57,87,24,1,168,0,0,,0,,66,202,106,2,1,0,1,0,103,6,Matches
Ivan Pavlic,be BEL,MF,22-050,2.0,79,3,15,42,24,0,79,5,2,40.0,3,60.0,38,222,144,4,2,0,4,1,44,5,Matches
Alexandre Miguel Barros Soares,pt POR,MF,32-304,2.8,116,5,25,66,27,5,116,5,1,20.0,3,60.0,56,278,113,3,1,1,6,4,58,10,Matches
Wagner Pina,pt POR,"DF,MF",21-057,1.5,66,2,26,23,18,5,66,4,1,25.0,2,50.0,27,120,56,1,0,1,1,0,24,6,Matches
João Carlos,br BRA,"FW,DF",28-304,0.6,39,1,1,18,20,1,39,5,2,40.0,2,40.0,16,110,63,1,0,0,4,3,27,4,Matches
Mor Ndiaye,sn SEN,"FW,MF",23-038,0.2,13,4,6,2,5,0,13,1,0,0.0,1,100.0,5,26,20,0,1,0,0,2,7,0,Matches
Rodrigo Martins,pt POR,"DF,FW",25-106,0.1,4,1,1,2,1,0,4,1,1,100.0,0,0.0,3,22,13,1,0,0,0,0,2,0,Matches
Squad Total,,,24.8,14.0,7474,967,2763,3271,1512,273,7473,280,131,46.8,130,46.4,3995,21860,11477,235,167,45,203,121,4545,413,
Opponent Total,,,26.8,14.0,8235,824,2643,3727,1936,341,8232,250,134,53.6,98,39.2,4285,24960,12423,235,151,63,206,121,5352,593,
