Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Rafik Guitane,fr FRA,"FW,MF",24-218,14,1225.0,88.0,97.2,13.6,14,88.0,7,0,,0,1.0,23.0,21.0,2.0,0.15,2.72,17.0,19.8,-2.8,-0.2,2.71,Matches
Tiago Araújo,pt POR,"DF,MF",22-278,14,1213.0,87.0,96.3,13.5,14,87.0,8,0,,0,1.0,24.0,22.0,2.0,0.15,2.06,17.3,19.9,-2.6,-0.19,2.25,Matches
Bernardo Vital,pt POR,DF,23-001,12,1035.0,86.0,82.1,11.5,12,86.0,11,0,,2,1.17,19.0,17.0,2.0,0.17,0.57,12.1,18.5,-6.5,-0.56,-1.59,Matches
Jordan Holsgrove,sct SCO,MF,24-111,12,984.0,82.0,78.1,10.9,12,82.0,9,0,,0,1.08,21.0,19.0,2.0,0.18,0.51,15.0,15.2,-0.1,-0.01,1.22,Matches
Pedro Álvaro,pt POR,DF,23-303,11,990.0,90.0,78.6,11.0,11,90.0,11,0,,0,1.0,19.0,18.0,1.0,0.09,0.09,14.3,19.5,-5.2,-0.47,-0.89,Matches
João Marques,pt POR,"MF,FW",21-320,14,957.0,68.0,76.0,10.6,10,82.0,5,4,34.0,0,1.0,20.0,18.0,2.0,0.19,0.49,14.8,16.0,-1.2,-0.11,0.7,Matches
Volnei Feltes,br BRA,DF,23-259,11,876.0,80.0,69.5,9.7,10,87.0,8,1,6.0,3,0.91,17.0,19.0,-2.0,-0.21,-0.91,13.0,18.2,-5.2,-0.53,-0.83,Matches
Rodrigo Gomes,pt POR,"DF,MF",20-176,13,956.0,74.0,75.9,10.6,9,89.0,6,4,40.0,0,1.08,21.0,15.0,6.0,0.56,2.05,15.8,15.4,0.4,0.04,1.32,Matches
Marcelo Carné,br BRA,GK,33-327,9,810.0,90.0,64.3,9.0,9,90.0,9,0,,5,1.22,15.0,11.0,4.0,0.44,1.04,10.1,16.3,-6.1,-0.68,-1.13,Matches
Cassiano,br BRA,FW,34-197,14,694.0,50.0,55.1,7.7,9,65.0,1,5,22.0,0,1.0,15.0,12.0,3.0,0.39,0.71,11.6,8.9,2.7,0.34,1.39,Matches
Mateus Fernandes,pt POR,MF,19-173,11,764.0,69.0,60.6,8.5,8,82.0,4,3,37.0,0,1.0,18.0,8.0,10.0,1.18,2.81,12.2,11.4,0.7,0.09,0.93,Matches
Heriberto Tavares,pt POR,"FW,MF",26-314,14,506.0,36.0,40.2,5.6,7,53.0,0,7,20.0,0,1.0,7.0,9.0,-2.0,-0.36,-0.71,4.5,8.6,-4.1,-0.72,-0.74,Matches
Alejandro Marqués,ve VEN,FW,23-148,13,566.0,44.0,44.9,6.3,5,72.0,1,8,26.0,1,1.08,11.0,10.0,1.0,0.16,0.16,7.2,11.4,-4.2,-0.66,-0.7,Matches
Daniel Leite,pt POR,GK,25-163,5,450.0,90.0,35.7,5.0,5,90.0,5,0,,9,0.6,10.0,13.0,-3.0,-0.6,-1.04,8.1,5.9,2.2,0.45,1.13,Matches
Koba Koindredi,fr FRA,MF,22-064,7,315.0,45.0,25.0,3.5,4,70.0,2,3,11.0,7,1.0,4.0,7.0,-3.0,-0.86,-1.24,4.1,6.9,-2.8,-0.8,-0.69,Matches
Erick Cabaco,uy URU,DF,28-255,6,335.0,56.0,26.6,3.7,3,84.0,2,3,27.0,0,0.67,9.0,10.0,-1.0,-0.27,-0.46,7.7,4.3,3.4,0.9,1.61,Matches
Eliaquim Mangala,fr FRA,DF,32-320,5,275.0,55.0,21.8,3.1,3,77.0,1,2,22.0,1,1.4,6.0,4.0,2.0,0.65,0.75,3.3,2.2,1.1,0.37,0.83,Matches
Raúl Parra,es ESP,DF,24-034,5,218.0,44.0,17.3,2.4,3,65.0,0,2,11.0,9,0.8,5.0,5.0,0.0,0.0,-0.09,3.9,2.8,1.1,0.43,0.86,Matches
Ivan Pavlic,be BEL,MF,22-050,5,180.0,36.0,14.3,2.0,3,56.0,0,2,6.0,1,0.6,3.0,6.0,-3.0,-1.5,-1.83,1.2,3.3,-2.0,-1.02,-0.87,Matches
Alexandre Miguel Barros Soares,pt POR,MF,32-304,6,249.0,42.0,19.8,2.8,2,52.0,0,4,37.0,5,0.5,4.0,10.0,-6.0,-2.17,-2.79,3.9,6.1,-2.2,-0.79,-0.64,Matches
Wagner Pina,pt POR,"DF,MF",21-057,6,131.0,22.0,10.4,1.5,1,90.0,1,5,8.0,0,1.67,3.0,3.0,0.0,0.0,-0.08,1.5,4.6,-3.2,-2.18,-2.12,Matches
João Carlos,br BRA,"FW,DF",28-304,6,56.0,9.0,4.4,0.6,0,,0,6,9.0,8,0.5,0.0,3.0,-3.0,-4.82,-5.12,0.7,3.7,-2.9,-4.77,-4.7,Matches
Mor Ndiaye,sn SEN,"FW,MF",23-038,2,17.0,9.0,1.3,0.2,0,,0,2,9.0,6,3.0,1.0,0.0,1.0,5.29,5.29,0.9,1.0,-0.1,-0.33,-0.05,Matches
Rodrigo Martins,pt POR,"DF,FW",25-106,2,6.0,3.0,0.5,0.1,0,,0,2,3.0,3,0.0,0.0,1.0,-1.0,-15.0,-15.14,0.3,1.1,-0.8,-11.37,-11.15,Matches
Michel Costa,br BRA,MF,22-010,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Bamidele Isa Yusuf,ng NGA,FW,22-311,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Harouna Sy,fr FRA,DF,27-275,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Squad Total,,,24.8,14,1260.0,90.0,100.0,14.0,154,81.0,91,63,21.0,63,1.0,25.0,24.0,1.0,0.07,,18.3,22.1,-3.9,-0.28,,
Opponent Total,,,26.8,14,1260.0,90.0,100.0,14.0,154,81.0,87,66,21.0,58,1.86,24.0,25.0,-1.0,-0.07,,22.1,18.3,3.9,0.28,,
