Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Rafik Guitane,fr FRA,"FW,MF",24-218,14,14,1225.0,13.6,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1.2,1.2,2.2,3.5,53.0,52.0,69.0,0.22,0.15,0.37,0.22,0.37,0.09,0.16,0.25,0.09,0.25,Matches
Tiago Araújo,pt POR,"DF,MF",22-278,14,14,1213.0,13.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,1.3,2.1,32.0,45.0,75.0,0.07,0.07,0.15,0.07,0.15,0.06,0.09,0.16,0.06,0.16,Matches
Bernardo Vital,pt POR,DF,23-001,12,12,1035.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.4,0.4,0.0,0.5,2.0,32.0,1.0,0.09,0.0,0.09,0.09,0.09,0.04,0.0,0.04,0.04,0.04,Matches
Jordan Holsgrove,sct SCO,MF,24-111,12,12,984.0,10.9,2.0,2.0,4.0,2.0,0.0,0.0,5.0,1.0,0.5,0.5,1.2,1.7,12.0,80.0,7.0,0.18,0.18,0.37,0.18,0.37,0.04,0.11,0.16,0.04,0.16,Matches
Pedro Álvaro,pt POR,DF,23-303,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.3,0.3,0.6,0.9,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches
João Marques,pt POR,"MF,FW",21-320,14,10,957.0,10.6,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,2.4,2.4,1.7,4.1,22.0,37.0,39.0,0.28,0.28,0.56,0.28,0.56,0.22,0.16,0.39,0.22,0.39,Matches
Volnei Feltes,br BRA,DF,23-259,11,10,876.0,9.7,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.7,1.0,11.0,29.0,19.0,0.0,0.21,0.21,0.0,0.21,0.03,0.07,0.1,0.03,0.1,Matches
Rodrigo Gomes,pt POR,"DF,MF",20-176,13,9,956.0,10.6,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,3.6,3.6,1.7,5.3,32.0,23.0,63.0,0.38,0.47,0.85,0.38,0.85,0.34,0.16,0.5,0.34,0.5,Matches
Marcelo Carné,br BRA,GK,33-327,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cassiano,br BRA,FW,34-197,14,9,694.0,7.7,4.0,2.0,6.0,3.0,1.0,1.0,2.0,0.0,3.7,3.0,0.7,3.7,6.0,9.0,27.0,0.52,0.26,0.78,0.39,0.65,0.49,0.09,0.58,0.38,0.48,Matches
Mateus Fernandes,pt POR,MF,19-173,11,8,764.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,1.2,1.4,24.0,36.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.16,0.03,0.16,Matches
Heriberto Tavares,pt POR,"FW,MF",26-314,14,7,506.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,0.1,1.0,21.0,7.0,48.0,0.18,0.0,0.18,0.18,0.18,0.16,0.01,0.17,0.16,0.17,Matches
Alejandro Marqués,ve VEN,FW,23-148,13,5,566.0,6.3,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,2.4,2.4,0.1,2.6,2.0,5.0,14.0,0.8,0.0,0.8,0.8,0.8,0.38,0.02,0.41,0.38,0.41,Matches
Daniel Leite,pt POR,GK,25-163,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Koba Koindredi,fr FRA,MF,22-064,7,4,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,5.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.13,0.06,0.13,Matches
Erick Cabaco,uy URU,DF,28-255,6,3,335.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches
Eliaquim Mangala,fr FRA,DF,32-320,5,3,275.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,0.0,2.0,0.0,0.33,0.0,0.33,0.33,0.33,0.27,0.0,0.27,0.27,0.27,Matches
Raúl Parra,es ESP,DF,24-034,5,3,218.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches
Ivan Pavlic,be BEL,MF,22-050,5,3,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches
Alexandre Miguel Barros Soares,pt POR,MF,32-304,6,2,249.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Wagner Pina,pt POR,"DF,MF",21-057,6,1,131.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches
João Carlos,br BRA,"FW,DF",28-304,6,0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.2,0.13,0.2,Matches
Mor Ndiaye,sn SEN,"FW,MF",23-038,2,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Martins,pt POR,"DF,FW",25-106,2,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Michel Costa,br BRA,MF,22-010,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches
