Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
João Gonçalves,pt POR,GK,23-055,14,1260.0,90.0,100.0,14.0,14,90.0,14,0,,0,1.14,21.0,28.0,-7.0,-0.5,,17.2,22.0,-4.9,-0.35,,Matches
Róbert Boženík,sk SVK,FW,24-042,14,1203.0,86.0,95.5,13.4,14,86.0,7,0,,0,1.14,20.0,26.0,-6.0,-0.45,1.13,16.3,20.0,-3.7,-0.28,1.57,Matches
Salvador Agra,pt POR,"DF,FW",32-049,14,1129.0,81.0,89.6,12.5,14,81.0,5,0,,0,1.14,17.0,26.0,-9.0,-0.72,-2.09,12.8,19.5,-6.7,-0.53,-1.78,Matches
Gaius Makouta,cg CGO,MF,26-158,14,1114.0,80.0,88.4,12.4,14,80.0,7,0,,0,1.14,18.0,24.0,-6.0,-0.48,0.13,14.3,18.3,-4.0,-0.32,0.23,Matches
Chidozie Awaziem,ng NGA,DF,26-363,13,1170.0,90.0,92.9,13.0,13,90.0,13,0,,0,1.23,20.0,25.0,-5.0,-0.38,1.62,16.4,21.4,-5.0,-0.39,-0.52,Matches
Sebastián Pérez Cardona,co COL,MF,30-276,13,1019.0,78.0,80.9,11.3,13,78.0,6,0,,0,1.15,18.0,20.0,-2.0,-0.18,1.69,13.5,15.6,-2.0,-0.18,0.89,Matches
Bruno Onyemaechi,ng NGA,DF,24-271,12,1036.0,86.0,82.2,11.5,12,86.0,10,0,,0,1.08,18.0,23.0,-5.0,-0.43,0.37,14.9,18.7,-3.8,-0.33,0.11,Matches
Tiago Fonseca Morais,pt POR,FW,20-118,12,949.0,79.0,75.3,10.5,12,79.0,3,0,,0,1.25,15.0,18.0,-3.0,-0.28,0.87,13.4,18.0,-4.5,-0.43,-0.33,Matches
Rodrigo Abascal,uy URU,DF,29-350,11,962.0,87.0,76.3,10.7,11,87.0,10,0,,0,1.09,14.0,21.0,-7.0,-0.65,-0.65,11.1,17.1,-6.0,-0.56,-0.9,Matches
Miguel Reisinho,pt POR,MF,24-265,12,882.0,74.0,70.0,9.8,11,78.0,4,1,24.0,0,1.33,15.0,15.0,0.0,0.0,1.67,11.8,15.6,-3.8,-0.39,-0.13,Matches
Pedro Malheiro,pt POR,DF,22-343,7,572.0,82.0,45.4,6.4,7,82.0,6,0,,1,2.0,16.0,9.0,7.0,1.1,2.93,11.3,6.1,5.2,0.82,2.13,Matches
Filipe Ferreira,pt POR,DF,33-094,8,566.0,71.0,44.9,6.3,6,84.0,3,2,32.0,5,1.25,11.0,13.0,-2.0,-0.32,0.33,8.3,7.8,0.4,0.07,0.76,Matches
Bruno Lourenço,pt POR,"FW,MF",25-331,12,528.0,44.0,41.9,5.9,6,66.0,0,6,23.0,1,1.08,6.0,14.0,-8.0,-1.36,-1.49,5.6,10.5,-4.9,-0.84,-0.85,Matches
Masaki Watai,jp JPN,"FW,MF",24-165,7,241.0,34.0,19.1,2.7,3,63.0,0,4,13.0,7,1.14,2.0,5.0,-3.0,-1.12,-0.77,2.6,5.8,-3.2,-1.2,-1.05,Matches
Ilija Vukotić,me MNE,MF,24-357,11,324.0,29.0,25.7,3.6,2,75.0,0,9,19.0,3,1.36,8.0,9.0,-1.0,-0.28,0.3,5.4,5.2,0.1,0.04,0.52,Matches
Martim Tavares,pt POR,"FW,MF",20-050,7,132.0,19.0,10.5,1.5,1,45.0,0,6,15.0,5,0.43,2.0,9.0,-7.0,-4.77,-4.77,1.4,3.2,-1.8,-1.25,-1.01,Matches
Ibrahima Camará,gn GUI,MF,24-339,5,120.0,24.0,9.5,1.3,1,59.0,0,4,15.0,2,0.8,0.0,2.0,-2.0,-1.5,-1.11,0.8,1.5,-0.7,-0.52,-0.19,Matches
Berna,pt POR,"FW,DF",20-106,12,217.0,18.0,17.2,2.4,0,,0,12,18.0,2,1.0,4.0,7.0,-3.0,-1.24,-0.9,4.6,3.9,0.7,0.29,0.77,Matches
Luís Santos,pt POR,"DF,FW",23-344,7,192.0,27.0,15.2,2.1,0,,0,7,27.0,2,0.71,1.0,5.0,-4.0,-1.87,-1.62,1.3,4.5,-3.1,-1.47,-1.32,Matches
Jeriel Córdova,ve VEN,"FW,MF",21-195,9,119.0,13.0,9.4,1.3,0,,0,9,13.0,5,1.44,3.0,3.0,0.0,0.0,0.55,3.3,2.4,0.9,0.7,1.15,Matches
Joel silva,pt POR,"MF,FW",20-322,2,49.0,25.0,3.9,0.5,0,,0,2,25.0,8,2.0,1.0,2.0,-1.0,-1.84,-1.39,1.0,1.3,-0.3,-0.58,-0.24,Matches
Vincent Sasso,fr FRA,MF,32-317,1,1.0,1.0,0.1,0.0,0,,0,1,1.0,5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.35,Matches
Gonçalo Almeida,pt POR,DF,20-238,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Tiago Machado,pt POR,FW,19-272,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Luis Pires,br BRA,GK,19-043,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Tomé,pt POR,GK,17-014,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
Squad Total,,,26.1,14,1260.0,90.0,100.0,14.0,154,82.0,88,63,19.0,63,1.14,21.0,28.0,-7.0,-0.5,,17.2,22.0,-4.9,-0.35,,
Opponent Total,,,26.6,14,1260.0,90.0,100.0,14.0,154,82.0,84,67,19.0,58,1.57,28.0,21.0,7.0,0.5,,22.0,17.2,4.9,0.35,,
