Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
João Gonçalves,pt POR,GK,23-055,14,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Róbert Boženík,sk SVK,FW,24-042,14,14,1203.0,13.4,6.0,2.0,8.0,6.0,0.0,0.0,2.0,0.0,6.1,6.1,2.6,8.7,11.0,12.0,54.0,0.45,0.15,0.6,0.45,0.6,0.46,0.19,0.65,0.46,0.65,Matches
Salvador Agra,pt POR,"DF,FW",32-049,14,14,1129.0,12.5,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.3,1.3,1.5,2.7,32.0,49.0,78.0,0.16,0.08,0.24,0.16,0.24,0.1,0.12,0.22,0.1,0.22,Matches
Gaius Makouta,cg CGO,MF,26-158,14,14,1114.0,12.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.9,1.7,25.0,44.0,48.0,0.0,0.08,0.08,0.0,0.08,0.07,0.07,0.14,0.07,0.14,Matches
Chidozie Awaziem,ng NGA,DF,26-363,13,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,0.0,0.7,2.0,35.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches
Sebastián Pérez Cardona,co COL,MF,30-276,13,13,1019.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.3,0.3,0.1,0.5,4.0,54.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Bruno Onyemaechi,ng NGA,DF,24-271,12,12,1036.0,11.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.1,1.1,0.8,2.0,31.0,30.0,39.0,0.0,0.09,0.09,0.0,0.09,0.1,0.07,0.17,0.1,0.17,Matches
Tiago Fonseca Morais,pt POR,FW,20-118,12,12,949.0,10.5,5.0,0.0,5.0,4.0,1.0,1.0,5.0,2.0,2.5,1.7,1.2,2.9,32.0,46.0,60.0,0.47,0.0,0.47,0.38,0.38,0.23,0.12,0.35,0.16,0.27,Matches
Rodrigo Abascal,uy URU,DF,29-350,11,11,962.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,6.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,Matches
Miguel Reisinho,pt POR,MF,24-265,12,11,882.0,9.8,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.3,1.0,7.0,27.0,16.0,0.1,0.1,0.2,0.1,0.2,0.07,0.03,0.1,0.07,0.1,Matches
Pedro Malheiro,pt POR,DF,22-343,7,7,572.0,6.4,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.2,0.2,1.1,1.3,11.0,25.0,12.0,0.31,0.16,0.47,0.31,0.47,0.04,0.17,0.2,0.04,0.2,Matches
Filipe Ferreira,pt POR,DF,33-094,8,6,566.0,6.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3,0.3,3.0,9.0,2.0,0.0,0.16,0.16,0.0,0.16,0.0,0.05,0.05,0.0,0.05,Matches
Bruno Lourenço,pt POR,"FW,MF",25-331,12,6,528.0,5.9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.5,0.7,0.7,1.4,8.0,11.0,22.0,0.17,0.0,0.17,0.0,0.0,0.26,0.12,0.37,0.12,0.24,Matches
Masaki Watai,jp JPN,"FW,MF",24-165,7,3,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
