Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
João Gonçalves,pt POR,GK,23-055,14.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,2,Matches
Róbert Boženík,sk SVK,FW,24-042,13.4,8,5,0,6,2,4,12,33.3,8,4,0,4,2,10,16,0,Matches
Salvador Agra,pt POR,"DF,FW",32-049,12.5,14,7,7,5,2,4,12,33.3,8,4,0,4,10,24,7,0,Matches
Gaius Makouta,cg CGO,MF,26-158,12.4,17,14,6,11,0,9,14,64.3,5,9,0,9,9,26,14,0,Matches
Chidozie Awaziem,ng NGA,DF,26-363,13.0,16,12,13,2,1,8,10,80.0,2,11,10,1,10,26,62,2,Matches
Sebastián Pérez Cardona,co COL,MF,30-276,11.3,31,18,17,13,1,20,36,55.6,16,9,2,7,9,40,12,1,Matches
Bruno Onyemaechi,ng NGA,DF,24-271,11.5,21,15,12,8,1,8,17,47.1,9,13,3,10,14,35,25,0,Matches
Tiago Fonseca Morais,pt POR,FW,20-118,10.5,15,11,11,3,1,10,31,32.3,21,16,0,16,6,21,4,0,Matches
Rodrigo Abascal,uy URU,DF,29-350,10.7,15,6,12,3,0,10,20,50.0,10,16,7,9,12,27,42,2,Matches
Miguel Reisinho,pt POR,MF,24-265,9.8,19,10,7,11,1,9,18,50.0,9,8,1,7,12,31,13,0,Matches
Pedro Malheiro,pt POR,DF,22-343,6.4,25,14,18,6,1,17,26,65.4,9,6,3,3,12,37,12,0,Matches
Filipe Ferreira,pt POR,DF,33-094,6.3,7,7,4,3,0,4,7,57.1,3,8,3,5,5,12,18,1,Matches
Bruno Lourenço,pt POR,"FW,MF",25-331,5.9,11,4,1,7,3,5,14,35.7,9,2,0,2,6,17,3,0,Matches
Masaki Watai,jp JPN,"FW,MF",24-165,2.7,4,2,2,1,1,1,4,25.0,3,3,0,3,1,5,1,0,Matches
Ilija Vukotić,me MNE,MF,24-357,3.6,8,6,4,3,1,3,7,42.9,4,5,3,2,1,9,6,0,Matches
Martim Tavares,pt POR,"FW,MF",20-050,1.5,0,0,0,0,0,0,2,0.0,2,2,2,0,0,0,0,0,Matches
Ibrahima Camará,gn GUI,MF,24-339,1.3,1,1,0,1,0,1,1,100.0,0,2,1,1,2,3,1,0,Matches
Berna,pt POR,"FW,DF",20-106,2.4,9,6,4,5,0,4,7,57.1,3,5,2,3,4,13,3,0,Matches
Luís Santos,pt POR,"DF,FW",23-344,2.1,3,2,2,1,0,1,2,50.0,1,2,0,2,6,9,8,0,Matches
Jeriel Córdova,ve VEN,"FW,MF",21-195,1.3,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,0,Matches
Joel silva,pt POR,"MF,FW",20-322,0.5,2,1,1,1,0,1,3,33.3,2,0,0,0,0,2,0,0,Matches
Vincent Sasso,fr FRA,MF,32-317,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
Squad Total,,,26.1,14.0,226,141,121,90,15,119,246,48.4,127,126,37,89,121,347,256,8,
Opponent Total,,,26.6,14.0,219,135,90,101,28,108,221,48.9,113,128,41,87,122,341,309,6,
