Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
João Gonçalves,pt POR,GK,23-055,14.0,1,0,0,0,1,0,0,0,0,0,0,0,10,4,1,80.0,Matches
Róbert Boženík,sk SVK,FW,24-042,13.4,2,0,0,26,26,13,8,2,5,0,0,0,23,20,42,32.3,Matches
Salvador Agra,pt POR,"DF,FW",32-049,12.5,1,0,0,19,18,3,93,10,7,0,0,0,65,1,6,14.3,Matches
Gaius Makouta,cg CGO,MF,26-158,12.4,5,0,0,13,20,1,14,9,14,0,0,0,84,19,13,59.4,Matches
Chidozie Awaziem,ng NGA,DF,26-363,13.0,4,0,0,12,8,1,1,10,12,0,1,0,76,40,20,66.7,Matches
Sebastián Pérez Cardona,co COL,MF,30-276,11.3,7,1,1,21,26,0,5,9,18,0,0,0,71,7,12,36.8,Matches
Bruno Onyemaechi,ng NGA,DF,24-271,11.5,2,0,0,11,17,3,52,14,15,0,0,0,73,10,6,62.5,Matches
Tiago Fonseca Morais,pt POR,FW,20-118,10.5,5,2,2,18,29,2,22,6,11,0,0,0,52,0,10,0.0,Matches
Rodrigo Abascal,uy URU,DF,29-350,10.7,2,0,0,11,2,0,8,12,6,0,0,1,54,14,8,63.6,Matches
Miguel Reisinho,pt POR,MF,24-265,9.8,3,0,0,15,14,1,3,12,10,1,1,0,64,22,17,56.4,Matches
Pedro Malheiro,pt POR,DF,22-343,6.4,2,0,0,12,2,0,17,12,14,0,0,0,38,2,2,50.0,Matches
Filipe Ferreira,pt POR,DF,33-094,6.3,3,0,0,8,3,0,10,5,7,0,0,0,30,1,6,14.3,Matches
Bruno Lourenço,pt POR,"FW,MF",25-331,5.9,1,1,0,10,8,1,15,6,4,0,0,0,23,2,5,28.6,Matches
Masaki Watai,jp JPN,"FW,MF",24-165,2.7,0,0,0,2,2,0,5,1,2,0,0,0,13,0,2,0.0,Matches
Ilija Vukotić,me MNE,MF,24-357,3.6,1,0,0,4,4,0,6,1,6,0,0,0,15,3,3,50.0,Matches
Martim Tavares,pt POR,"FW,MF",20-050,1.5,1,0,0,4,4,0,2,0,0,0,0,0,7,1,2,33.3,Matches
Ibrahima Camará,gn GUI,MF,24-339,1.3,0,0,0,0,1,0,4,2,1,0,0,0,3,1,4,20.0,Matches
Berna,pt POR,"FW,DF",20-106,2.4,2,0,0,10,5,0,9,4,6,0,0,0,12,7,10,41.2,Matches
Luís Santos,pt POR,"DF,FW",23-344,2.1,0,0,0,3,1,1,12,6,2,0,0,0,14,2,1,66.7,Matches
Jeriel Córdova,ve VEN,"FW,MF",21-195,1.3,2,0,0,10,4,2,1,0,0,1,0,0,10,5,4,55.6,Matches
Joel silva,pt POR,"MF,FW",20-322,0.5,0,0,0,2,0,0,0,0,1,0,0,0,6,1,0,100.0,Matches
Vincent Sasso,fr FRA,MF,32-317,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Squad Total,,,26.1,14.0,44,4,3,211,195,28,287,121,141,2,2,1,744,162,174,48.2,
Opponent Total,,,26.6,14.0,35,4,1,207,201,26,258,122,135,1,2,2,730,174,162,51.8,
