Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Willer Ditta,co COL,DF,26-341,15,1347.0,90.0,88.0,15.0,15,90.0,14,0,,0,1.13,21.0,25.0,-4.0,-0.27,1.7,22.6,19.0,3.6,0.24,2.16,Matches
Carlos Salcedo,mx MEX,DF,30-092,15,1194.0,80.0,78.0,13.3,15,80.0,10,0,,1,1.13,16.0,19.0,-3.0,-0.23,1.11,15.8,17.6,-1.8,-0.14,-0.55,Matches
Uriel Antuna,mx MEX,"MF,FW",26-131,14,1221.0,87.0,79.8,13.6,14,87.0,9,0,,0,1.21,18.0,22.0,-4.0,-0.29,0.87,19.8,17.9,1.9,0.14,0.77,Matches
Juan Escobar,py PAR,DF,28-180,14,1221.0,87.0,79.8,13.6,14,87.0,13,0,,0,1.21,19.0,22.0,-3.0,-0.22,1.24,21.6,18.8,2.8,0.21,1.11,Matches
Carlos Rotondi,ar ARG,"DF,MF",26-293,15,1212.0,81.0,79.2,13.5,14,86.0,10,1,9.0,1,0.93,16.0,25.0,-9.0,-0.67,-0.95,18.0,20.3,-2.2,-0.17,-0.72,Matches
Ignacio Rivero,uy URU,"DF,MF",31-264,15,1227.0,82.0,80.2,13.6,13,90.0,13,2,29.0,0,1.13,17.0,22.0,-5.0,-0.37,0.52,19.9,20.6,-0.7,-0.05,-0.17,Matches
Andrés Gudiño,mx MEX,GK,26-337,14,1219.0,87.0,79.7,13.5,13,90.0,13,1,49.0,3,1.0,17.0,22.0,-5.0,-0.37,0.5,20.7,18.3,2.4,0.18,0.95,Matches
Erik Lira,mx MEX,MF,23-236,13,1127.0,87.0,73.7,12.5,13,87.0,10,0,,0,0.85,16.0,25.0,-9.0,-0.72,-0.94,18.9,20.9,-2.1,-0.16,-0.56,Matches
Rodrigo Huescas,mx MEX,DF,20-103,16,1072.0,67.0,70.1,11.9,13,79.0,6,3,15.0,0,1.06,17.0,17.0,0.0,0.0,1.57,16.4,13.5,2.8,0.24,0.85,Matches
Charly Rodríguez,mx MEX,MF,26-361,13,1041.0,80.0,68.0,11.6,13,80.0,5,0,,0,1.23,14.0,17.0,-3.0,-0.26,0.66,16.5,13.9,2.6,0.23,0.76,Matches
Moises,br BRA,"MF,FW",27-119,17,857.0,50.0,56.0,9.5,9,72.0,2,8,26.0,0,1.0,10.0,18.0,-8.0,-0.84,-0.84,12.2,13.8,-1.6,-0.16,-0.34,Matches
Diber Cambindo,co COL,"FW,MF",27-316,16,828.0,52.0,54.1,9.2,9,76.0,3,7,21.0,1,0.88,12.0,21.0,-9.0,-0.98,-1.11,12.6,15.2,-2.6,-0.28,-0.57,Matches
Kevin Castaño,co COL,MF,23-092,13,762.0,59.0,49.8,8.5,9,79.0,3,4,12.0,4,1.08,12.0,9.0,3.0,0.35,1.64,12.1,11.0,1.0,0.12,0.28,Matches
Ángel Sepúlveda,mx MEX,FW,32-318,10,644.0,64.0,42.1,7.2,7,84.0,4,3,18.0,1,1.0,11.0,9.0,2.0,0.28,1.3,11.6,7.9,3.8,0.53,0.94,Matches
Sebastián Jurado,mx MEX,GK,26-093,4,308.0,77.0,20.1,3.4,4,77.0,3,0,,12,0.75,4.0,7.0,-3.0,-0.88,-0.51,3.2,5.9,-2.7,-0.78,-0.96,Matches
Rafael Guerrero,mx MEX,DF,20-351,10,468.0,47.0,30.6,5.2,3,82.0,2,7,32.0,5,1.18,8.0,16.0,-8.0,-1.54,-1.54,8.9,8.3,0.6,0.12,0.19,Matches
Christian Tabó,uy URU,"FW,MF",30-037,6,214.0,36.0,14.0,2.4,3,53.0,0,3,18.0,0,0.67,1.0,3.0,-2.0,-0.84,-0.43,3.0,4.0,-1.0,-0.42,-0.47,Matches
Alexis Gutiérrez,mx MEX,"MF,FW",23-307,9,180.0,20.0,11.8,2.0,2,55.0,0,7,10.0,8,1.11,3.0,3.0,0.0,0.0,0.53,3.8,2.9,0.9,0.47,0.55,Matches
Augusto Lotti,it ITA,FW,27-203,3,132.0,44.0,8.6,1.5,1,80.0,0,2,26.0,0,0.0,0.0,4.0,-4.0,-2.73,-2.47,0.9,3.8,-2.9,-2.0,-2.17,Matches
Cristian Jiménez,mx MEX,"DF,MF",21-165,2,94.0,47.0,6.1,1.0,1,90.0,1,1,4.0,10,1.5,0.0,2.0,-2.0,-1.91,-1.54,0.5,2.2,-1.6,-1.55,-1.63,Matches
Alan Zubiri,mx MEX,DF,22-362,1,90.0,90.0,5.9,1.0,1,90.0,1,0,,3,0.0,0.0,2.0,-2.0,-2.0,-1.63,0.6,3.1,-2.5,-2.53,-2.67,Matches
Luis Iturbide,mx MEX,DF,21-236,1,45.0,45.0,2.9,0.5,1,45.0,0,0,,6,0.0,0.0,1.0,-1.0,-2.0,-1.58,0.5,1.8,-1.2,-2.43,-2.48,Matches
Jesús Dueñas,mx MEX,"MF,FW",34-289,6,82.0,14.0,5.4,0.9,0,,0,6,14.0,7,1.17,0.0,3.0,-3.0,-3.29,-2.98,1.4,1.2,0.2,0.18,0.21,Matches
Alonso Escoboza,mx MEX,DF,30-342,4,78.0,20.0,5.1,0.9,0,,0,4,20.0,9,0.75,0.0,3.0,-3.0,-3.46,-3.15,0.5,1.4,-1.0,-1.13,-1.18,Matches
Josué Díaz,mx MEX,"DF,MF",19-105,1,45.0,45.0,2.9,0.5,0,,0,1,45.0,3,0.0,0.0,1.0,-1.0,-2.0,-1.58,0.0,1.4,-1.3,-2.63,-2.69,Matches
Raymundo Rubio,mx MEX,"DF,FW",22-320,1,10.0,10.0,0.7,0.1,0,,0,1,10.0,0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.1,-0.1,-0.68,-0.67,Matches
Amaury Morales,mx MEX,"MF,DF",18-027,2,6.0,3.0,0.4,0.1,0,,0,2,3.0,8,0.5,0.0,0.0,0.0,0.0,0.47,0.2,0.1,0.0,0.43,0.44,Matches
Carlos Alonso Vargas,mx MEX,DF,24-319,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
Alfredo Cabañas,mx MEX,GK,20-241,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Bryan Gamboa,mx MEX,FW,21-292,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
Jorge García,mx MEX,DF,21-342,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
José Suárez,mx MEX,DF,17-240,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Karol Velázquez,mx MEX,MF,18-224,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
Mauro Zaleta,mx MEX,MF,21-272,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
Squad Total,,,26.9,17,1530.0,90.0,100.0,17.0,187,83.0,122,63,20.0,99,1.0,21.0,29.0,-8.0,-0.47,,23.9,24.2,-0.3,-0.02,,
Opponent Total,,,28.2,17,1530.0,90.0,100.0,17.0,187,83.0,113,73,23.0,97,1.88,29.0,21.0,8.0,0.47,,24.2,23.9,0.3,0.02,,
