Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Willer Ditta,co COL,DF,26-341,15.0,983,89,496,459,47,4,983,14,12,85.7,1,7.1,570,3291,1660,16,16,1,9,6,599,6,Matches
Carlos Salcedo,mx MEX,DF,30-092,13.3,915,96,480,401,43,14,915,2,2,100.0,0,0.0,508,2470,1242,7,4,0,6,1,619,10,Matches
Uriel Antuna,mx MEX,"MF,FW",26-131,13.6,613,5,52,264,304,52,611,28,15,53.6,11,39.3,413,2547,1127,46,14,17,27,18,494,148,Matches
Juan Escobar,py PAR,DF,28-180,13.6,843,103,450,371,26,15,843,6,1,16.7,4,66.7,439,2033,1005,6,3,1,7,2,493,3,Matches
Carlos Rotondi,ar ARG,"DF,MF",26-293,13.5,642,31,145,275,232,36,642,33,16,48.5,15,45.5,328,1648,845,28,12,8,24,21,375,72,Matches
Ignacio Rivero,uy URU,"DF,MF",31-264,13.6,988,31,209,429,362,21,988,28,12,42.9,12,42.9,478,2231,1172,29,26,4,28,18,567,89,Matches
Andrés Gudiño,mx MEX,GK,26-337,13.5,407,359,406,0,1,1,407,0,0,,0,,194,1132,692,0,0,0,1,0,135,0,Matches
Erik Lira,mx MEX,MF,23-236,12.5,782,26,197,528,64,1,782,12,9,75.0,2,16.7,457,2155,1071,6,8,1,10,17,539,8,Matches
Rodrigo Huescas,mx MEX,DF,20-103,11.9,671,24,168,306,203,24,671,17,8,47.1,7,41.2,357,2038,1034,34,25,8,17,6,428,65,Matches
Charly Rodríguez,mx MEX,MF,26-361,11.6,824,11,115,542,179,9,824,16,7,43.8,7,43.8,499,2630,1265,15,19,2,21,11,640,37,Matches
Moises,br BRA,"MF,FW",27-119,9.5,348,1,33,148,174,39,348,50,26,52.0,22,44.0,225,2240,1220,42,38,16,27,15,254,45,Matches
Diber Cambindo,co COL,"FW,MF",27-316,9.2,275,12,24,125,131,44,275,21,12,57.1,7,33.3,158,1013,448,19,12,10,35,22,186,43,Matches
Kevin Castaño,co COL,MF,23-092,8.5,590,10,104,415,77,3,590,5,4,80.0,1,20.0,354,1778,834,10,9,1,13,9,437,13,Matches
Ángel Sepúlveda,mx MEX,FW,32-318,7.2,237,5,13,103,123,32,236,7,4,57.1,3,42.9,127,588,202,3,5,0,17,13,196,32,Matches
Sebastián Jurado,mx MEX,GK,26-093,3.4,121,99,121,0,0,0,121,1,1,100.0,0,0.0,59,251,109,0,0,0,1,0,59,0,Matches
Rafael Guerrero,mx MEX,DF,20-351,5.2,300,30,124,160,18,5,300,7,6,85.7,1,14.3,163,970,609,8,8,0,4,2,184,5,Matches
Christian Tabó,uy URU,"FW,MF",30-037,2.4,84,3,15,41,30,13,84,5,2,40.0,3,60.0,46,258,100,4,1,2,3,3,51,9,Matches
Alexis Gutiérrez,mx MEX,"MF,FW",23-307,2.0,141,2,12,92,38,4,141,3,2,66.7,1,33.3,83,367,184,5,6,1,7,3,109,16,Matches
Augusto Lotti,it ITA,FW,27-203,1.5,36,0,2,19,15,2,36,1,0,0.0,1,100.0,20,112,14,1,0,0,2,2,24,10,Matches
Cristian Jiménez,mx MEX,"DF,MF",21-165,1.0,61,4,30,28,4,0,61,0,0,,0,,33,150,59,1,1,0,4,2,38,0,Matches
Alan Zubiri,mx MEX,DF,22-362,1.0,57,7,36,21,0,0,57,0,0,,0,,42,228,105,0,1,0,0,0,40,0,Matches
Luis Iturbide,mx MEX,DF,21-236,0.5,27,2,7,13,7,1,27,0,0,,0,,11,24,5,0,1,0,1,1,11,2,Matches
Jesús Dueñas,mx MEX,"MF,FW",34-289,0.9,100,1,17,68,16,0,100,1,0,0.0,1,100.0,68,350,194,3,2,0,0,1,77,7,Matches
Alonso Escoboza,mx MEX,DF,30-342,0.9,56,4,15,25,17,1,56,3,2,66.7,1,33.3,27,194,89,2,2,0,1,0,28,4,Matches
Josué Díaz,mx MEX,"DF,MF",19-105,0.5,23,0,7,11,6,1,23,2,2,100.0,0,0.0,14,61,22,0,0,0,1,0,14,2,Matches
Raymundo Rubio,mx MEX,"DF,FW",22-320,0.1,10,0,3,6,1,0,10,0,0,,0,,7,45,28,0,0,0,0,0,7,0,Matches
Amaury Morales,mx MEX,"MF,DF",18-027,0.1,11,0,0,2,9,0,11,0,0,,0,,8,34,6,0,0,0,1,2,9,3,Matches
Squad Total,,,26.9,17.0,10145,955,3281,4852,2127,322,10142,262,143,54.6,100,38.2,5688,30838,15341,285,213,72,267,175,6613,629,
Opponent Total,,,28.2,17.0,9305,925,2878,4241,2305,350,9300,325,168,51.7,139,42.8,5102,28518,14413,297,232,73,255,117,5747,656,
