Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Willer Ditta,co COL,DF,26-341,15,15,1347.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.8,0.8,0.1,0.9,16.0,31.0,6.0,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,Matches
Carlos Salcedo,mx MEX,DF,30-092,15,15,1194.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.4,0.7,7.0,45.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Uriel Antuna,mx MEX,"MF,FW",26-131,14,14,1221.0,13.6,5.0,4.0,9.0,3.0,2.0,2.0,2.0,0.0,4.9,3.3,1.7,5.0,46.0,33.0,148.0,0.37,0.29,0.66,0.22,0.52,0.36,0.13,0.49,0.24,0.37,Matches
Juan Escobar,py PAR,DF,28-180,14,14,1221.0,13.6,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.1,1.1,0.3,1.4,6.0,29.0,3.0,0.0,0.07,0.07,0.0,0.07,0.08,0.02,0.1,0.08,0.1,Matches
Carlos Rotondi,ar ARG,"DF,MF",26-293,15,14,1212.0,13.5,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,3.1,3.1,2.5,5.6,28.0,31.0,72.0,0.22,0.07,0.3,0.22,0.3,0.23,0.18,0.42,0.23,0.42,Matches
Ignacio Rivero,uy URU,"DF,MF",31-264,15,13,1227.0,13.6,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,3.1,4.1,29.0,76.0,89.0,0.07,0.15,0.22,0.07,0.22,0.08,0.22,0.3,0.08,0.3,Matches
Andrés Gudiño,mx MEX,GK,26-337,14,13,1219.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Erik Lira,mx MEX,MF,23-236,13,13,1127.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,6.0,65.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
Rodrigo Huescas,mx MEX,DF,20-103,16,13,1072.0,11.9,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,2.2,2.5,34.0,39.0,65.0,0.0,0.34,0.34,0.0,0.34,0.02,0.19,0.21,0.02,0.21,Matches
Charly Rodríguez,mx MEX,MF,26-361,13,13,1041.0,11.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.8,0.8,1.7,2.5,15.0,100.0,37.0,0.0,0.09,0.09,0.0,0.09,0.07,0.14,0.22,0.07,0.22,Matches
Moises,br BRA,"MF,FW",27-119,17,9,857.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.9,3.9,42.0,30.0,45.0,0.11,0.11,0.21,0.11,0.21,0.21,0.2,0.41,0.21,0.41,Matches
Diber Cambindo,co COL,"FW,MF",27-316,16,9,828.0,9.2,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,3.1,3.1,1.1,4.2,19.0,13.0,43.0,0.43,0.11,0.54,0.43,0.54,0.34,0.11,0.46,0.34,0.46,Matches
Kevin Castaño,co COL,MF,23-092,13,9,762.0,8.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.7,0.7,0.3,1.0,10.0,64.0,13.0,0.0,0.12,0.12,0.0,0.12,0.08,0.04,0.12,0.08,0.12,Matches
Ángel Sepúlveda,mx MEX,FW,32-318,10,7,644.0,7.2,6.0,0.0,6.0,5.0,1.0,1.0,2.0,0.0,5.1,4.3,0.7,5.0,3.0,21.0,32.0,0.84,0.0,0.84,0.7,0.7,0.71,0.1,0.81,0.6,0.7,Matches
Sebastián Jurado,mx MEX,GK,26-093,4,4,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Guerrero,mx MEX,DF,20-351,10,3,468.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.1,0.1,8.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Christian Tabó,uy URU,"FW,MF",30-037,6,3,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.7,1.0,4.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.15,0.28,0.43,0.15,0.43,Matches
Alexis Gutiérrez,mx MEX,"MF,FW",23-307,9,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,5.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches
