Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Willer Ditta,co COL,DF,26-341,15.0,9,0.6,8,0,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches
Carlos Salcedo,mx MEX,DF,30-092,13.3,10,0.75,10,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
Uriel Antuna,mx MEX,"MF,FW",26-131,13.6,42,3.1,34,2,1,0,4,1,8,0.59,6,0,1,0,1,0,Matches
Juan Escobar,py PAR,DF,28-180,13.6,14,1.03,10,0,0,2,0,2,3,0.22,3,0,0,0,0,0,Matches
Carlos Rotondi,ar ARG,"DF,MF",26-293,13.5,26,1.93,18,5,1,0,1,1,1,0.07,1,0,0,0,0,0,Matches
Ignacio Rivero,uy URU,"DF,MF",31-264,13.6,60,4.4,40,11,3,2,4,0,3,0.22,3,0,0,0,0,0,Matches
Andrés Gudiño,mx MEX,GK,26-337,13.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Erik Lira,mx MEX,MF,23-236,12.5,26,2.08,19,2,3,0,1,1,3,0.24,3,0,0,0,0,0,Matches
Rodrigo Huescas,mx MEX,DF,20-103,11.9,29,2.43,27,0,1,0,1,0,6,0.5,6,0,0,0,0,0,Matches
Charly Rodríguez,mx MEX,MF,26-361,11.6,37,3.2,32,4,0,0,1,0,2,0.17,2,0,0,0,0,0,Matches
Moises,br BRA,"MF,FW",27-119,9.5,32,3.36,20,2,8,2,0,0,1,0.11,0,0,0,1,0,0,Matches
Diber Cambindo,co COL,"FW,MF",27-316,9.2,18,1.96,13,0,2,3,0,0,1,0.11,1,0,0,0,0,0,Matches
Kevin Castaño,co COL,MF,23-092,8.5,20,2.36,16,1,0,2,0,1,2,0.24,2,0,0,0,0,0,Matches
Ángel Sepúlveda,mx MEX,FW,32-318,7.2,17,2.38,13,0,1,2,1,0,2,0.28,1,0,1,0,0,0,Matches
Sebastián Jurado,mx MEX,GK,26-093,3.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Rafael Guerrero,mx MEX,DF,20-351,5.2,5,0.96,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Christian Tabó,uy URU,"FW,MF",30-037,2.4,10,4.21,6,0,0,2,1,1,0,0.0,0,0,0,0,0,0,Matches
Alexis Gutiérrez,mx MEX,"MF,FW",23-307,2.0,5,2.5,3,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Augusto Lotti,it ITA,FW,27-203,1.5,5,3.41,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Cristian Jiménez,mx MEX,"DF,MF",21-165,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Alan Zubiri,mx MEX,DF,22-362,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Luis Iturbide,mx MEX,DF,21-236,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Jesús Dueñas,mx MEX,"MF,FW",34-289,0.9,5,5.49,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Alonso Escoboza,mx MEX,DF,30-342,0.9,1,1.15,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Josué Díaz,mx MEX,"DF,MF",19-105,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Raymundo Rubio,mx MEX,"DF,FW",22-320,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Amaury Morales,mx MEX,"MF,DF",18-027,0.1,1,15.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,26.9,17.0,372,21.88,284,29,20,17,15,7,34,2.0,30,0,2,1,1,0,
Opponent Total,,,28.2,17.0,382,22.47,262,42,23,29,21,5,45,2.65,27,3,6,4,5,0,
