Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Willer Ditta,co COL,DF,26-341,15.0,716,855,83.7,14441,5587,261,287,90.9,328,365,89.9,117,179,65.4,0,0.1,0.2,-0.1,3,52,5,2,31,Matches
Carlos Salcedo,mx MEX,DF,30-092,13.3,663,808,82.1,13967,5471,184,205,89.8,364,410,88.8,108,180,60.0,0,0.4,0.2,-0.4,3,34,1,1,45,Matches
Uriel Antuna,mx MEX,"MF,FW",26-131,13.6,388,496,78.2,5769,1368,221,258,85.7,145,179,81.0,17,37,45.9,4,1.7,2.1,2.3,21,19,21,10,33,Matches
Juan Escobar,py PAR,DF,28-180,13.6,570,693,82.3,11783,4294,184,202,91.1,304,337,90.2,77,133,57.9,1,0.3,0.2,0.7,4,34,4,2,29,Matches
Carlos Rotondi,ar ARG,"DF,MF",26-293,13.5,304,449,67.7,5242,1783,133,159,83.6,128,180,71.1,29,68,42.6,1,2.5,1.4,-1.5,16,24,6,4,31,Matches
Ignacio Rivero,uy URU,"DF,MF",31-264,13.6,587,810,72.5,10318,4103,293,334,87.7,225,293,76.8,62,139,44.6,2,3.1,2.6,-1.1,32,54,23,10,76,Matches
Andrés Gudiño,mx MEX,GK,26-337,13.5,228,375,60.8,7119,5737,32,32,100.0,109,110,99.1,82,227,36.1,0,0.0,0.0,0.0,0,12,0,0,0,Matches
Erik Lira,mx MEX,MF,23-236,12.5,603,685,88.0,11088,3121,247,260,95.0,285,316,90.2,60,82,73.2,0,0.1,0.2,-0.1,8,56,4,0,65,Matches
Rodrigo Huescas,mx MEX,DF,20-103,11.9,478,574,83.3,7255,2119,281,299,94.0,159,190,83.7,29,45,64.4,4,2.2,2.0,1.8,19,25,14,7,39,Matches
Charly Rodríguez,mx MEX,MF,26-361,11.6,628,740,84.9,12006,3310,261,288,90.6,255,290,87.9,97,129,75.2,1,1.7,1.1,-0.7,14,93,11,1,100,Matches
