Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Cristian Lema,ar ARG,DF,32.0,22.7,1120.0,1051.0,64.0,56.0,0.0,33.0,2,4.0,0.0,0.0,0.0,0.0,854.0,5.0,15.0,Matches
Leandro Díaz,ar ARG,FW,30.0,22.8,507.0,457.0,47.0,1.0,3.0,7.0,21,4.0,0.0,0.0,0.0,0.0,293.0,3.0,26.0,Matches
Pedro De la Vega,ar ARG,FW,21.0,21.7,523.0,508.0,8.0,2.0,5.0,5.0,41,4.0,0.0,0.0,0.0,0.0,351.0,7.0,28.0,Matches
Tomás Belmonte,ar ARG,MF,24.0,21.0,865.0,814.0,47.0,43.0,1.0,2.0,5,4.0,0.0,0.0,0.0,0.0,723.0,4.0,15.0,Matches
Juan Cáceres,py PAR,DF,22.0,20.0,984.0,774.0,209.0,8.0,1.0,13.0,58,201.0,0.0,0.0,0.0,0.0,660.0,1.0,47.0,Matches
Lucas Acosta,ar ARG,GK,27.0,18.0,566.0,370.0,194.0,44.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,380.0,2.0,0.0,Matches
Luciano Boggio,it ITA,MF,23.0,16.0,660.0,549.0,106.0,56.0,1.0,4.0,90,3.0,47.0,15.0,29.0,0.0,481.0,5.0,21.0,Matches
Matías Esquivel,ar ARG,"MF,FW",23.0,14.2,675.0,563.0,101.0,43.0,2.0,13.0,100,11.0,47.0,12.0,25.0,1.0,460.0,11.0,26.0,Matches
Braian Aguirre,ar ARG,DF,22.0,14.2,619.0,458.0,160.0,10.0,2.0,15.0,31,145.0,5.0,0.0,1.0,0.0,442.0,1.0,21.0,Matches
Juan Sánchez Miño,ar ARG,DF,33.0,13.0,656.0,499.0,155.0,10.0,0.0,4.0,33,143.0,2.0,0.0,2.0,0.0,484.0,2.0,17.0,Matches
Franco Orozco,ar ARG,FW,21.0,12.5,318.0,285.0,32.0,6.0,0.0,3.0,49,5.0,20.0,2.0,15.0,0.0,225.0,1.0,12.0,Matches
Jose Domínguez,py PAR,DF,26.0,12.7,525.0,504.0,20.0,17.0,0.0,10.0,1,1.0,0.0,0.0,0.0,0.0,418.0,1.0,3.0,Matches
Raúl Loaiza,co COL,MF,28.0,11.8,367.0,355.0,11.0,7.0,1.0,2.0,11,0.0,0.0,0.0,0.0,0.0,299.0,1.0,12.0,Matches
Franco Troyansky,ar ARG,FW,25.0,11.3,263.0,260.0,3.0,0.0,2.0,4.0,15,3.0,0.0,0.0,0.0,0.0,172.0,0.0,17.0,Matches
Felipe Aguilar,co COL,DF,30.0,13.1,533.0,514.0,16.0,14.0,0.0,7.0,1,2.0,0.0,0.0,0.0,0.0,418.0,3.0,5.0,Matches
Lautaro Acosta,ar ARG,MF,34.0,10.4,296.0,284.0,11.0,3.0,0.0,0.0,10,4.0,1.0,1.0,0.0,0.0,222.0,1.0,8.0,Matches
Julián Fernández,ar ARG,MF,27.0,11.4,,,,,,,5,,,,,,,,,Matches
Lautaro Morales,ar ARG,GK,23.0,8.9,299.0,182.0,117.0,20.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,Matches
Diego Braghieri,ar ARG,DF,35.0,5.1,201.0,187.0,12.0,10.0,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,146.0,2.0,1.0,Matches
Facundo Pérez,ar ARG,"MF,FW",23.0,2.7,106.0,103.0,3.0,2.0,0.0,3.0,3,0.0,1.0,0.0,1.0,0.0,83.0,0.0,1.0,Matches
Julio Soler,ar ARG,DF,17.0,2.3,103.0,80.0,23.0,0.0,0.0,0.0,3,23.0,0.0,0.0,0.0,0.0,83.0,0.0,2.0,Matches
Leonel Di Plácido,ar ARG,DF,29.0,1.7,74.0,64.0,9.0,0.0,0.0,0.0,10,9.0,0.0,0.0,0.0,0.0,50.0,1.0,5.0,Matches
José Sand,ar ARG,"FW,MF",42.0,2.7,90.0,87.0,3.0,0.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,65.0,0.0,7.0,Matches
Julián Aude,ar ARG,DF,19.0,1.6,50.0,37.0,13.0,0.0,0.0,0.0,4,13.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,Matches
Pablo Aranda,ar ARG,DF,21.0,1.0,46.0,40.0,6.0,0.0,0.0,0.0,3,6.0,0.0,0.0,0.0,0.0,33.0,0.0,1.0,Matches
Brian Blando,ar ARG,FW,27.0,0.7,23.0,21.0,2.0,0.0,0.0,0.0,3,1.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,Matches
Brian Aguilar,ar ARG,DF,19.0,0.6,15.0,12.0,3.0,1.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,Matches
Mateo Sanabria,ar ARG,FW,18.0,0.2,4.0,4.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Matches
Dylan Aquino,ar ARG,"FW,MF",17.0,0.1,8.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,Matches
David González,ar ARG,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,,,26.9,27.0,10934.0,9503.0,1379.0,354.0,19.0,134.0,501,591.0,123.0,30.0,73.0,1.0,7965.0,52.0,312.0,
Opponent Total,,,27.1,27.0,12066.0,10669.0,1378.0,355.0,23.0,108.0,666,624.0,124.0,39.0,64.0,1.0,9044.0,19.0,299.0,
