Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Cristian Lema,ar ARG,DF,32.0,22.7,854.0,1120.0,76.3,18957.0,7789.0,239.0,287.0,83.3,440.0,518.0,84.9,161.0,272.0,59.2,1,1.0,1.4,0.0,8.0,77.0,5.0,0.0,96.0,Matches
Leandro Díaz,ar ARG,FW,30.0,22.8,293.0,507.0,57.8,4172.0,1085.0,164.0,243.0,67.5,82.0,139.0,59.0,20.0,40.0,50.0,4,2.4,1.6,1.6,18.0,24.0,14.0,4.0,33.0,Matches
Pedro De la Vega,ar ARG,FW,21.0,21.7,351.0,523.0,67.1,5163.0,1361.0,216.0,268.0,80.6,94.0,144.0,65.3,26.0,47.0,55.3,3,2.4,2.1,0.6,18.0,35.0,20.0,5.0,44.0,Matches
Tomás Belmonte,ar ARG,MF,24.0,21.0,723.0,865.0,83.6,13406.0,3884.0,285.0,323.0,88.2,349.0,390.0,89.5,79.0,116.0,68.1,0,0.4,0.6,-0.4,8.0,36.0,2.0,1.0,49.0,Matches
Juan Cáceres,py PAR,DF,22.0,20.0,660.0,984.0,67.1,12051.0,5942.0,305.0,358.0,85.2,262.0,370.0,70.8,84.0,189.0,44.4,2,2.5,2.1,-0.5,17.0,68.0,21.0,11.0,88.0,Matches
Lucas Acosta,ar ARG,GK,27.0,18.0,380.0,566.0,67.1,10759.0,7506.0,74.0,74.0,100.0,193.0,193.0,100.0,113.0,296.0,38.2,0,0.0,0.1,0.0,0.0,12.0,0.0,0.0,0.0,Matches
Luciano Boggio,it ITA,MF,23.0,16.0,481.0,660.0,72.9,8725.0,3124.0,219.0,258.0,84.9,174.0,214.0,81.3,72.0,142.0,50.7,3,3.1,2.6,-0.1,35.0,57.0,13.0,3.0,68.0,Matches
Matías Esquivel,ar ARG,"MF,FW",23.0,14.2,460.0,675.0,68.1,9639.0,3711.0,187.0,223.0,83.9,158.0,217.0,72.8,101.0,180.0,56.1,2,2.7,2.7,-0.7,40.0,83.0,29.0,11.0,96.0,Matches
Braian Aguirre,ar ARG,DF,22.0,14.2,442.0,619.0,71.4,8503.0,3708.0,171.0,204.0,83.8,206.0,273.0,75.5,55.0,103.0,53.4,1,1.6,0.7,-0.6,9.0,46.0,13.0,10.0,63.0,Matches
Juan Sánchez Miño,ar ARG,DF,33.0,13.0,484.0,656.0,73.8,8764.0,4374.0,218.0,252.0,86.5,205.0,271.0,75.6,53.0,100.0,53.0,1,1.3,1.0,-0.3,14.0,38.0,13.0,7.0,63.0,Matches
Franco Orozco,ar ARG,FW,21.0,12.5,225.0,318.0,70.8,3910.0,1013.0,115.0,140.0,82.1,76.0,101.0,75.2,26.0,50.0,52.0,3,1.9,1.7,1.1,20.0,16.0,13.0,4.0,30.0,Matches
Jose Domínguez,py PAR,DF,26.0,12.7,418.0,525.0,79.6,9025.0,3437.0,124.0,137.0,90.5,221.0,250.0,88.4,70.0,123.0,56.9,2,0.4,0.1,1.6,6.0,26.0,3.0,1.0,33.0,Matches
Raúl Loaiza,co COL,MF,28.0,11.8,299.0,367.0,81.5,4617.0,1464.0,154.0,174.0,88.5,112.0,132.0,84.8,19.0,28.0,67.9,0,0.9,0.7,-0.9,11.0,31.0,4.0,0.0,47.0,Matches
Franco Troyansky,ar ARG,FW,25.0,11.3,172.0,263.0,65.4,2794.0,660.0,98.0,121.0,81.0,48.0,77.0,62.3,20.0,35.0,57.1,1,1.6,1.0,-0.6,10.0,17.0,5.0,2.0,24.0,Matches
