Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Cristian Lema,ar ARG,DF,32.0,22.7,28.0,19,14.0,12.0,2.0,19.0,32.0,59.4,13.0,32.0,14.0,18.0,21,49.0,131.0,0.0,Matches
Leandro Díaz,ar ARG,FW,30.0,22.8,9.0,8,1.0,6.0,2.0,5.0,16.0,31.3,11.0,7.0,2.0,5.0,6,15.0,9.0,0.0,Matches
Pedro De la Vega,ar ARG,FW,21.0,21.7,35.0,17,13.0,15.0,7.0,13.0,39.0,33.3,26.0,20.0,3.0,17.0,11,46.0,29.0,0.0,Matches
Tomás Belmonte,ar ARG,MF,24.0,21.0,46.0,24,18.0,25.0,3.0,21.0,50.0,42.0,29.0,33.0,10.0,23.0,39,85.0,66.0,0.0,Matches
Juan Cáceres,py PAR,DF,22.0,20.0,77.0,52,39.0,31.0,7.0,41.0,67.0,61.2,26.0,31.0,4.0,27.0,31,108.0,63.0,0.0,Matches
Lucas Acosta,ar ARG,GK,27.0,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,3.0,4.0,Matches
Luciano Boggio,it ITA,MF,23.0,16.0,24.0,15,6.0,16.0,2.0,12.0,46.0,26.1,34.0,21.0,3.0,18.0,16,40.0,15.0,0.0,Matches
Matías Esquivel,ar ARG,"MF,FW",23.0,14.2,39.0,26,10.0,14.0,15.0,22.0,57.0,38.6,35.0,25.0,2.0,23.0,18,57.0,5.0,0.0,Matches
Braian Aguirre,ar ARG,DF,22.0,14.2,41.0,28,30.0,8.0,3.0,17.0,38.0,44.7,21.0,15.0,4.0,11.0,15,56.0,46.0,0.0,Matches
Juan Sánchez Miño,ar ARG,DF,33.0,13.0,33.0,17,24.0,7.0,2.0,20.0,38.0,52.6,18.0,25.0,4.0,21.0,8,41.0,25.0,0.0,Matches
Franco Orozco,ar ARG,FW,21.0,12.5,12.0,6,4.0,6.0,2.0,4.0,25.0,16.0,21.0,16.0,1.0,15.0,2,14.0,2.0,0.0,Matches
Jose Domínguez,py PAR,DF,26.0,12.7,14.0,11,12.0,2.0,0.0,8.0,10.0,80.0,2.0,9.0,7.0,2.0,5,19.0,50.0,0.0,Matches
Raúl Loaiza,co COL,MF,28.0,11.8,21.0,9,6.0,14.0,1.0,8.0,19.0,42.1,11.0,13.0,1.0,12.0,14,35.0,11.0,0.0,Matches
Franco Troyansky,ar ARG,FW,25.0,11.3,15.0,9,5.0,8.0,2.0,5.0,15.0,33.3,10.0,10.0,0.0,10.0,8,23.0,8.0,0.0,Matches
Felipe Aguilar,co COL,DF,30.0,13.1,6.0,5,4.0,2.0,0.0,4.0,14.0,28.6,10.0,10.0,7.0,3.0,14,20.0,76.0,1.0,Matches
Lautaro Acosta,ar ARG,MF,34.0,10.4,17.0,13,6.0,9.0,2.0,7.0,27.0,25.9,20.0,12.0,3.0,9.0,8,25.0,10.0,0.0,Matches
Julián Fernández,ar ARG,MF,27.0,11.4,,11,,,,,,,,,,,22,,,,Matches
Lautaro Morales,ar ARG,GK,23.0,8.9,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,Matches
Diego Braghieri,ar ARG,DF,35.0,5.1,5.0,3,4.0,1.0,0.0,2.0,3.0,66.7,1.0,9.0,6.0,3.0,4,9.0,36.0,0.0,Matches
Facundo Pérez,ar ARG,"MF,FW",23.0,2.7,7.0,3,6.0,0.0,1.0,1.0,4.0,25.0,3.0,3.0,0.0,3.0,5,12.0,4.0,1.0,Matches
Julio Soler,ar ARG,DF,17.0,2.3,4.0,2,4.0,0.0,0.0,2.0,3.0,66.7,1.0,3.0,1.0,2.0,2,6.0,7.0,0.0,Matches
Leonel Di Plácido,ar ARG,DF,29.0,1.7,6.0,5,3.0,1.0,2.0,3.0,9.0,33.3,6.0,2.0,0.0,2.0,7,13.0,5.0,0.0,Matches
José Sand,ar ARG,"FW,MF",42.0,2.7,1.0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1.0,3.0,0.0,Matches
Julián Aude,ar ARG,DF,19.0,1.6,3.0,2,0.0,2.0,1.0,1.0,3.0,33.3,2.0,5.0,0.0,5.0,1,4.0,5.0,0.0,Matches
Pablo Aranda,ar ARG,DF,21.0,1.0,2.0,1,1.0,0.0,1.0,2.0,5.0,40.0,3.0,2.0,0.0,2.0,2,4.0,0.0,0.0,Matches
Brian Blando,ar ARG,FW,27.0,0.7,4.0,3,2.0,1.0,1.0,2.0,2.0,100.0,0.0,2.0,1.0,1.0,0,4.0,1.0,0.0,Matches
Brian Aguilar,ar ARG,DF,19.0,0.6,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0,0.0,5.0,0.0,Matches
Mateo Sanabria,ar ARG,FW,18.0,0.2,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Matches
Dylan Aquino,ar ARG,"FW,MF",17.0,0.1,2.0,1,0.0,2.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1,3.0,0.0,0.0,Matches
David González,ar ARG,MF,18.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Matches
Squad Total,,,26.9,27.0,478.0,292,223.0,197.0,58.0,236.0,570.0,41.4,334.0,327.0,78.0,249.0,261,739.0,646.0,7.0,
Opponent Total,,,27.1,27.0,466.0,298,223.0,192.0,51.0,238.0,520.0,45.8,282.0,345.0,87.0,258.0,241,707.0,528.0,8.0,
