Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Cristian Lema,ar ARG,DF,32.0,24,24,2042.0,22.7,1.0,1.0,2.0,1.0,0.0,0.0,9.0,2.0,1.9,1.9,1.0,2.9,18.0,96.0,7.0,0.04,0.04,0.09,0.04,0.09,0.08,0.04,0.13,0.08,0.13,Matches
Leandro Díaz,ar ARG,FW,30.0,24,23,2052.0,22.8,11.0,4.0,15.0,7.0,4.0,5.0,10.0,1.0,10.0,5.9,2.4,8.3,15.0,33.0,108.0,0.48,0.18,0.66,0.31,0.48,0.44,0.11,0.54,0.26,0.36,Matches
Pedro De la Vega,ar ARG,FW,21.0,25,23,1955.0,21.7,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,3.9,3.9,2.4,6.2,53.0,44.0,158.0,0.28,0.14,0.41,0.28,0.41,0.18,0.11,0.29,0.18,0.29,Matches
Tomás Belmonte,ar ARG,MF,24.0,21,21,1888.0,21.0,2.0,0.0,2.0,2.0,0.0,0.0,8.0,1.0,1.6,1.6,0.4,2.0,4.0,49.0,18.0,0.1,0.0,0.1,0.1,0.1,0.08,0.02,0.09,0.08,0.09,Matches
Juan Cáceres,py PAR,DF,22.0,20,20,1800.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,2.5,3.3,19.0,88.0,69.0,0.0,0.1,0.1,0.0,0.1,0.04,0.13,0.17,0.04,0.17,Matches
Lucas Acosta,ar ARG,GK,27.0,18,18,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luciano Boggio,it ITA,MF,23.0,24,16,1443.0,16.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,2.0,1.3,1.3,3.1,4.4,28.0,68.0,51.0,0.0,0.19,0.19,0.0,0.19,0.08,0.2,0.27,0.08,0.27,Matches
Matías Esquivel,ar ARG,"MF,FW",23.0,25,15,1280.0,14.2,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,2.3,2.3,2.7,5.0,29.0,96.0,61.0,0.14,0.14,0.28,0.14,0.28,0.16,0.19,0.35,0.16,0.35,Matches
Braian Aguirre,ar ARG,DF,22.0,17,14,1277.0,14.2,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.6,2.0,35.0,63.0,50.0,0.0,0.07,0.07,0.0,0.07,0.03,0.11,0.14,0.03,0.14,Matches
Juan Sánchez Miño,ar ARG,DF,33.0,16,14,1168.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.3,1.3,19.0,63.0,42.0,0.0,0.08,0.08,0.0,0.08,0.0,0.1,0.1,0.0,0.1,Matches
Franco Orozco,ar ARG,FW,21.0,23,14,1127.0,12.5,4.0,3.0,7.0,4.0,0.0,0.0,2.0,0.0,4.1,4.1,1.9,6.0,36.0,30.0,128.0,0.32,0.24,0.56,0.32,0.56,0.33,0.15,0.48,0.33,0.48,Matches
Jose Domínguez,py PAR,DF,26.0,13,13,1143.0,12.7,1.0,2.0,3.0,1.0,0.0,0.0,4.0,1.0,0.6,0.6,0.4,1.0,10.0,33.0,1.0,0.08,0.16,0.24,0.08,0.24,0.04,0.03,0.08,0.04,0.08,Matches
Raúl Loaiza,co COL,MF,28.0,18,13,1066.0,11.8,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.3,1.3,0.9,2.2,12.0,47.0,26.0,0.17,0.0,0.17,0.17,0.17,0.11,0.07,0.18,0.11,0.18,Matches
Franco Troyansky,ar ARG,FW,25.0,24,13,1018.0,11.3,5.0,1.0,6.0,5.0,0.0,1.0,1.0,0.0,3.8,3.0,1.6,4.6,18.0,24.0,86.0,0.44,0.09,0.53,0.44,0.53,0.33,0.14,0.47,0.26,0.4,Matches
Felipe Aguilar,co COL,DF,30.0,15,12,1178.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.2,0.5,8.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches
Lautaro Acosta,ar ARG,MF,34.0,19,12,932.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.7,1.7,1.4,3.2,19.0,33.0,26.0,0.0,0.0,0.0,0.0,0.0,0.17,0.14,0.3,0.17,0.3,Matches
Julián Fernández,ar ARG,MF,27.0,22,9,1029.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,Matches
Lautaro Morales,ar ARG,GK,23.0,9,9,802.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Diego Braghieri,ar ARG,DF,35.0,6,5,457.0,5.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,6.0,14.0,0.0,0.2,0.0,0.2,0.2,0.2,0.13,0.0,0.13,0.13,0.13,Matches
Facundo Pérez,ar ARG,"MF,FW",23.0,13,2,247.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.2,4.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches
Julio Soler,ar ARG,DF,17.0,3,2,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches
Leonel Di Plácido,ar ARG,DF,29.0,2,2,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches
José Sand,ar ARG,"FW,MF",42.0,11,1,242.0,2.7,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.3,0.8,0.1,0.9,4.0,14.0,23.0,0.74,0.0,0.74,0.0,0.0,0.87,0.05,0.92,0.28,0.34,Matches
Julián Aude,ar ARG,DF,19.0,2,1,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches
