Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Cristian Lema,ar ARG,DF,32.0,22.7,1,30,8,26.7,1.32,0.35,0.03,0.13,14.4,3.0,0,0,1.9,1.9,0.06,-0.9,-0.9,Matches
Leandro Díaz,ar ARG,FW,30.0,22.8,11,53,21,39.6,2.32,0.92,0.13,0.33,20.1,0.0,4,5,10.0,5.9,0.11,1.0,1.1,Matches
Pedro De la Vega,ar ARG,FW,21.0,21.7,6,44,12,27.3,2.03,0.55,0.14,0.5,16.8,1.0,0,0,3.9,3.9,0.09,2.1,2.1,Matches
Tomás Belmonte,ar ARG,MF,24.0,21.0,2,16,7,43.8,0.76,0.33,0.13,0.29,11.5,0.0,0,0,1.6,1.6,0.1,0.4,0.4,Matches
Juan Cáceres,py PAR,DF,22.0,20.0,0,25,4,16.0,1.25,0.2,0.0,0.0,25.6,0.0,0,0,0.8,0.8,0.03,-0.8,-0.8,Matches
Lucas Acosta,ar ARG,GK,27.0,18.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches
Luciano Boggio,it ITA,MF,23.0,16.0,0,15,5,33.3,0.94,0.31,0.0,0.0,22.1,3.0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
Matías Esquivel,ar ARG,"MF,FW",23.0,14.2,2,37,8,21.6,2.6,0.56,0.05,0.25,26.6,3.0,0,0,2.3,2.3,0.06,-0.3,-0.3,Matches
Braian Aguirre,ar ARG,DF,22.0,14.2,0,16,3,18.8,1.13,0.21,0.0,0.0,30.0,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Juan Sánchez Miño,ar ARG,DF,33.0,13.0,0,1,0,0.0,0.08,0.0,0.0,,35.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Franco Orozco,ar ARG,FW,21.0,12.5,4,22,7,31.8,1.76,0.56,0.18,0.57,15.9,0.0,0,0,4.1,4.1,0.19,-0.1,-0.1,Matches
Jose Domínguez,py PAR,DF,26.0,12.7,1,8,1,12.5,0.63,0.08,0.13,1.0,16.2,0.0,0,0,0.6,0.6,0.07,0.4,0.4,Matches
Raúl Loaiza,co COL,MF,28.0,11.8,2,7,4,57.1,0.59,0.34,0.29,0.5,12.8,0.0,0,0,1.3,1.3,0.18,0.7,0.7,Matches
Franco Troyansky,ar ARG,FW,25.0,11.3,5,27,14,51.9,2.39,1.24,0.19,0.36,17.6,0.0,0,1,3.8,3.0,0.11,1.2,2.0,Matches
Felipe Aguilar,co COL,DF,30.0,13.1,0,5,1,20.0,0.38,0.08,0.0,0.0,10.5,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
