Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Cristian Lema,ar ARG,DF,32.0,24,2042.0,85.0,84.0,22.7,24,85.0,21,0,,0,1.71,32.0,21.0,11.0,0.48,0.48,32.2,21.0,11.2,0.5,1.06,Matches
Leandro Díaz,ar ARG,FW,30.0,24,2052.0,86.0,84.4,22.8,23,87.0,15,1,45.0,0,1.58,32.0,25.0,7.0,0.31,-0.65,31.0,22.9,8.1,0.35,0.18,Matches
Pedro De la Vega,ar ARG,FW,21.0,25,1955.0,78.0,80.5,21.7,23,82.0,7,2,32.0,0,1.64,24.0,18.0,6.0,0.28,-0.67,24.9,19.0,5.8,0.27,-0.29,Matches
Tomás Belmonte,ar ARG,MF,24.0,21,1888.0,90.0,77.7,21.0,21,90.0,19,0,,0,1.76,31.0,21.0,10.0,0.48,0.31,29.0,22.3,6.7,0.32,-0.04,Matches
Juan Cáceres,py PAR,DF,22.0,20,1800.0,90.0,74.1,20.0,20,90.0,20,0,,1,1.6,27.0,21.0,6.0,0.3,-0.41,29.2,21.6,7.6,0.38,0.21,Matches
Lucas Acosta,ar ARG,GK,27.0,18,1620.0,90.0,66.7,18.0,18,90.0,18,0,,9,1.56,24.0,17.0,7.0,0.39,-0.06,25.5,19.3,6.3,0.35,0.07,Matches
Luciano Boggio,it ITA,MF,23.0,24,1443.0,60.0,59.4,16.0,16,75.0,3,8,30.0,1,1.58,23.0,14.0,9.0,0.56,0.38,22.3,15.2,7.1,0.45,0.29,Matches
Matías Esquivel,ar ARG,"MF,FW",23.0,25,1280.0,51.0,52.7,14.2,15,72.0,1,10,21.0,1,1.68,18.0,11.0,7.0,0.49,0.18,15.5,13.3,2.1,0.15,-0.37,Matches
Braian Aguirre,ar ARG,DF,22.0,17,1277.0,75.0,52.6,14.2,14,88.0,13,3,15.0,5,1.65,23.0,18.0,5.0,0.35,-0.12,20.2,17.1,3.1,0.22,-0.23,Matches
Juan Sánchez Miño,ar ARG,DF,33.0,16,1168.0,73.0,48.1,13.0,14,81.0,10,2,16.0,1,1.81,14.0,9.0,5.0,0.39,-0.04,13.7,11.7,2.0,0.15,-0.34,Matches
Franco Orozco,ar ARG,FW,21.0,23,1127.0,49.0,46.4,12.5,14,68.0,1,9,20.0,4,1.7,19.0,13.0,6.0,0.48,0.13,22.4,11.3,11.1,0.88,1.04,Matches
Jose Domínguez,py PAR,DF,26.0,13,1143.0,88.0,47.0,12.7,13,88.0,12,0,,3,1.69,21.0,13.0,8.0,0.63,0.42,18.8,14.7,4.1,0.32,-0.01,Matches
Raúl Loaiza,co COL,MF,28.0,18,1066.0,59.0,43.9,11.8,13,74.0,1,5,21.0,2,1.94,15.0,10.0,5.0,0.42,0.03,14.5,11.3,3.2,0.27,-0.11,Matches
Franco Troyansky,ar ARG,FW,25.0,24,1018.0,42.0,41.9,11.3,13,66.0,1,11,15.0,3,1.67,19.0,12.0,7.0,0.62,0.36,16.8,12.4,4.3,0.38,0.1,Matches
Felipe Aguilar,co COL,DF,30.0,15,1178.0,79.0,48.5,13.1,12,90.0,12,3,33.0,8,1.53,17.0,15.0,2.0,0.15,-0.49,15.4,13.7,1.7,0.13,-0.39,Matches
Lautaro Acosta,ar ARG,MF,34.0,19,932.0,49.0,38.4,10.4,12,68.0,2,7,17.0,1,1.63,18.0,14.0,4.0,0.39,-0.03,17.1,11.2,5.9,0.57,0.39,Matches
Julián Fernández,ar ARG,MF,27.0,22,1029.0,47.0,42.3,11.4,9,85.0,6,13,20.0,2,1.82,14.0,11.0,3.0,0.26,-0.25,,,,,,Matches
Lautaro Morales,ar ARG,GK,23.0,9,802.0,89.0,33.0,8.9,9,89.0,8,0,,17,1.89,14.0,9.0,5.0,0.56,0.23,11.2,8.3,2.8,0.32,-0.01,Matches
