Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Ronald,br BRA,"MF,FW",22-199,15,1223.0,82.0,90.6,13.6,15,82.0,7,0,,0,1.07,13.0,17.0,-4.0,-0.29,1.12,13.4,17.5,-4.2,-0.31,0.64,Matches
Gaspar,ao ANG,DF,26-094,14,1215.0,87.0,90.0,13.5,14,87.0,13,0,,0,1.07,15.0,22.0,-7.0,-0.52,-1.19,14.1,20.7,-6.6,-0.49,-1.24,Matches
Léo Jabá,br BRA,"MF,FW",25-150,14,904.0,65.0,67.0,10.0,13,68.0,1,1,20.0,0,1.07,8.0,10.0,-2.0,-0.2,0.61,10.1,11.0,-0.9,-0.09,0.85,Matches
Leo Cordeiro,br BRA,MF,28-094,14,1110.0,79.0,82.2,12.3,12,85.0,8,2,45.0,0,0.93,15.0,15.0,0.0,0.0,2.25,14.0,17.7,-3.7,-0.3,0.37,Matches
João Reis,pt POR,"DF,MF",31-189,13,1046.0,80.0,77.5,11.6,12,83.0,8,1,45.0,0,0.92,11.0,15.0,-4.0,-0.34,0.25,12.6,14.8,-2.2,-0.19,0.79,Matches
Hevertton Santos,br BRA,"DF,MF",22-332,13,948.0,73.0,70.2,10.5,11,81.0,7,2,26.0,1,1.23,8.0,13.0,-5.0,-0.47,-0.25,10.6,13.2,-2.6,-0.24,0.42,Matches
Aloísio Souza Genézio,br BRA,MF,27-241,10,706.0,71.0,52.3,7.8,10,71.0,3,0,,1,1.1,6.0,9.0,-3.0,-0.38,0.04,8.3,7.2,1.0,0.13,1.05,Matches
Johnstone Omurwa,ke KEN,DF,25-144,10,771.0,77.0,57.1,8.6,9,85.0,8,1,6.0,1,1.1,9.0,15.0,-6.0,-0.7,-0.7,10.4,13.5,-3.1,-0.36,0.01,Matches
Miguel Lopes,pt POR,DF,37-011,9,675.0,75.0,50.0,7.5,9,75.0,4,0,,0,0.89,8.0,7.0,1.0,0.13,1.07,9.5,8.2,1.3,0.17,1.08,Matches
Jean Felipe,br BRA,"MF,DF",29-287,13,734.0,56.0,54.4,8.2,7,82.0,4,6,26.0,2,1.15,12.0,13.0,-1.0,-0.12,0.61,9.1,13.4,-4.3,-0.52,-0.34,Matches
Bruno Brigido,br BRA,GK,32-296,7,630.0,90.0,46.7,7.0,7,90.0,7,0,,0,0.71,7.0,12.0,-5.0,-0.71,-0.59,8.3,11.3,-3.0,-0.43,-0.11,Matches
Ronaldo Tavares,pt POR,FW,26-161,12,555.0,46.0,41.1,6.2,7,68.0,0,5,16.0,0,1.0,6.0,8.0,-2.0,-0.32,0.13,6.8,8.7,-2.0,-0.32,0.08,Matches
Vitó Ferreira,pt POR,MF,26-103,8,522.0,65.0,38.7,5.8,7,72.0,1,1,17.0,3,1.0,3.0,4.0,-1.0,-0.17,0.37,4.2,6.5,-2.3,-0.4,-0.05,Matches
Mansur,br BRA,DF,30-257,7,539.0,77.0,39.9,6.0,6,82.0,4,1,45.0,0,1.0,4.0,6.0,-2.0,-0.33,0.11,6.5,6.8,-0.3,-0.05,0.52,Matches
Kikas,pt POR,"FW,MF",25-104,13,619.0,48.0,45.9,6.9,5,74.0,0,8,31.0,2,1.15,9.0,8.0,1.0,0.15,1.01,7.4,11.1,-3.6,-0.53,-0.3,Matches
