Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Ronald,br BRA,"MF,FW",22-199,13.6,490.0,3.0,58.0,218.0,228.0,35.0,490.0,63.0,29.0,46.0,26.0,41.3,326.0,2354.0,982.0,32.0,16.0,14.0,47.0,27.0,365.0,92.0,Matches
Gaspar,ao ANG,DF,26-094,13.5,886.0,107.0,491.0,372.0,29.0,11.0,886.0,7.0,5.0,71.4,1.0,14.3,409.0,2154.0,1289.0,8.0,7.0,0.0,12.0,0.0,501.0,3.0,Matches
Léo Jabá,br BRA,"MF,FW",25-150,10.0,362.0,6.0,46.0,148.0,176.0,41.0,361.0,32.0,13.0,40.6,16.0,50.0,234.0,1705.0,936.0,36.0,20.0,17.0,29.0,15.0,268.0,81.0,Matches
Leo Cordeiro,br BRA,MF,28-094,12.3,614.0,23.0,136.0,387.0,99.0,10.0,614.0,12.0,6.0,50.0,3.0,25.0,293.0,1412.0,511.0,8.0,11.0,1.0,13.0,10.0,400.0,16.0,Matches
João Reis,pt POR,"DF,MF",31-189,11.6,784.0,28.0,242.0,380.0,168.0,7.0,784.0,11.0,4.0,36.4,6.0,54.5,310.0,1318.0,644.0,9.0,9.0,1.0,12.0,9.0,397.0,41.0,Matches
Hevertton Santos,br BRA,"DF,MF",22-332,10.5,693.0,30.0,227.0,294.0,176.0,18.0,693.0,20.0,9.0,45.0,10.0,50.0,297.0,1468.0,777.0,15.0,9.0,3.0,13.0,9.0,359.0,35.0,Matches
Aloísio Souza Genézio,br BRA,MF,27-241,7.8,373.0,13.0,81.0,233.0,64.0,5.0,373.0,6.0,2.0,33.3,3.0,50.0,144.0,616.0,280.0,2.0,5.0,0.0,12.0,5.0,230.0,9.0,Matches
Johnstone Omurwa,ke KEN,DF,25-144,8.6,528.0,69.0,278.0,237.0,13.0,5.0,528.0,6.0,4.0,66.7,1.0,16.7,244.0,1456.0,881.0,11.0,1.0,0.0,9.0,1.0,308.0,0.0,Matches
Miguel Lopes,pt POR,DF,37-011,7.5,414.0,30.0,215.0,193.0,10.0,5.0,414.0,0.0,0.0,,0.0,,215.0,1133.0,618.0,3.0,2.0,1.0,1.0,1.0,279.0,2.0,Matches
Jean Felipe,br BRA,"MF,DF",29-287,8.2,493.0,16.0,141.0,242.0,114.0,10.0,493.0,4.0,1.0,25.0,3.0,75.0,178.0,540.0,314.0,5.0,3.0,2.0,4.0,2.0,256.0,46.0,Matches
Bruno Brigido,br BRA,GK,32-296,7.0,258.0,232.0,258.0,0.0,0.0,0.0,258.0,0.0,0.0,,0.0,,114.0,631.0,392.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,Matches
Ronaldo Tavares,pt POR,FW,26-161,6.2,195.0,8.0,11.0,65.0,123.0,45.0,195.0,24.0,7.0,29.2,17.0,70.8,108.0,734.0,282.0,12.0,6.0,8.0,24.0,11.0,148.0,37.0,Matches
Vitó Ferreira,pt POR,MF,26-103,5.8,315.0,13.0,82.0,171.0,63.0,2.0,315.0,6.0,2.0,33.3,4.0,66.7,119.0,502.0,156.0,2.0,5.0,0.0,4.0,1.0,193.0,10.0,Matches
Mansur,br BRA,DF,30-257,6.0,405.0,41.0,179.0,189.0,39.0,2.0,405.0,4.0,2.0,50.0,2.0,50.0,203.0,1027.0,621.0,8.0,5.0,0.0,3.0,0.0,264.0,8.0,Matches
Kikas,pt POR,"FW,MF",25-104,6.9,200.0,4.0,25.0,78.0,99.0,22.0,200.0,14.0,5.0,35.7,9.0,64.3,101.0,436.0,167.0,3.0,6.0,1.0,21.0,5.0,132.0,46.0,Matches
Wagner Santos,br BRA,GK,25-246,4.7,198.0,178.0,198.0,0.0,0.0,0.0,198.0,1.0,1.0,100.0,0.0,0.0,122.0,589.0,343.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,Matches
Almeida,br BRA,DF,23-349,4.4,254.0,32.0,159.0,89.0,6.0,2.0,254.0,4.0,2.0,50.0,2.0,50.0,150.0,710.0,316.0,2.0,0.0,0.0,3.0,0.0,168.0,1.0,Matches
Nkanyiso Shinga,za RSA,"DF,MF",23-275,3.7,221.0,15.0,90.0,91.0,41.0,1.0,221.0,4.0,2.0,50.0,2.0,50.0,95.0,382.0,216.0,3.0,3.0,0.0,6.0,3.0,121.0,9.0,Matches
André Inácio,br BRA,"FW,MF",21-310,3.8,124.0,3.0,14.0,62.0,51.0,11.0,124.0,15.0,5.0,33.3,10.0,66.7,78.0,501.0,271.0,11.0,10.0,0.0,11.0,6.0,81.0,13.0,Matches
António Filipe de Carvalho,pt POR,GK,38-260,3.0,123.0,104.0,123.0,0.0,0.0,0.0,123.0,0.0,0.0,,0.0,,59.0,310.0,204.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,Matches
Pedro Sá,pt POR,MF,30-029,3.0,175.0,8.0,26.0,123.0,26.0,1.0,175.0,5.0,3.0,60.0,1.0,20.0,77.0,254.0,154.0,0.0,3.0,0.0,2.0,2.0,116.0,3.0,Matches
Regis Ndo,ml MLI,"FW,MF",22-308,2.2,107.0,4.0,18.0,46.0,47.0,9.0,107.0,16.0,8.0,50.0,6.0,37.5,64.0,471.0,254.0,8.0,8.0,1.0,8.0,5.0,68.0,17.0,Matches
Alioune Ndour,sn SEN,"FW,MF",22-302,1.9,99.0,2.0,6.0,45.0,50.0,12.0,99.0,9.0,3.0,33.3,4.0,44.4,49.0,339.0,98.0,6.0,5.0,2.0,18.0,5.0,59.0,18.0,Matches
Keliano,ao ANG,MF,20-348,1.3,65.0,6.0,18.0,41.0,6.0,1.0,65.0,0.0,0.0,,0.0,,23.0,85.0,21.0,0.0,0.0,0.0,1.0,2.0,35.0,3.0,Matches
Gustavo Henrique,br BRA,FW,24-242,0.2,,,,,,,,,,,,,,,,,,,,,,,Matches
Cambila,ao ANG,GK,21-228,0.2,11.0,8.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,,4.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Matches
Squad Total,,,27.2,15.0,8387.0,983.0,3133.0,3704.0,1628.0,255.0,8386.0,263.0,113.0,43.0,126.0,47.9,4016.0,21139.0,10731.0,184.0,134.0,51.0,253.0,119.0,4997.0,490.0,
Opponent Total,,,27.1,15.0,9319.0,847.0,2894.0,4500.0,2010.0,335.0,9318.0,308.0,147.0,47.7,137.0,44.5,5147.0,27029.0,13587.0,277.0,154.0,66.0,229.0,100.0,5915.0,559.0,
