Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Ronald,br BRA,"MF,FW",22-199,13.6,3,0,0,22,46,8,21,3,6,0.0,0.0,0,63.0,7.0,17.0,29.2,Matches
Gaspar,ao ANG,DF,26-094,13.5,5,0,0,12,6,1,5,20,16,0.0,0.0,0,96.0,42.0,17.0,71.2,Matches
Léo Jabá,br BRA,"MF,FW",25-150,10.0,3,0,0,23,17,3,31,4,13,0.0,0.0,0,41.0,14.0,11.0,56.0,Matches
Leo Cordeiro,br BRA,MF,28-094,12.3,3,0,0,22,17,0,4,10,16,0.0,0.0,0,80.0,7.0,5.0,58.3,Matches
João Reis,pt POR,"DF,MF",31-189,11.6,2,0,0,7,17,1,25,17,17,0.0,0.0,0,69.0,11.0,10.0,52.4,Matches
Hevertton Santos,br BRA,"DF,MF",22-332,10.5,1,0,0,7,7,0,57,13,6,0.0,0.0,0,50.0,14.0,15.0,48.3,Matches
Aloísio Souza Genézio,br BRA,MF,27-241,7.8,3,0,0,14,11,0,3,13,11,0.0,0.0,0,52.0,8.0,8.0,50.0,Matches
Johnstone Omurwa,ke KEN,DF,25-144,8.6,2,0,0,6,3,0,0,15,7,0.0,0.0,0,48.0,16.0,6.0,72.7,Matches
Miguel Lopes,pt POR,DF,37-011,7.5,1,1,0,7,3,0,1,5,11,0.0,0.0,0,34.0,16.0,13.0,55.2,Matches
Jean Felipe,br BRA,"MF,DF",29-287,8.2,0,0,0,3,8,1,44,5,10,0.0,0.0,0,34.0,6.0,5.0,54.5,Matches
Bruno Brigido,br BRA,GK,32-296,7.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,11.0,0.0,0.0,,Matches
Ronaldo Tavares,pt POR,FW,26-161,6.2,2,0,0,10,2,4,4,2,3,0.0,0.0,0,7.0,20.0,17.0,54.1,Matches
Vitó Ferreira,pt POR,MF,26-103,5.8,0,0,0,12,4,0,14,3,7,0.0,0.0,0,46.0,4.0,3.0,57.1,Matches
Mansur,br BRA,DF,30-257,6.0,4,1,1,7,2,0,10,1,6,0.0,0.0,0,37.0,12.0,16.0,42.9,Matches
Kikas,pt POR,"FW,MF",25-104,6.9,3,0,0,11,5,5,7,0,1,0.0,0.0,0,18.0,7.0,25.0,21.9,Matches
Wagner Santos,br BRA,GK,25-246,4.7,0,1,0,1,2,0,0,0,0,0.0,1.0,0,8.0,1.0,0.0,100.0,Matches
Almeida,br BRA,DF,23-349,4.4,1,0,0,7,3,0,0,3,5,0.0,0.0,0,19.0,11.0,4.0,73.3,Matches
Nkanyiso Shinga,za RSA,"DF,MF",23-275,3.7,0,0,0,1,2,0,9,5,7,0.0,0.0,0,18.0,5.0,4.0,55.6,Matches
André Inácio,br BRA,"FW,MF",21-310,3.8,1,0,0,2,8,4,3,2,5,0.0,0.0,0,8.0,6.0,10.0,37.5,Matches
António Filipe de Carvalho,pt POR,GK,38-260,3.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,5.0,1.0,0.0,100.0,Matches
Pedro Sá,pt POR,MF,30-029,3.0,0,0,0,2,9,0,7,3,2,0.0,0.0,0,21.0,5.0,2.0,71.4,Matches
Regis Ndo,ml MLI,"FW,MF",22-308,2.2,0,0,0,3,5,1,7,0,1,0.0,0.0,0,15.0,3.0,10.0,23.1,Matches
Alioune Ndour,sn SEN,"FW,MF",22-302,1.9,1,0,0,1,5,3,1,0,3,0.0,0.0,0,12.0,8.0,12.0,40.0,Matches
Keliano,ao ANG,MF,20-348,1.3,0,0,0,3,1,0,1,4,3,0.0,0.0,0,4.0,1.0,2.0,33.3,Matches
Gustavo Henrique,br BRA,FW,24-242,0.2,0,0,0,0,0,0,0,0,1,,,0,,,,,Matches
Cambila,ao ANG,GK,21-228,0.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,,Matches
Squad Total,,,27.2,15.0,35,3,1,183,183,31,254,128,157,0.0,1.0,0,797.0,225.0,212.0,51.5,
Opponent Total,,,27.1,15.0,44,2,0,189,176,22,285,140,160,1.0,1.0,2,806.0,214.0,225.0,48.7,
