Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Fabricio Bustos,ar ARG,DF,26.0,27.8,1721,1438,278,20,0,2,56,258,0,0,0,0,1353,5,54,Matches
Alan Patrick,br BRA,"MF,FW",31.0,27.2,1246,1112,123,53,19,4,107,7,62,21,30,1,973,11,16,Matches
Wanderson,br BRA,"FW,MF",28.0,26.0,811,768,39,6,3,6,74,14,19,10,1,0,628,4,23,Matches
Gabriel Mercado,ar ARG,DF,35.0,24.2,1127,1088,37,31,0,5,1,1,0,0,0,0,1013,2,8,Matches
Vitão,br BRA,DF,22.0,22.7,1102,1054,45,41,1,13,2,3,0,0,0,0,959,3,5,Matches
Renê,br BRA,DF,30.0,25.4,1874,1586,284,86,4,30,30,194,4,0,4,0,1528,4,40,Matches
Mauricio,br BRA,"FW,MF",21.0,19.6,768,733,32,12,4,2,34,2,16,6,2,0,613,3,20,Matches
Johnny Cardoso,us USA,MF,21.0,17.9,785,766,15,14,2,3,4,1,0,0,0,0,680,4,7,Matches
Sergio Rochet,uy URU,GK,29.0,19.0,537,350,187,44,0,0,0,0,0,0,0,0,372,0,1,Matches
Enner Valencia,ec ECU,FW,33.0,16.0,273,250,21,1,0,2,19,6,0,0,0,0,197,2,10,Matches
Luiz Adriano,br BRA,FW,35.0,14.8,253,228,23,0,2,0,0,1,0,0,0,0,208,2,7,Matches
Carlos de Pena,uy URU,"MF,FW",30.0,15.8,741,682,56,18,1,6,55,17,21,13,6,0,566,3,19,Matches
Charles Aránguiz,cl CHI,MF,33.0,14.1,953,911,37,20,1,2,7,1,0,0,0,0,823,5,18,Matches
Igor Gomes,br BRA,DF,21.0,16.3,1040,934,102,21,1,6,28,81,0,0,0,0,829,4,24,Matches
Pedro Henrique,br BRA,"FW,MF",32.0,14.1,362,344,18,3,0,3,45,3,8,2,5,0,257,0,5,Matches
Nicolás Hernández,co COL,DF,25.0,14.4,780,744,36,19,1,4,5,16,0,0,0,0,680,0,5,Matches
Romulo,br BRA,"MF,DF",22.0,13.5,629,597,31,10,0,3,10,21,0,0,0,0,521,1,13,Matches
Bruno Henrique,br BRA,MF,33.0,11.7,746,689,54,25,5,6,37,1,16,7,7,1,621,3,10,Matches
Keiller,br BRA,GK,26.0,10.0,254,148,106,27,0,0,0,0,0,0,0,0,178,0,0,Matches
John,br BRA,GK,26.0,9.0,221,126,93,23,0,0,0,0,0,0,0,0,156,2,0,Matches
Gabriel,br BRA,MF,30.0,8.5,656,634,20,20,0,3,2,0,0,0,0,0,601,2,5,Matches
Gustavo Campanharo,br BRA,MF,30.0,7.7,378,363,15,15,0,0,2,0,0,0,0,0,346,0,4,Matches
Dalbert Henrique,br BRA,DF,29.0,5.5,328,265,63,5,0,2,14,58,0,0,0,0,246,0,14,Matches
Matheus Dias,br BRA,"MF,FW",25.0,4.5,198,196,2,2,0,1,10,0,0,0,0,0,146,0,5,Matches
Rodrigo Moledo,br BRA,DF,35.0,5.3,298,284,14,14,0,0,1,0,0,0,0,0,274,0,2,Matches
Lucca Holanda,br BRA,FW,19.0,6.1,125,119,6,0,2,0,6,0,0,0,0,0,86,0,6,Matches
Alexandre Alemão,br BRA,FW,24.0,3.8,73,67,6,0,0,0,2,0,0,0,0,0,56,0,3,Matches
Thauan Lara,br BRA,"DF,MF",19.0,3.7,226,187,39,9,0,1,21,27,3,0,3,0,168,0,10,Matches
Hugo Mallo,es ESP,DF,31.0,3.6,260,238,22,2,0,1,6,20,0,0,0,0,218,0,2,Matches
Gabriel Baralhas,br BRA,MF,24.0,2.6,143,135,8,7,0,0,1,0,0,0,0,0,118,0,2,Matches
Gabriel Barros,br BRA,"FW,MF",21.0,2.0,78,78,0,0,0,0,3,0,0,0,0,0,68,0,2,Matches
Jean Dias,br BRA,"FW,MF",32.0,3.6,126,111,15,7,1,0,22,0,8,1,6,0,91,0,4,Matches
João Dalla Corte,br BRA,DF,16.0,0.2,10,8,2,0,0,0,3,2,0,0,0,0,6,0,0,Matches
Estevão,br BRA,MF,20.0,0.1,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
Lucas Ramos,br BRA,FW,22.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,28.5,38.0,19134,17245,1829,555,47,105,607,734,157,60,64,2,15590,60,344,
Opponent Total,,,27.6,38.0,17933,16074,1798,535,42,192,778,718,205,89,85,0,14246,61,335,
