Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Fabricio Bustos,ar ARG,DF,26.0,29,2499.0,86.0,73.1,27.8,28,88.0,24,1,45.0,4,1.48,36.0,30.0,6.0,0.22,0.7,32.5,32.9,-0.4,-0.02,0.42,Matches
Alan Patrick,br BRA,"MF,FW",31.0,34,2452.0,72.0,71.7,27.2,28,83.0,15,6,23.0,1,1.44,39.0,33.0,6.0,0.22,0.69,31.3,34.3,-3.0,-0.11,0.07,Matches
Wanderson,br BRA,"FW,MF",28.0,32,2336.0,73.0,68.3,26.0,26,82.0,9,6,36.0,2,1.41,33.0,26.0,7.0,0.27,0.77,29.4,28.5,0.9,0.03,0.52,Matches
Gabriel Mercado,ar ARG,DF,35.0,26,2180.0,84.0,63.7,24.2,25,85.0,22,1,45.0,3,1.62,30.0,25.0,5.0,0.21,0.5,27.4,28.5,-1.0,-0.04,0.24,Matches
Vitão,br BRA,DF,22.0,26,2041.0,79.0,59.7,22.7,25,80.0,19,1,30.0,2,1.31,27.0,29.0,-2.0,-0.09,-0.28,25.1,29.3,-4.2,-0.18,-0.13,Matches
Renê,br BRA,DF,30.0,28,2283.0,82.0,66.8,25.4,24,88.0,22,4,42.0,2,1.75,36.0,22.0,14.0,0.55,1.58,29.7,28.8,0.8,0.03,0.49,Matches
Mauricio,br BRA,"FW,MF",21.0,26,1766.0,68.0,51.6,19.6,22,75.0,5,4,32.0,1,1.46,30.0,24.0,6.0,0.31,0.58,22.0,24.5,-2.4,-0.12,0.01,Matches
Johnny Cardoso,us USA,MF,21.0,22,1607.0,73.0,47.0,17.9,20,79.0,9,2,18.0,1,1.87,27.0,18.0,9.0,0.5,0.9,22.3,19.8,2.5,0.14,0.51,Matches
Sergio Rochet,uy URU,GK,29.0,19,1710.0,90.0,50.0,19.0,19,90.0,19,0,,0,1.53,31.0,25.0,6.0,0.32,0.58,24.4,20.9,3.5,0.19,0.63,Matches
Enner Valencia,ec ECU,FW,33.0,22,1442.0,66.0,42.2,16.0,18,76.0,6,4,18.0,1,1.41,25.0,20.0,5.0,0.31,0.49,19.4,17.6,1.7,0.11,0.41,Matches
Luiz Adriano,br BRA,FW,35.0,29,1330.0,46.0,38.9,14.8,17,68.0,3,12,15.0,6,1.28,11.0,20.0,-9.0,-0.61,-1.04,13.0,18.7,-5.6,-0.38,-0.41,Matches
Carlos de Pena,uy URU,"MF,FW",30.0,27,1425.0,53.0,41.7,15.8,16,75.0,8,11,21.0,5,1.22,11.0,20.0,-9.0,-0.57,-1.02,14.3,21.1,-6.8,-0.43,-0.52,Matches
Charles Aránguiz,cl CHI,MF,33.0,22,1267.0,58.0,37.0,14.1,16,69.0,1,6,28.0,1,1.32,25.0,15.0,10.0,0.71,1.09,19.0,12.5,6.5,0.47,0.94,Matches
Igor Gomes,br BRA,DF,21.0,24,1465.0,61.0,42.8,16.3,14,86.0,12,10,27.0,13,1.71,20.0,24.0,-4.0,-0.25,-0.48,17.2,21.4,-4.1,-0.25,-0.22,Matches
Pedro Henrique,br BRA,"FW,MF",32.0,26,1271.0,49.0,37.2,14.1,14,75.0,3,12,19.0,2,1.46,16.0,20.0,-4.0,-0.28,-0.49,16.6,19.0,-2.4,-0.17,-0.07,Matches
Nicolás Hernández,co COL,DF,25.0,23,1295.0,56.0,37.9,14.4,12,85.0,10,11,25.0,10,1.35,18.0,19.0,-1.0,-0.07,-0.15,16.4,19.3,-2.9,-0.2,-0.12,Matches
Romulo,br BRA,"MF,DF",22.0,20,1216.0,61.0,35.6,13.5,12,81.0,6,8,30.0,11,1.6,13.0,13.0,0.0,0.0,-0.04,12.1,18.1,-5.9,-0.44,-0.48,Matches
Bruno Henrique,br BRA,MF,33.0,20,1050.0,53.0,30.7,11.7,10,79.0,3,10,26.0,1,1.45,14.0,16.0,-2.0,-0.17,-0.29,13.4,14.8,-1.4,-0.12,0.02,Matches
Keiller,br BRA,GK,26.0,10,900.0,90.0,26.3,10.0,10,90.0,10,0,,24,0.73,9.0,19.0,-10.0,-1.0,-1.39,8.4,15.5,-7.0,-0.7,-0.78,Matches
John,br BRA,GK,26.0,9,810.0,90.0,23.7,9.0,9,90.0,9,0,,8,2.0,9.0,5.0,4.0,0.44,0.55,9.3,10.7,-1.5,-0.16,-0.04,Matches
Gabriel,br BRA,MF,30.0,15,765.0,51.0,22.4,8.5,9,78.0,6,6,11.0,8,1.33,3.0,13.0,-10.0,-1.18,-1.55,7.8,10.6,-2.8,-0.34,-0.26,Matches
