Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Fabricio Bustos,ar ARG,DF,26.0,27.8,2008,91,523,941,551,37,2008,46,24,52.2,14,30.4,1001,4082,2064,39,35,6,23,16,1199,151,Matches
Alan Patrick,br BRA,"MF,FW",31.0,27.2,1526,10,117,787,643,55,1525,105,61,58.1,37,35.2,996,5618,2552,62,65,13,61,52,1162,130,Matches
Wanderson,br BRA,"FW,MF",28.0,26.0,1074,21,152,435,517,75,1074,122,67,54.9,41,33.6,683,4921,2582,97,61,25,48,25,757,169,Matches
Gabriel Mercado,ar ARG,DF,35.0,24.2,1325,176,701,602,27,13,1325,1,1,100.0,0,0.0,786,3104,1574,1,4,1,3,5,892,2,Matches
Vitão,br BRA,DF,22.0,22.7,1292,152,532,721,45,19,1292,8,7,87.5,0,0.0,776,3962,2450,13,10,0,6,2,876,4,Matches
Renê,br BRA,DF,30.0,25.4,2181,132,714,1165,331,23,2181,38,21,55.3,12,31.6,1169,6065,3375,55,42,2,38,11,1348,55,Matches
Mauricio,br BRA,"FW,MF",21.0,19.6,934,14,96,493,353,54,934,29,19,65.5,8,27.6,558,2518,1115,35,32,9,33,12,703,118,Matches
Johnny Cardoso,us USA,MF,21.0,17.9,1038,70,226,668,152,22,1038,32,20,62.5,10,31.3,584,2845,1332,18,15,0,35,16,666,24,Matches
Sergio Rochet,uy URU,GK,29.0,19.0,569,506,567,2,0,0,569,2,2,100.0,0,0.0,311,1856,1138,0,0,0,0,0,207,0,Matches
Enner Valencia,ec ECU,FW,33.0,16.0,492,14,25,185,288,102,490,59,16,27.1,35,59.3,336,2176,996,44,26,32,55,29,394,147,Matches
Luiz Adriano,br BRA,FW,35.0,14.8,360,20,44,176,144,47,360,6,3,50.0,3,50.0,180,528,126,3,3,1,18,17,250,49,Matches
Carlos de Pena,uy URU,"MF,FW",30.0,15.8,898,25,133,488,281,25,898,9,0,0.0,8,88.9,486,2216,1064,23,15,2,10,14,592,55,Matches
Charles Aránguiz,cl CHI,MF,33.0,14.1,1073,27,176,707,194,14,1073,10,7,70.0,0,0.0,598,2160,866,6,12,1,20,10,787,28,Matches
Igor Gomes,br BRA,DF,21.0,16.3,1235,88,477,610,164,18,1235,43,27,62.8,11,25.6,720,4500,2739,35,29,3,20,11,802,39,Matches
Pedro Henrique,br BRA,"FW,MF",32.0,14.1,548,10,67,204,287,61,547,56,23,41.1,32,57.1,360,2679,1204,43,35,16,33,11,396,122,Matches
Nicolás Hernández,co COL,DF,25.0,14.4,908,90,371,509,30,7,908,2,1,50.0,1,50.0,595,4757,3225,26,12,0,1,2,634,2,Matches
Romulo,br BRA,"MF,DF",22.0,13.5,777,36,183,453,148,14,777,10,3,30.0,5,50.0,456,2547,1034,12,16,1,18,7,509,29,Matches
Bruno Henrique,br BRA,MF,33.0,11.7,842,18,86,568,192,13,842,7,4,57.1,3,42.9,456,1905,930,18,19,2,15,10,651,28,Matches
Keiller,br BRA,GK,26.0,10.0,277,238,277,0,0,0,277,0,0,,0,,125,691,424,0,0,0,1,0,103,0,Matches
John,br BRA,GK,26.0,9.0,252,212,252,0,0,0,252,1,1,100.0,0,0.0,121,666,398,0,0,0,1,0,73,0,Matches
Gabriel,br BRA,MF,30.0,8.5,721,13,149,523,57,0,721,4,1,25.0,1,25.0,447,2073,1095,7,10,0,8,6,535,3,Matches
Gustavo Campanharo,br BRA,MF,30.0,7.7,484,18,109,319,60,3,484,20,11,55.0,8,40.0,278,1288,488,9,9,1,9,7,320,13,Matches
Dalbert Henrique,br BRA,DF,29.0,5.5,389,7,107,192,93,0,389,7,1,14.3,6,85.7,196,802,384,5,9,0,9,1,216,21,Matches
Matheus Dias,br BRA,"MF,FW",25.0,4.5,273,11,70,139,67,5,273,8,5,62.5,3,37.5,152,722,349,9,6,1,10,8,173,16,Matches
Rodrigo Moledo,br BRA,DF,35.0,5.3,354,46,144,206,5,3,354,0,0,,0,,217,1092,644,6,0,0,0,2,250,0,Matches
Lucca Holanda,br BRA,FW,19.0,6.1,196,3,13,69,114,25,196,14,8,57.1,5,35.7,116,673,246,10,5,3,18,6,142,49,Matches
Alexandre Alemão,br BRA,FW,24.0,3.8,136,3,11,64,64,25,136,19,9,47.4,9,47.4,90,468,207,7,7,5,19,4,100,37,Matches
Thauan Lara,br BRA,"DF,MF",19.0,3.7,281,18,77,142,71,3,281,21,11,52.4,8,38.1,165,834,480,7,10,0,8,4,172,26,Matches
Hugo Mallo,es ESP,DF,31.0,3.6,308,16,102,158,49,6,308,3,0,0.0,3,100.0,172,798,533,4,2,0,4,2,215,15,Matches
Gabriel Baralhas,br BRA,MF,24.0,2.6,170,10,40,119,15,1,170,1,0,0.0,1,100.0,92,461,196,3,4,0,0,0,102,5,Matches
Gabriel Barros,br BRA,"FW,MF",21.0,2.0,101,1,12,55,35,9,101,8,2,25.0,5,62.5,62,422,107,4,3,2,8,1,74,12,Matches
Jean Dias,br BRA,"FW,MF",32.0,3.6,169,1,13,63,94,18,169,11,5,45.5,4,36.4,103,649,297,12,10,5,9,3,115,26,Matches
João Dalla Corte,br BRA,DF,16.0,0.2,13,0,3,5,6,0,13,0,0,,0,,6,33,16,0,1,0,2,0,7,1,Matches
Estevão,br BRA,MF,20.0,0.1,14,0,3,8,3,0,14,0,0,,0,,10,37,16,0,0,0,0,0,11,0,Matches
Lucas Ramos,br BRA,FW,22.0,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.5,38.0,23219,2097,6572,11777,5080,697,23215,702,360,51.3,273,38.9,13403,70148,36246,613,507,131,543,294,15433,1376,
Opponent Total,,,27.6,38.0,21870,2034,6453,10573,5067,672,21863,750,356,47.5,323,43.1,12678,67371,34407,595,480,94,491,277,14090,1486,
