Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Luis Ángel Malagón,mx MEX,GK,26-303,13.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Matches
Kevin Álvarez,mx MEX,DF,24-349,13.2,26,14,15,5,6,14,25,56.0,11,11,2,9,10,36,24,1,Matches
Álvaro Fidalgo,es ESP,MF,26-265,13.0,19,12,5,11,3,11,23,47.8,12,13,5,8,10,29,13,1,Matches
Jonathan dos Santos,mx MEX,MF,33-248,12.8,32,24,15,17,0,12,32,37.5,20,12,2,10,27,59,14,1,Matches
Julián Quiñones,co COL,"FW,MF",26-281,11.8,7,5,2,2,3,3,4,75.0,1,11,4,7,4,11,7,0,Matches
Luis Fernando Fuentes,mx MEX,DF,37-107,11.1,20,12,11,9,0,14,21,66.7,7,15,2,13,5,25,23,0,Matches
Brian Rodríguez,uy URU,FW,23-224,10.0,6,4,3,3,0,4,8,50.0,4,8,1,7,2,8,2,0,Matches
Diego Valdés,cl CHI,"MF,FW",29-334,8.8,4,1,0,3,1,0,6,0.0,6,3,1,2,8,12,6,1,Matches
Alejandro Zendejas,us USA,"FW,MF",25-326,9.5,29,20,13,12,4,8,16,50.0,8,18,3,15,12,41,3,0,Matches
Igor Lichnovsky,cl CHI,DF,29-298,8.8,7,6,5,2,0,3,4,75.0,1,13,7,6,17,24,44,1,Matches
Richard Sánchez,py PAR,MF,27-276,9.2,12,7,5,6,1,7,21,33.3,14,10,2,8,5,17,8,0,Matches
Ramón Juárez,mx MEX,DF,22-235,8.2,13,6,7,5,1,3,6,50.0,3,10,8,2,10,23,36,0,Matches
Sebastián Cáceres,uy URU,DF,24-134,7.9,8,5,4,3,1,1,6,16.7,5,7,4,3,8,16,28,0,Matches
Leonardo Suárez,ar ARG,"FW,MF",27-275,7.2,14,9,5,4,5,7,13,53.8,6,5,2,3,5,19,4,0,Matches
Henry Martín,mx MEX,FW,31-042,7.0,9,5,1,7,1,1,5,20.0,4,2,0,2,3,12,4,0,Matches
Jonathan Rodríguez,uy URU,"FW,MF",30-177,6.7,8,3,1,7,0,2,3,66.7,1,1,0,1,1,9,6,0,Matches
Miguel Layún,mx MEX,"DF,FW",35-188,5.8,8,5,7,1,0,8,17,47.1,9,2,1,1,5,13,4,0,Matches
Salvador Reyes Chávez,mx MEX,DF,25-240,5.9,13,10,4,8,1,8,13,61.5,5,7,0,7,8,21,13,0,Matches
Israel Reyes,mx MEX,DF,23-221,5.0,4,2,4,0,0,3,3,100.0,0,0,0,0,11,15,11,0,Matches
Oscar Jiménez,mx MEX,GK,35-079,3.5,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
Emilio Lara,mx MEX,DF,21-226,2.5,4,3,3,1,0,1,3,33.3,2,2,1,1,7,11,9,0,Matches
Néstor Araujo,mx MEX,DF,32-123,2.0,4,1,2,2,0,3,3,100.0,0,1,1,0,4,8,11,0,Matches
Santiago Naveda,mx MEX,MF,22-258,1.5,4,2,1,3,0,3,3,100.0,0,2,1,1,5,9,2,0,Matches
Román Martínez,mx MEX,FW,21-134,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
Patricio Salas,mx MEX,"FW,MF",19-316,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Juan Cantú,mx MEX,FW,19-292,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Mauro Laínez,mx MEX,FW,27-235,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Bruce El-Mesmari,mx MEX,"FW,DF",21-251,0.2,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,Matches
Sergio De los Ríos,mx MEX,FW,20-185,0.2,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,Matches
Sebastián Martínez,mx MEX,MF,20-249,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Squad Total,,,28.1,17.0,253,156,114,112,27,117,236,49.6,119,156,47,109,168,421,273,6,
Opponent Total,,,28.1,17.0,295,180,139,128,28,146,300,48.7,154,157,44,113,158,453,254,7,
