Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Luis Ángel Malagón,mx MEX,GK,26-303,14,14,1215.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Kevin Álvarez,mx MEX,DF,24-349,14,13,1187.0,13.2,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,1.4,1.4,1.8,3.2,35.0,43.0,89.0,0.08,0.15,0.23,0.08,0.23,0.11,0.14,0.24,0.11,0.24,Matches
Álvaro Fidalgo,es ESP,MF,26-265,14,13,1171.0,13.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.6,1.9,41.0,139.0,32.0,0.08,0.08,0.15,0.08,0.15,0.1,0.04,0.15,0.1,0.15,Matches
Jonathan dos Santos,mx MEX,MF,33-248,17,13,1150.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.4,0.7,13.0,79.0,10.0,0.0,0.08,0.08,0.0,0.08,0.02,0.03,0.05,0.02,0.05,Matches
Julián Quiñones,co COL,"FW,MF",26-281,14,13,1065.0,11.8,6.0,5.0,11.0,4.0,2.0,2.0,3.0,0.0,8.3,6.8,4.3,11.1,16.0,32.0,84.0,0.51,0.42,0.93,0.34,0.76,0.7,0.36,1.06,0.58,0.94,Matches
Luis Fernando Fuentes,mx MEX,DF,37-107,15,11,998.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,10.0,46.0,37.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches
Brian Rodríguez,uy URU,FW,23-224,14,10,897.0,10.0,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,2.7,2.7,2.6,5.3,67.0,19.0,126.0,0.4,0.1,0.5,0.4,0.5,0.27,0.26,0.53,0.27,0.53,Matches
Diego Valdés,cl CHI,"MF,FW",29-334,10,10,791.0,8.8,6.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,3.1,3.1,1.2,4.3,25.0,71.0,69.0,0.68,0.23,0.91,0.68,0.91,0.36,0.14,0.49,0.36,0.49,Matches
Alejandro Zendejas,us USA,"FW,MF",25-326,15,9,853.0,9.5,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,3.0,3.0,1.6,4.7,16.0,47.0,76.0,0.53,0.32,0.84,0.53,0.84,0.32,0.17,0.49,0.32,0.49,Matches
Igor Lichnovsky,cl CHI,DF,29-298,10,9,796.0,8.8,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.7,0.7,0.1,0.8,5.0,24.0,0.0,0.23,0.11,0.34,0.23,0.34,0.08,0.01,0.09,0.08,0.09,Matches
