Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Luis Ángel Malagón,mx MEX,GK,26-303,13.5,411,387,411,0,0,0,411,0,0,,0,,208,1043,502,0,0,0,0,0,172,0,Matches
Kevin Álvarez,mx MEX,DF,24-349,13.2,844,23,200,361,293,32,844,30,15,50.0,13,43.3,488,2533,1509,35,28,5,15,13,559,89,Matches
Álvaro Fidalgo,es ESP,MF,26-265,13.0,1295,45,224,885,206,15,1295,27,16,59.3,8,29.6,881,5038,2745,41,41,5,25,18,1082,32,Matches
Jonathan dos Santos,mx MEX,MF,33-248,12.8,1178,34,280,796,108,1,1178,14,9,64.3,5,35.7,656,2589,1238,13,12,1,7,4,911,10,Matches
Julián Quiñones,co COL,"FW,MF",26-281,11.8,469,12,31,195,251,79,467,27,8,29.6,17,63.0,293,1513,550,16,15,6,38,30,365,84,Matches
Luis Fernando Fuentes,mx MEX,DF,37-107,11.1,760,33,253,369,139,4,760,8,2,25.0,6,75.0,375,1653,732,10,15,1,6,5,506,37,Matches
Brian Rodríguez,uy URU,FW,23-224,10.0,506,2,42,188,290,55,506,76,37,48.7,37,48.7,356,2954,1699,67,36,31,20,11,392,126,Matches
Diego Valdés,cl CHI,"MF,FW",29-334,8.8,501,6,23,265,217,40,501,26,12,46.2,13,50.0,352,1781,862,25,31,7,23,12,418,69,Matches
Alejandro Zendejas,us USA,"FW,MF",25-326,9.5,579,7,70,287,229,31,579,27,11,40.7,13,48.1,398,1979,789,16,14,4,18,11,445,76,Matches
Igor Lichnovsky,cl CHI,DF,29-298,8.8,539,69,272,252,16,10,539,1,1,100.0,0,0.0,304,1454,864,5,2,1,3,0,355,0,Matches
Richard Sánchez,py PAR,MF,27-276,9.2,807,18,144,512,159,5,807,15,12,80.0,2,13.3,521,2516,1212,15,21,1,6,8,627,15,Matches
Ramón Juárez,mx MEX,DF,22-235,8.2,410,63,257,147,6,4,410,0,0,,0,,203,682,240,0,0,0,2,1,260,0,Matches
Sebastián Cáceres,uy URU,DF,24-134,7.9,507,43,306,194,13,4,507,6,3,50.0,2,33.3,308,1257,540,0,2,0,0,2,356,2,Matches
Leonardo Suárez,ar ARG,"FW,MF",27-275,7.2,499,3,42,255,208,20,499,15,4,26.7,7,46.7,312,1527,726,18,15,6,8,8,381,57,Matches
Henry Martín,mx MEX,FW,31-042,7.0,251,4,10,119,127,40,251,9,3,33.3,5,55.6,137,561,268,10,13,3,22,5,180,52,Matches
Jonathan Rodríguez,uy URU,"FW,MF",30-177,6.7,223,6,21,94,113,32,222,15,8,53.3,6,40.0,116,830,529,17,8,8,15,6,156,40,Matches
Miguel Layún,mx MEX,"DF,FW",35-188,5.8,399,8,83,235,84,3,399,10,6,60.0,3,30.0,214,979,392,3,10,0,5,1,272,18,Matches
Salvador Reyes Chávez,mx MEX,DF,25-240,5.9,375,13,99,177,104,10,375,10,4,40.0,5,50.0,187,943,411,12,5,1,3,7,221,34,Matches
Israel Reyes,mx MEX,DF,23-221,5.0,374,29,176,193,5,2,374,2,1,50.0,0,0.0,260,1466,783,2,0,0,2,1,300,0,Matches
Oscar Jiménez,mx MEX,GK,35-079,3.5,92,87,92,0,0,0,92,0,0,,0,,48,186,134,0,0,0,0,0,40,0,Matches
Emilio Lara,mx MEX,DF,21-226,2.5,162,14,81,69,13,0,162,0,0,,0,,94,398,197,3,1,0,2,0,100,4,Matches
Néstor Araujo,mx MEX,DF,32-123,2.0,154,13,87,67,0,0,154,0,0,,0,,88,325,194,1,0,0,0,1,104,0,Matches
Santiago Naveda,mx MEX,MF,22-258,1.5,88,3,21,52,15,3,88,2,2,100.0,0,0.0,49,194,61,2,0,0,1,1,54,1,Matches
Román Martínez,mx MEX,FW,21-134,0.7,22,0,0,3,19,3,22,0,0,,0,,13,40,9,0,1,0,1,2,15,4,Matches
Patricio Salas,mx MEX,"FW,MF",19-316,0.3,14,0,0,6,8,4,14,0,0,,0,,7,33,9,0,0,0,1,2,13,3,Matches
Juan Cantú,mx MEX,FW,19-292,0.3,7,0,0,5,2,1,7,0,0,,0,,5,12,0,0,0,0,1,0,5,1,Matches
Mauro Laínez,mx MEX,FW,27-235,0.3,16,0,1,10,5,0,16,1,0,0.0,1,100.0,10,65,41,2,0,0,0,0,14,1,Matches
Bruce El-Mesmari,mx MEX,"FW,DF",21-251,0.2,22,0,2,12,8,2,22,2,0,0.0,2,100.0,13,99,25,0,0,1,1,0,15,4,Matches
Sergio De los Ríos,mx MEX,FW,20-185,0.2,10,1,1,7,2,0,10,1,0,0.0,1,100.0,8,21,2,0,0,0,1,0,8,0,Matches
Sebastián Martínez,mx MEX,MF,20-249,0.1,10,0,4,6,0,0,10,0,0,,0,,9,7,1,0,0,0,0,0,9,0,Matches
Squad Total,,,28.1,17.0,11524,923,3233,5761,2640,400,11521,324,154,47.5,146,45.1,6913,34678,17264,313,270,81,226,149,8335,759,
Opponent Total,,,28.1,17.0,9270,991,2952,4519,1883,261,9270,254,119,46.9,117,46.1,5349,27227,13005,225,203,39,240,136,6037,537,
