Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Luis Ángel Malagón,mx MEX,GK,26-303,14,1215.0,87.0,79.4,13.5,14,87.0,13,0,,1,2.25,30.0,11.0,19.0,1.41,0.26,23.4,9.8,13.6,1.01,-0.56,Matches
Kevin Álvarez,mx MEX,DF,24-349,14,1187.0,85.0,77.6,13.2,13,89.0,9,1,31.0,1,2.16,30.0,11.0,19.0,1.44,0.39,27.1,9.8,17.4,1.32,0.86,Matches
Álvaro Fidalgo,es ESP,MF,26-265,14,1171.0,84.0,76.5,13.0,13,88.0,10,1,22.0,1,2.35,32.0,10.0,22.0,1.69,1.44,24.5,10.3,14.3,1.1,-0.11,Matches
Jonathan dos Santos,mx MEX,MF,33-248,17,1150.0,68.0,75.2,12.8,13,85.0,8,4,12.0,0,2.22,26.0,10.0,16.0,1.25,-0.41,21.3,10.6,10.8,0.84,-1.13,Matches
Julián Quiñones,co COL,"FW,MF",26-281,14,1065.0,76.0,69.6,11.8,13,81.0,5,1,13.0,0,2.25,26.0,12.0,14.0,1.18,-0.56,23.2,9.5,13.7,1.16,0.11,Matches
Luis Fernando Fuentes,mx MEX,DF,37-107,15,998.0,67.0,65.2,11.1,11,88.0,9,4,9.0,1,2.5,26.0,9.0,17.0,1.53,0.52,21.9,8.5,13.3,1.2,0.23,Matches
Brian Rodríguez,uy URU,FW,23-224,14,897.0,64.0,58.6,10.0,10,81.0,4,4,23.0,0,2.36,25.0,7.0,18.0,1.81,1.1,18.5,7.4,11.1,1.11,-0.03,Matches
Diego Valdés,cl CHI,"MF,FW",29-334,10,791.0,79.0,51.7,8.8,10,79.0,5,0,,0,2.0,18.0,11.0,7.0,0.8,-1.15,15.2,7.9,7.3,0.83,-0.61,Matches
Alejandro Zendejas,us USA,"FW,MF",25-326,15,853.0,57.0,55.8,9.5,9,78.0,3,6,25.0,0,2.29,19.0,6.0,13.0,1.37,0.04,17.2,6.5,10.6,1.12,0.0,Matches
Igor Lichnovsky,cl CHI,DF,29-298,10,796.0,80.0,52.0,8.8,9,85.0,8,1,31.0,0,2.31,22.0,6.0,16.0,1.81,0.95,18.3,6.6,11.8,1.33,0.43,Matches
Richard Sánchez,py PAR,MF,27-276,15,827.0,55.0,54.1,9.2,8,84.0,5,7,22.0,2,2.14,18.0,6.0,12.0,1.31,-0.1,16.3,6.0,10.4,1.13,0.01,Matches
Ramón Juárez,mx MEX,DF,22-235,10,741.0,74.0,48.4,8.2,8,85.0,6,2,30.0,7,2.64,20.0,7.0,13.0,1.58,0.44,16.1,6.4,9.7,1.17,0.1,Matches
Sebastián Cáceres,uy URU,DF,24-134,9,712.0,79.0,46.5,7.9,8,88.0,7,1,5.0,2,2.2,17.0,5.0,12.0,1.52,0.31,13.3,5.5,7.8,0.98,-0.26,Matches
Leonardo Suárez,ar ARG,"FW,MF",27-275,13,644.0,50.0,42.1,7.2,8,70.0,0,5,17.0,2,2.18,15.0,5.0,10.0,1.4,0.08,13.7,5.5,8.1,1.14,0.02,Matches
Henry Martín,mx MEX,FW,31-042,10,629.0,63.0,41.1,7.0,7,80.0,3,3,23.0,1,2.31,14.0,3.0,11.0,1.57,0.38,12.4,4.0,8.5,1.21,0.15,Matches
Jonathan Rodríguez,uy URU,"FW,MF",30-177,11,601.0,55.0,39.3,6.7,6,80.0,2,5,25.0,1,2.47,17.0,5.0,12.0,1.8,0.73,12.9,4.9,8.0,1.2,0.12,Matches
Miguel Layún,mx MEX,"DF,FW",35-188,9,523.0,58.0,34.2,5.8,6,85.0,3,3,5.0,5,2.21,9.0,3.0,6.0,1.03,-0.49,8.0,4.6,3.5,0.59,-0.8,Matches
Salvador Reyes Chávez,mx MEX,DF,25-240,12,527.0,44.0,34.4,5.9,5,89.0,4,7,12.0,5,2.25,13.0,4.0,9.0,1.54,0.28,11.8,4.1,7.7,1.31,0.29,Matches
Israel Reyes,mx MEX,DF,23-221,7,450.0,64.0,29.4,5.0,5,81.0,4,2,23.0,3,2.0,7.0,5.0,2.0,0.4,-1.35,7.9,4.0,3.9,0.79,-0.48,Matches
Oscar Jiménez,mx MEX,GK,35-079,4,315.0,79.0,20.6,3.5,3,90.0,3,1,45.0,13,1.75,7.0,3.0,4.0,1.14,-0.26,8.5,3.0,5.5,1.57,0.56,Matches
Emilio Lara,mx MEX,DF,21-226,5,228.0,46.0,14.9,2.5,3,73.0,1,2,4.0,8,2.6,5.0,4.0,1.0,0.39,-1.13,5.7,1.9,3.9,1.52,0.47,Matches
Néstor Araujo,mx MEX,DF,32-123,2,180.0,90.0,11.8,2.0,2,90.0,2,0,,0,1.5,4.0,2.0,2.0,1.0,-0.4,4.5,1.6,2.9,1.45,0.37,Matches
Santiago Naveda,mx MEX,MF,22-258,5,136.0,27.0,8.9,1.5,2,64.0,0,3,3.0,10,2.29,3.0,1.0,2.0,1.32,-0.03,4.8,0.9,3.9,2.6,1.62,Matches
Román Martínez,mx MEX,FW,21-134,1,66.0,66.0,4.3,0.7,1,66.0,0,0,,2,0.0,1.0,0.0,1.0,1.36,0.01,0.6,0.6,0.0,0.02,-1.15,Matches
Patricio Salas,mx MEX,"FW,MF",19-316,3,31.0,10.0,2.0,0.3,0,,0,3,10.0,7,2.33,3.0,0.0,3.0,8.71,7.51,2.2,0.1,2.1,6.01,4.99,Matches
