Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Luis Ángel Malagón,mx MEX,GK,26-303,13.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Kevin Álvarez,mx MEX,DF,24-349,13.2,37,2.81,29,0,2,4,2,0,5,0.38,4,0,0,0,1,0,Matches
Álvaro Fidalgo,es ESP,MF,26-265,13.0,36,2.77,34,1,0,0,1,0,5,0.38,5,0,0,0,0,0,Matches
Jonathan dos Santos,mx MEX,MF,33-248,12.8,15,1.17,14,0,1,0,0,0,1,0.08,1,0,0,0,0,0,Matches
Julián Quiñones,co COL,"FW,MF",26-281,11.8,43,3.63,34,1,1,6,1,0,8,0.68,5,0,0,3,0,0,Matches
Luis Fernando Fuentes,mx MEX,DF,37-107,11.1,11,0.99,8,2,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Brian Rodríguez,uy URU,FW,23-224,10.0,44,4.41,30,1,8,4,0,1,8,0.8,4,0,2,2,0,0,Matches
Diego Valdés,cl CHI,"MF,FW",29-334,8.8,42,4.77,33,0,5,2,2,0,6,0.68,4,0,1,0,1,0,Matches
Alejandro Zendejas,us USA,"FW,MF",25-326,9.5,30,3.17,22,3,1,2,2,0,7,0.74,7,0,0,0,0,0,Matches
Igor Lichnovsky,cl CHI,DF,29-298,8.8,6,0.68,5,0,1,0,0,0,2,0.23,1,0,1,0,0,0,Matches
Richard Sánchez,py PAR,MF,27-276,9.2,45,4.9,37,5,1,0,2,0,6,0.65,4,1,0,0,1,0,Matches
Ramón Juárez,mx MEX,DF,22-235,8.2,3,0.36,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sebastián Cáceres,uy URU,DF,24-134,7.9,4,0.51,2,1,0,1,0,0,1,0.13,0,1,0,0,0,0,Matches
Leonardo Suárez,ar ARG,"FW,MF",27-275,7.2,41,5.73,26,8,1,2,4,0,6,0.84,4,1,0,1,0,0,Matches
Henry Martín,mx MEX,FW,31-042,7.0,27,3.86,23,0,2,1,1,0,6,0.86,4,0,1,1,0,0,Matches
Jonathan Rodríguez,uy URU,"FW,MF",30-177,6.7,19,2.85,14,0,3,1,1,0,2,0.3,1,0,0,1,0,0,Matches
Miguel Layún,mx MEX,"DF,FW",35-188,5.8,9,1.55,6,3,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
Salvador Reyes Chávez,mx MEX,DF,25-240,5.9,3,0.51,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Israel Reyes,mx MEX,DF,23-221,5.0,2,0.4,2,0,0,0,0,0,1,0.2,1,0,0,0,0,0,Matches
Oscar Jiménez,mx MEX,GK,35-079,3.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Emilio Lara,mx MEX,DF,21-226,2.5,3,1.18,2,0,0,0,0,1,1,0.39,1,0,0,0,0,0,Matches
Néstor Araujo,mx MEX,DF,32-123,2.0,3,1.5,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,Matches
Santiago Naveda,mx MEX,MF,22-258,1.5,1,0.66,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Román Martínez,mx MEX,FW,21-134,0.7,3,4.09,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Patricio Salas,mx MEX,"FW,MF",19-316,0.3,2,5.81,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Juan Cantú,mx MEX,FW,19-292,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mauro Laínez,mx MEX,FW,27-235,0.3,1,3.75,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Bruce El-Mesmari,mx MEX,"FW,DF",21-251,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sergio De los Ríos,mx MEX,FW,20-185,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Sebastián Martínez,mx MEX,MF,20-249,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.1,17.0,430,25.29,333,25,27,26,16,3,66,3.88,47,3,5,8,3,0,
Opponent Total,,,28.1,17.0,323,19.0,232,27,24,10,22,8,26,1.53,23,1,1,0,1,0,
