Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Luis Ángel Malagón,mx MEX,GK,26-303,13.5,398,262,136,29,0,0,0,0,0,0,0,0,293,0,0,Matches
Kevin Álvarez,mx MEX,DF,24-349,13.2,709,598,107,4,1,9,42,103,0,0,0,0,563,4,17,Matches
Álvaro Fidalgo,es ESP,MF,26-265,13.0,1184,1138,41,38,5,11,9,2,0,0,0,0,1083,5,7,Matches
Jonathan dos Santos,mx MEX,MF,33-248,12.8,1061,1042,19,16,0,14,1,2,0,0,0,0,1002,0,5,Matches
Julián Quiñones,co COL,"FW,MF",26-281,11.8,325,304,19,1,4,6,7,5,0,0,0,0,243,2,13,Matches
Luis Fernando Fuentes,mx MEX,DF,37-107,11.1,672,579,92,10,0,2,17,82,0,0,0,0,579,1,6,Matches
Brian Rodríguez,uy URU,FW,23-224,10.0,384,359,21,3,0,7,37,3,15,8,0,0,292,4,9,Matches
Diego Valdés,cl CHI,"MF,FW",29-334,8.8,397,372,23,13,9,5,13,1,3,2,1,0,328,2,10,Matches
Alejandro Zendejas,us USA,"FW,MF",25-326,9.5,447,419,26,7,1,3,22,5,14,9,0,0,360,2,8,Matches
Igor Lichnovsky,cl CHI,DF,29-298,8.8,443,430,13,9,0,1,0,4,0,0,0,0,405,0,1,Matches
Richard Sánchez,py PAR,MF,27-276,9.2,741,700,39,20,1,0,31,2,17,10,4,0,667,2,4,Matches
Ramón Juárez,mx MEX,DF,22-235,8.2,332,327,5,4,0,0,0,1,0,0,0,0,289,0,3,Matches
Sebastián Cáceres,uy URU,DF,24-134,7.9,438,425,13,10,0,0,0,3,0,0,0,0,375,0,4,Matches
Leonardo Suárez,ar ARG,"FW,MF",27-275,7.2,428,392,34,5,4,4,34,7,22,9,5,0,352,2,6,Matches
Henry Martín,mx MEX,FW,31-042,7.0,179,169,8,0,1,0,0,0,0,0,0,0,131,2,9,Matches
Jonathan Rodríguez,uy URU,"FW,MF",30-177,6.7,152,149,3,0,0,0,2,3,0,0,0,0,120,0,4,Matches
Miguel Layún,mx MEX,"DF,FW",35-188,5.8,351,301,50,5,1,10,22,32,13,8,0,0,299,0,7,Matches
Salvador Reyes Chávez,mx MEX,DF,25-240,5.9,318,256,62,5,0,1,13,57,0,0,0,0,263,0,7,Matches
Israel Reyes,mx MEX,DF,23-221,5.0,341,334,7,6,0,2,0,1,0,0,0,0,313,0,2,Matches
Oscar Jiménez,mx MEX,GK,35-079,3.5,86,61,25,0,0,0,0,0,0,0,0,0,77,0,0,Matches
Emilio Lara,mx MEX,DF,21-226,2.5,140,135,5,1,0,1,2,4,0,0,0,0,119,0,0,Matches
Néstor Araujo,mx MEX,DF,32-123,2.0,129,125,4,4,0,0,0,0,0,0,0,0,114,0,1,Matches
Santiago Naveda,mx MEX,MF,22-258,1.5,67,66,1,1,1,1,1,0,0,0,0,0,55,0,1,Matches
Román Martínez,mx MEX,FW,21-134,0.7,16,15,1,0,0,0,1,0,0,0,0,0,15,0,0,Matches
Patricio Salas,mx MEX,"FW,MF",19-316,0.3,9,9,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
Juan Cantú,mx MEX,FW,19-292,0.3,5,3,2,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Mauro Laínez,mx MEX,FW,27-235,0.3,15,14,0,0,0,0,1,0,0,0,0,0,14,1,0,Matches
Bruce El-Mesmari,mx MEX,"FW,DF",21-251,0.2,15,14,1,1,0,1,0,0,0,0,0,0,14,0,0,Matches
Sergio De los Ríos,mx MEX,FW,20-185,0.2,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Sebastián Martínez,mx MEX,MF,20-249,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
Squad Total,,,28.1,17.0,9796,9012,757,192,28,78,255,317,84,46,10,0,8390,27,124,
Opponent Total,,,28.1,17.0,7585,6804,759,187,5,52,292,287,72,30,31,0,6110,22,138,
