Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
Éverson,br BRA,GK,32.0,36.0,8,0.22,6,2,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
Paulinho,br BRA,"FW,MF",22.0,33.2,81,2.44,73,0,2,4,2,0,8,0.24,8,0,0,0,0,0,Matches
Hulk,br BRA,FW,36.0,32.7,158,4.84,72,14,21,15,34,2,22,0.67,13,1,3,1,4,0,Matches
Jemerson,br BRA,DF,30.0,27.5,15,0.55,11,0,0,4,0,0,2,0.07,1,0,0,1,0,0,Matches
Guilherme Arana,br BRA,DF,25.0,26.5,54,2.04,45,2,2,3,1,1,4,0.15,4,0,0,0,0,0,Matches
Otávio,br BRA,MF,28.0,25.6,37,1.44,34,0,0,1,2,0,0,0.0,0,0,0,0,0,0,Matches
Mauricio Lemos,uy URU,DF,27.0,24.6,12,0.49,11,0,0,1,0,0,3,0.12,3,0,0,0,0,0,Matches
Federico Zaracho,ar ARG,"MF,FW",24.0,21.6,46,2.13,34,1,3,2,4,2,4,0.18,4,0,0,0,0,0,Matches
Cristian Pavón,ar ARG,"FW,MF",27.0,21.5,84,3.89,58,5,9,6,5,1,11,0.51,10,0,1,0,0,0,Matches
Renzo Saravia,ar ARG,DF,29.0,19.0,37,1.95,23,5,2,2,3,2,6,0.32,4,0,0,0,1,1,Matches
Rodrigo Battaglia,ar ARG,MF,31.0,19.2,18,0.94,17,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Mariano,br BRA,DF,36.0,17.4,22,1.27,19,3,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
Igor Gomes,br BRA,"MF,FW",23.0,15.3,52,3.41,38,9,4,0,1,0,6,0.39,5,0,1,0,0,0,Matches
Edenílson,br BRA,"MF,FW",33.0,15.2,39,2.57,34,1,0,1,2,1,4,0.26,3,0,0,1,0,0,Matches
Rubens,br BRA,"DF,MF",21.0,15.0,24,1.6,17,1,3,1,1,1,2,0.13,2,0,0,0,0,0,Matches
Bruno Fuchs,br BRA,DF,23.0,12.1,10,0.83,10,0,0,0,0,0,2,0.17,2,0,0,0,0,0,Matches
Hyoran,br BRA,"MF,FW",29.0,7.7,31,4.04,20,6,1,3,1,0,1,0.13,1,0,0,0,0,0,Matches
Alan Franco,ec ECU,"MF,FW",24.0,9.3,13,1.39,11,0,0,1,0,1,1,0.11,0,0,0,1,0,0,Matches
Igor Rabello,br BRA,DF,27.0,7.7,5,0.65,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Pedrinho,br BRA,"MF,FW",24.0,7.0,37,5.29,32,0,2,0,3,0,4,0.57,3,0,0,0,1,0,Matches
Eduardo Vargas,cl CHI,FW,33.0,5.2,17,3.25,15,0,1,0,1,0,2,0.38,1,0,0,0,1,0,Matches
Nathan Silva,br BRA,DF,25.0,4.0,3,0.75,3,0,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
Patrick,br BRA,"MF,FW",30.0,6.2,14,2.26,6,1,3,0,3,1,1,0.16,0,0,0,0,1,0,Matches
Alan Kardec,br BRA,"FW,MF",34.0,2.9,8,2.7,7,0,0,0,1,0,1,0.34,1,0,0,0,0,0,Matches
Matheus Mendes,br BRA,GK,23.0,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Réver,br BRA,"DF,FW",38.0,1.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Dodô,br BRA,DF,30.0,0.7,3,4.58,1,1,0,0,1,0,1,1.53,0,0,0,0,1,0,Matches
Alisson,br BRA,"MF,DF",17.0,0.5,4,7.35,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Isaac,br BRA,FW,18.0,0.2,1,11.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Paulo Vitor,br BRA,MF,18.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Carlos Eduardo,br BRA,"MF,FW",18.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.7,38.0,834,21.95,607,51,54,45,65,12,88,2.32,67,2,5,4,9,1,
Opponent Total,,,27.4,38.0,856,22.53,572,97,53,61,60,13,48,1.26,25,5,2,8,5,3,
