Player,Nation,Pos,Age,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Matches
Éverson,br BRA,GK,32.0,36.0,1064,814,248,71,0,3,0,0,0,0,0,0,752,2,0,Matches
Paulinho,br BRA,"FW,MF",22.0,33.2,1050,1035,11,3,2,4,18,5,0,0,0,0,854,4,33,Matches
Hulk,br BRA,FW,36.0,32.7,1000,821,172,48,16,17,128,8,71,36,22,0,651,7,36,Matches
Jemerson,br BRA,DF,30.0,27.5,1534,1367,165,62,1,13,0,2,0,0,0,0,1361,2,7,Matches
Guilherme Arana,br BRA,DF,25.0,26.5,1706,1435,260,25,2,5,100,228,7,1,5,0,1361,11,47,Matches
Otávio,br BRA,MF,28.0,25.6,1450,1404,45,41,1,8,3,4,0,0,0,0,1311,1,2,Matches
Mauricio Lemos,uy URU,DF,27.0,24.6,1253,1177,73,42,1,17,2,4,0,0,0,0,1043,3,10,Matches
Federico Zaracho,ar ARG,"MF,FW",24.0,21.6,931,890,38,13,4,3,9,12,5,4,0,0,802,3,17,Matches
Cristian Pavón,ar ARG,"FW,MF",27.0,21.5,968,917,47,11,3,13,84,13,23,13,4,0,740,4,24,Matches
Renzo Saravia,ar ARG,DF,29.0,19.0,975,815,157,11,2,4,44,146,0,0,0,0,757,3,30,Matches
Rodrigo Battaglia,ar ARG,MF,31.0,19.2,976,920,54,52,0,5,7,1,0,0,0,0,853,2,12,Matches
Mariano,br BRA,DF,36.0,17.4,1100,947,146,14,0,10,39,132,0,0,0,0,853,7,23,Matches
Igor Gomes,br BRA,"MF,FW",23.0,15.3,706,653,53,11,6,2,63,5,36,25,5,0,523,0,16,Matches
Edenílson,br BRA,"MF,FW",33.0,15.2,674,644,29,11,5,3,12,8,5,0,4,0,575,1,11,Matches
Rubens,br BRA,"DF,MF",21.0,15.0,772,678,92,6,1,1,36,86,0,0,0,0,596,2,33,Matches
Bruno Fuchs,br BRA,DF,23.0,12.1,662,633,27,22,1,9,3,5,0,0,0,0,555,2,3,Matches
Hyoran,br BRA,"MF,FW",29.0,7.7,298,255,42,6,4,4,50,4,32,20,11,0,202,1,12,Matches
Alan Franco,ec ECU,"MF,FW",24.0,9.3,357,348,9,9,0,0,4,0,0,0,0,0,304,0,4,Matches
Igor Rabello,br BRA,DF,27.0,7.7,365,350,15,13,0,0,1,1,0,0,0,0,293,0,0,Matches
Pedrinho,br BRA,"MF,FW",24.0,7.0,411,394,13,3,4,2,23,1,8,4,4,0,339,4,12,Matches
Eduardo Vargas,cl CHI,FW,33.0,5.2,159,156,3,0,1,6,4,2,0,0,0,0,127,0,1,Matches
Nathan Silva,br BRA,DF,25.0,4.0,238,229,9,8,0,1,1,0,0,0,0,0,213,0,1,Matches
Patrick,br BRA,"MF,FW",30.0,6.2,322,292,29,5,1,0,16,24,0,0,0,0,260,1,4,Matches
Alan Kardec,br BRA,"FW,MF",34.0,2.9,52,47,5,0,0,0,1,0,0,0,0,0,36,0,3,Matches
Matheus Mendes,br BRA,GK,23.0,2.0,66,30,36,13,0,0,0,0,0,0,0,0,40,0,0,Matches
Réver,br BRA,"DF,FW",38.0,1.3,53,48,5,0,0,1,0,0,0,0,0,0,46,0,0,Matches
Dodô,br BRA,DF,30.0,0.7,56,47,9,1,0,0,4,8,0,0,0,0,46,0,3,Matches
Alisson,br BRA,"MF,DF",17.0,0.5,31,29,1,0,0,0,3,0,1,1,0,0,21,1,0,Matches
Isaac,br BRA,FW,18.0,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
Paulo Vitor,br BRA,MF,18.0,0.2,17,17,0,0,0,0,0,0,0,0,0,0,17,0,0,Matches
Carlos Eduardo,br BRA,"MF,FW",18.0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Squad Total,,,28.7,38.0,19250,17396,1793,501,55,131,655,699,188,104,55,0,15534,61,344,
Opponent Total,,,27.4,38.0,17111,15176,1880,619,36,121,703,688,206,102,78,2,13540,55,344,
