Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Éverson,br BRA,GK,32.0,36,3240.0,90.0,94.7,36.0,36,90.0,36,0,,0,1.67,48.0,31.0,17.0,0.47,-1.03,43.5,38.8,4.7,0.13,-0.44,Matches
Paulinho,br BRA,"FW,MF",22.0,36,2991.0,83.0,87.5,33.2,35,85.0,17,1,24.0,0,1.72,43.0,26.0,17.0,0.51,-0.12,38.9,33.5,5.4,0.16,0.09,Matches
Hulk,br BRA,FW,36.0,34,2942.0,87.0,86.0,32.7,33,88.0,24,1,29.0,0,1.79,46.0,28.0,18.0,0.55,0.17,38.9,36.7,2.2,0.07,-0.61,Matches
Jemerson,br BRA,DF,30.0,32,2476.0,77.0,72.4,27.5,27,87.0,24,5,24.0,3,1.69,38.0,26.0,12.0,0.44,-0.33,33.2,32.4,0.8,0.03,-0.45,Matches
Guilherme Arana,br BRA,DF,25.0,28,2385.0,85.0,69.7,26.5,27,87.0,23,1,23.0,1,1.75,38.0,22.0,16.0,0.6,0.26,30.9,29.7,1.2,0.05,-0.36,Matches
Otávio,br BRA,MF,28.0,27,2307.0,85.0,67.5,25.6,27,85.0,22,0,,5,1.85,34.0,21.0,13.0,0.51,-0.06,28.3,29.4,-1.2,-0.05,-0.61,Matches
Mauricio Lemos,uy URU,DF,27.0,27,2214.0,82.0,64.7,24.6,25,87.0,20,2,26.0,2,1.85,31.0,19.0,12.0,0.49,-0.11,31.2,24.7,6.6,0.27,0.32,Matches
Federico Zaracho,ar ARG,"MF,FW",24.0,27,1947.0,72.0,56.9,21.6,22,82.0,12,5,29.0,0,1.81,32.0,19.0,13.0,0.6,0.17,28.5,21.8,6.7,0.31,0.37,Matches
Cristian Pavón,ar ARG,"FW,MF",27.0,33,1934.0,59.0,56.5,21.5,21,78.0,6,12,25.0,2,1.76,31.0,22.0,9.0,0.42,-0.25,26.0,23.6,2.4,0.11,-0.1,Matches
Renzo Saravia,ar ARG,DF,29.0,26,1708.0,66.0,49.9,19.0,20,80.0,11,6,18.0,4,1.62,25.0,14.0,11.0,0.58,0.11,23.2,23.2,0.0,0.0,-0.3,Matches
Rodrigo Battaglia,ar ARG,MF,31.0,22,1728.0,79.0,50.5,19.2,19,85.0,15,3,35.0,2,1.68,24.0,13.0,11.0,0.57,0.09,24.4,18.2,6.2,0.32,0.34,Matches
Mariano,br BRA,DF,36.0,22,1564.0,71.0,45.7,17.4,17,83.0,9,5,31.0,9,1.5,21.0,18.0,3.0,0.17,-0.65,19.0,17.4,1.6,0.09,-0.11,Matches
Igor Gomes,br BRA,"MF,FW",23.0,29,1374.0,47.0,40.2,15.3,17,66.0,1,12,21.0,8,1.69,20.0,14.0,6.0,0.39,-0.22,18.1,18.6,-0.5,-0.03,-0.31,Matches
Edenílson,br BRA,"MF,FW",33.0,28,1368.0,49.0,40.0,15.2,15,74.0,4,13,19.0,7,1.86,22.0,12.0,10.0,0.66,0.22,19.8,19.4,0.5,0.03,-0.21,Matches
Rubens,br BRA,"DF,MF",21.0,24,1352.0,56.0,39.5,15.0,14,76.0,3,10,28.0,13,1.96,23.0,11.0,12.0,0.8,0.45,21.5,13.0,8.5,0.56,0.68,Matches
Bruno Fuchs,br BRA,DF,23.0,15,1088.0,73.0,31.8,12.1,13,83.0,8,2,3.0,8,2.0,17.0,9.0,8.0,0.66,0.2,14.5,10.4,4.1,0.34,0.27,Matches
Hyoran,br BRA,"MF,FW",29.0,12,691.0,58.0,20.2,7.7,12,58.0,0,0,,16,1.75,9.0,6.0,3.0,0.39,-0.17,9.7,7.6,2.2,0.28,0.16,Matches
Alan Franco,ec ECU,"MF,FW",24.0,18,840.0,47.0,24.6,9.3,9,72.0,5,9,21.0,5,2.0,15.0,7.0,8.0,0.86,0.44,11.9,10.4,1.6,0.17,0.02,Matches
Igor Rabello,br BRA,DF,27.0,11,692.0,63.0,20.2,7.7,7,85.0,6,4,25.0,9,1.55,11.0,8.0,3.0,0.39,-0.17,8.9,9.3,-0.4,-0.05,-0.26,Matches
