Player,Nation,Pos,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches
Éverson,br BRA,GK,32.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Paulinho,br BRA,"FW,MF",22.0,36,35,2991.0,33.2,20.0,2.0,22.0,20.0,0.0,0.0,3.0,0.0,14.9,14.9,2.5,17.3,95.0,77.0,234.0,0.6,0.06,0.66,0.6,0.66,0.45,0.07,0.52,0.45,0.52,Matches
Hulk,br BRA,FW,36.0,34,33,2942.0,32.7,15.0,11.0,26.0,10.0,5.0,5.0,9.0,1.0,11.9,8.4,6.9,15.4,87.0,109.0,204.0,0.46,0.34,0.8,0.31,0.64,0.37,0.21,0.58,0.26,0.47,Matches
Jemerson,br BRA,DF,30.0,32,27,2476.0,27.5,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,1.0,0.1,1.1,21.0,66.0,5.0,0.0,0.04,0.04,0.0,0.04,0.03,0.01,0.04,0.03,0.04,Matches
Guilherme Arana,br BRA,DF,25.0,28,27,2385.0,26.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.1,2.1,56.0,133.0,122.0,0.08,0.0,0.08,0.08,0.08,0.04,0.04,0.08,0.04,0.08,Matches
Otávio,br BRA,MF,28.0,27,27,2307.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.4,0.4,0.4,0.8,12.0,135.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches
Mauricio Lemos,uy URU,DF,27.0,27,25,2214.0,24.6,1.0,0.0,1.0,1.0,0.0,0.0,12.0,1.0,1.1,1.1,0.0,1.2,17.0,71.0,2.0,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.05,0.05,0.05,Matches
Federico Zaracho,ar ARG,"MF,FW",24.0,27,22,1947.0,21.6,2.0,1.0,3.0,2.0,0.0,0.0,8.0,0.0,3.0,3.0,1.7,4.7,16.0,74.0,74.0,0.09,0.05,0.14,0.09,0.14,0.14,0.08,0.22,0.14,0.22,Matches
Cristian Pavón,ar ARG,"FW,MF",27.0,33,21,1934.0,21.5,3.0,8.0,11.0,2.0,1.0,1.0,7.0,0.0,4.1,3.3,3.9,7.2,85.0,62.0,220.0,0.14,0.37,0.51,0.09,0.47,0.19,0.18,0.37,0.15,0.34,Matches
Renzo Saravia,ar ARG,DF,29.0,26,20,1708.0,19.0,0.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,0.5,0.5,0.9,1.4,40.0,75.0,66.0,0.0,0.11,0.11,0.0,0.11,0.03,0.05,0.08,0.03,0.08,Matches
Rodrigo Battaglia,ar ARG,MF,31.0,22,19,1728.0,19.2,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.9,0.9,0.4,1.3,38.0,80.0,27.0,0.0,0.05,0.05,0.0,0.05,0.05,0.02,0.07,0.05,0.07,Matches
