Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Éverson,br BRA,GK,32.0,36.0,752,1064,70.7,22858,17894,111,111,100.0,311,314,99.0,325,632,51.4,0,0.0,0.1,0.0,1,12,0,0,1,Matches
Paulinho,br BRA,"FW,MF",22.0,33.2,854,1050,81.3,11117,2423,544,631,86.2,225,262,85.9,29,39,74.4,2,2.5,2.8,-0.5,36,61,30,3,77,Matches
Hulk,br BRA,FW,36.0,32.7,651,1000,65.1,10284,3063,353,450,78.4,194,293,66.2,68,152,44.7,11,6.9,6.3,4.1,60,50,45,7,109,Matches
Jemerson,br BRA,DF,30.0,27.5,1361,1534,88.7,23892,8149,521,555,93.9,697,747,93.3,97,171,56.7,1,0.1,0.6,0.9,4,63,2,0,66,Matches
Guilherme Arana,br BRA,DF,25.0,26.5,1361,1706,79.8,21177,8117,782,853,91.7,473,576,82.1,82,173,47.4,0,1.1,1.8,-1.1,24,101,31,11,133,Matches
Otávio,br BRA,MF,28.0,25.6,1311,1450,90.4,23396,7322,563,592,95.1,616,666,92.5,111,153,72.5,0,0.4,0.7,-0.4,11,155,5,1,135,Matches
Mauricio Lemos,uy URU,DF,27.0,24.6,1043,1253,83.2,23092,8490,263,289,91.0,579,631,91.8,193,305,63.3,0,0.0,0.2,0.0,2,78,2,0,71,Matches
Federico Zaracho,ar ARG,"MF,FW",24.0,21.6,802,931,86.1,12179,2513,433,473,91.5,304,342,88.9,40,59,67.8,1,1.7,1.1,-0.7,22,71,12,1,74,Matches
Cristian Pavón,ar ARG,"FW,MF",27.0,21.5,740,968,76.4,10936,2258,448,510,87.8,224,299,74.9,44,85,51.8,8,3.9,3.2,4.1,39,44,21,6,62,Matches
Renzo Saravia,ar ARG,DF,29.0,19.0,757,975,77.6,12105,4539,379,431,87.9,319,384,83.1,45,109,41.3,2,0.9,0.8,1.1,9,82,7,4,75,Matches
Rodrigo Battaglia,ar ARG,MF,31.0,19.2,853,976,87.4,13841,3187,400,445,89.9,382,414,92.3,47,66,71.2,1,0.4,1.4,0.6,8,92,6,0,80,Matches
Mariano,br BRA,DF,36.0,17.4,853,1100,77.5,16596,6806,332,375,88.5,385,463,83.2,126,214,58.9,1,0.4,0.9,0.6,11,99,16,9,88,Matches
Igor Gomes,br BRA,"MF,FW",23.0,15.3,523,706,74.1,8869,2142,245,294,83.3,201,248,81.0,58,110,52.7,2,3.2,2.8,-1.2,30,43,21,5,67,Matches
Edenílson,br BRA,"MF,FW",33.0,15.2,575,674,85.3,9059,2490,298,336,88.7,221,244,90.6,39,57,68.4,2,1.8,1.3,0.2,16,52,8,2,57,Matches
Rubens,br BRA,"DF,MF",21.0,15.0,596,772,77.2,9275,2800,318,363,87.6,231,286,80.8,32,65,49.2,1,1.1,0.9,-0.1,9,43,10,4,53,Matches
Bruno Fuchs,br BRA,DF,23.0,12.1,555,662,83.8,11762,4059,158,175,90.3,308,339,90.9,87,137,63.5,0,0.2,0.2,-0.2,2,37,4,1,34,Matches
Hyoran,br BRA,"MF,FW",29.0,7.7,202,298,67.8,3493,935,97,109,89.0,83,111,74.8,19,56,33.9,0,3.1,2.7,-3.1,16,23,10,3,35,Matches
Alan Franco,ec ECU,"MF,FW",24.0,9.3,304,357,85.2,5062,1353,137,155,88.4,132,149,88.6,22,33,66.7,0,0.3,0.6,-0.3,7,26,3,0,27,Matches
Igor Rabello,br BRA,DF,27.0,7.7,293,365,80.3,5459,2186,106,115,92.2,154,175,88.0,24,64,37.5,0,0.1,0.1,-0.1,2,22,1,0,22,Matches
Pedrinho,br BRA,"MF,FW",24.0,7.0,339,411,82.5,5614,1654,167,175,95.4,132,154,85.7,30,56,53.6,2,1.4,1.8,0.6,15,67,15,5,70,Matches
Eduardo Vargas,cl CHI,FW,33.0,5.2,127,159,79.9,2152,315,69,78,88.5,39,51,76.5,14,22,63.6,0,1.1,0.4,-1.1,11,11,3,1,11,Matches
Nathan Silva,br BRA,DF,25.0,4.0,213,238,89.5,4459,1606,48,53,90.6,146,152,96.1,18,31,58.1,0,0.3,0.5,-0.3,1,9,0,0,15,Matches
Patrick,br BRA,"MF,FW",30.0,6.2,260,322,80.7,3915,991,152,172,88.4,90,115,78.3,15,21,71.4,0,1.5,1.0,-1.5,4,14,8,4,22,Matches
Alan Kardec,br BRA,"FW,MF",34.0,2.9,36,52,69.2,422,104,21,28,75.0,9,13,69.2,1,1,100.0,1,0.8,0.6,0.2,3,3,2,0,5,Matches
Matheus Mendes,br BRA,GK,23.0,2.0,40,66,60.6,1507,1343,6,6,100.0,9,10,90.0,25,50,50.0,0,0.0,0.0,0.0,1,1,0,0,0,Matches
Réver,br BRA,"DF,FW",38.0,1.3,46,53,86.8,1040,510,10,10,100.0,28,29,96.6,8,14,57.1,0,0.0,0.0,0.0,0,5,2,0,4,Matches
Dodô,br BRA,DF,30.0,0.7,46,56,82.1,746,182,21,25,84.0,23,26,88.5,2,5,40.0,0,0.0,0.0,0.0,0,4,0,0,8,Matches
Alisson,br BRA,"MF,DF",17.0,0.5,21,31,67.7,388,105,9,13,69.2,8,10,80.0,3,4,75.0,0,0.2,0.4,-0.2,2,1,4,2,3,Matches
Isaac,br BRA,FW,18.0,0.2,2,3,66.7,13,0,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,Matches
Paulo Vitor,br BRA,MF,18.0,0.2,17,17,100.0,279,92,8,8,100.0,7,7,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Carlos Eduardo,br BRA,"MF,FW",18.0,0.1,1,1,100.0,32,18,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,1,0,1,Matches
Squad Total,,,28.7,38.0,15534,19250,80.7,275019,97646,7001,7833,89.4,6530,7510,87.0,1606,2886,55.6,35,33.4,33.3,1.6,347,1270,269,69,1406,
Opponent Total,,,27.4,38.0,13540,17111,79.1,238775,91127,6232,7068,88.2,5511,6524,84.5,1445,2576,56.1,21,28.1,33.4,-7.1,352,1233,265,91,1474,
