Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Rodolfo Cota,mx MEX,GK,36-180,16.0,1,0,0,0,4,0,0,0,0,0,0,0,27,2,0,100.0,Matches
Adonis Frías,ar ARG,DF,25-288,16.0,4,0,0,11,8,1,9,18,19,0,0,0,82,37,17,68.5,Matches
Ángel Mena,ec ECU,"FW,MF",35-343,13.7,4,0,0,18,30,8,83,8,13,0,0,0,58,7,13,35.0,Matches
Iván Moreno,mx MEX,"DF,MF",25-347,12.0,1,0,0,0,10,2,44,11,9,0,0,0,52,4,8,33.3,Matches
Osvaldo Rodríguez del Portal,mx MEX,DF,27-111,11.5,2,0,0,14,9,2,15,18,14,0,0,1,60,14,14,50.0,Matches
Lucas Romero,ar ARG,MF,29-256,10.8,4,1,0,17,11,0,7,7,18,0,0,0,61,11,6,64.7,Matches
José Iván Rodríguez,mx MEX,MF,27-196,11.2,0,0,0,13,7,2,10,16,25,0,0,0,58,10,11,47.6,Matches
William Tesillo,co COL,DF,33-331,10.8,3,0,0,12,5,0,26,12,11,0,1,0,70,26,21,55.3,Matches
Alfonso Alvarado,mx MEX,"FW,MF",23-292,9.9,0,0,0,8,13,5,5,7,6,0,0,0,24,21,32,39.6,Matches
Federico Viñas,uy URU,FW,25-183,8.8,2,0,0,9,20,7,0,0,11,0,0,0,23,22,25,46.8,Matches
Elías Hernández,mx MEX,"MF,DF",35-245,7.8,1,0,0,2,5,2,55,4,11,0,0,0,58,2,3,40.0,Matches
Nicolás López,uy URU,"FW,MF",30-090,7.7,1,0,0,5,10,6,50,4,6,0,0,0,40,0,3,0.0,Matches
Fidel Ambríz,mx MEX,MF,20-284,7.8,0,0,0,7,4,0,3,2,10,0,0,0,40,16,12,57.1,Matches
Jaine Barreiro,co COL,DF,29-194,7.0,4,0,0,16,8,1,9,8,12,0,1,0,50,14,4,77.8,Matches
Paul Bellón,mx MEX,DF,26-209,6.5,2,0,0,8,6,1,0,14,10,0,0,0,21,15,16,48.4,Matches
José David Ramírez,mx MEX,"DF,MF",28-016,6.4,0,0,0,3,7,2,24,2,5,0,1,0,29,6,7,46.2,Matches
Brian Rubio,mx MEX,FW,27-051,4.9,1,1,0,14,13,1,2,1,0,0,0,0,23,11,20,35.5,Matches
Borja Sánchez Laborde,es ESP,"MF,DF",27-307,3.9,2,0,0,4,7,0,14,0,5,0,0,0,20,5,3,62.5,Matches
Víctor Dávila,cl CHI,FW,26-056,2.8,0,0,0,4,5,1,14,0,1,0,0,0,12,9,5,64.3,Matches
Omar Fernández Frasica,co COL,"MF,FW",30-322,4.0,1,0,0,1,5,1,13,3,2,0,0,0,29,2,3,40.0,Matches
Jesús Angulo,mx MEX,MF,26-313,1.8,0,0,0,0,3,0,1,0,4,0,0,0,12,1,2,33.3,Matches
Héctor Uribe,mx MEX,"MF,DF",19-209,1.5,0,1,0,3,9,0,6,0,0,0,0,0,8,0,2,0.0,Matches
Sebastian Santos,mx MEX,"FW,MF",20-343,1.4,0,0,0,3,1,0,3,0,2,0,0,0,7,0,0,,Matches
Alfonso Blanco Antúnez,mx MEX,GK,36-152,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
Luís Cervantes,mx MEX,DF,22-324,0.4,0,0,0,1,0,0,0,0,1,0,0,0,3,2,1,66.7,Matches
Oscar Villa,mx MEX,DF,22-309,0.4,0,0,0,1,0,0,0,1,1,0,0,0,2,1,0,100.0,Matches
Squad Total,,,29.0,17.0,33,3,0,174,200,42,393,136,196,0,3,1,870,238,228,51.1,
Opponent Total,,,28.1,17.0,49,8,2,216,168,26,251,145,175,2,0,1,811,228,238,48.9,
