Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Rodolfo Cota,mx MEX,GK,36-180,16.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,8,2,Matches
Adonis Frías,ar ARG,DF,25-288,16.0,27,19,17,9,1,14,25,56.0,11,18,12,6,18,45,44,1,Matches
Ángel Mena,ec ECU,"FW,MF",35-343,13.7,23,13,9,8,6,9,18,50.0,9,4,1,3,8,31,10,0,Matches
Iván Moreno,mx MEX,"DF,MF",25-347,12.0,15,9,7,8,0,9,25,36.0,16,6,3,3,11,26,12,0,Matches
Osvaldo Rodríguez del Portal,mx MEX,DF,27-111,11.5,26,14,16,8,2,15,21,71.4,6,14,6,8,18,44,23,1,Matches
Lucas Romero,ar ARG,MF,29-256,10.8,23,18,4,16,3,10,26,38.5,16,10,2,8,7,30,9,0,Matches
José Iván Rodríguez,mx MEX,MF,27-196,11.2,36,25,14,22,0,20,35,57.1,15,18,7,11,16,52,14,1,Matches
William Tesillo,co COL,DF,33-331,10.8,20,11,13,5,2,9,19,47.4,10,8,3,5,12,32,28,0,Matches
Alfonso Alvarado,mx MEX,"FW,MF",23-292,9.9,8,6,2,6,0,3,8,37.5,5,4,0,4,7,15,11,0,Matches
Federico Viñas,uy URU,FW,25-183,8.8,14,11,1,8,5,4,5,80.0,1,7,0,7,0,14,10,0,Matches
Elías Hernández,mx MEX,"MF,DF",35-245,7.8,15,11,6,5,4,10,16,62.5,6,2,1,1,4,19,3,0,Matches
Nicolás López,uy URU,"FW,MF",30-090,7.7,9,6,3,4,2,3,5,60.0,2,5,0,5,4,13,3,0,Matches
Fidel Ambríz,mx MEX,MF,20-284,7.8,17,10,6,8,3,7,18,38.9,11,6,1,5,2,19,4,0,Matches
Jaine Barreiro,co COL,DF,29-194,7.0,16,12,11,5,0,8,10,80.0,2,9,7,2,8,24,24,0,Matches
Paul Bellón,mx MEX,DF,26-209,6.5,14,10,12,1,1,8,18,44.4,10,6,3,3,14,28,22,1,Matches
José David Ramírez,mx MEX,"DF,MF",28-016,6.4,7,5,3,3,1,5,12,41.7,7,3,1,2,2,9,7,0,Matches
Brian Rubio,mx MEX,FW,27-051,4.9,4,0,0,1,3,1,4,25.0,3,1,0,1,1,5,9,0,Matches
Borja Sánchez Laborde,es ESP,"MF,DF",27-307,3.9,8,5,6,1,1,3,10,30.0,7,3,0,3,0,8,3,0,Matches
Víctor Dávila,cl CHI,FW,26-056,2.8,1,1,0,1,0,1,3,33.3,2,4,0,4,0,1,1,0,Matches
Omar Fernández Frasica,co COL,"MF,FW",30-322,4.0,3,2,2,1,0,1,8,12.5,7,8,0,8,3,6,2,0,Matches
Jesús Angulo,mx MEX,MF,26-313,1.8,4,4,1,3,0,1,1,100.0,0,2,0,2,0,4,1,0,Matches
Héctor Uribe,mx MEX,"MF,DF",19-209,1.5,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,Matches
Sebastian Santos,mx MEX,"FW,MF",20-343,1.4,5,2,1,3,1,3,3,100.0,0,1,0,1,0,5,0,0,Matches
Alfonso Blanco Antúnez,mx MEX,GK,36-152,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
Luís Cervantes,mx MEX,DF,22-324,0.4,3,1,2,1,0,2,2,100.0,0,0,0,0,0,3,1,0,Matches
Oscar Villa,mx MEX,DF,22-309,0.4,1,1,0,0,1,0,1,0.0,1,1,0,1,1,2,1,0,Matches
Squad Total,,,29.0,17.0,300,196,136,128,36,147,297,49.5,150,140,47,93,136,436,250,6,
Opponent Total,,,28.1,17.0,279,175,144,108,27,118,286,41.3,168,205,69,136,145,424,380,0,
