Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Rodolfo Cota,mx MEX,GK,36-180,16.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Adonis Frías,ar ARG,DF,25-288,16.0,0,20,3,15.0,1.25,0.19,0.0,0.0,14.9,1,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches
Ángel Mena,ec ECU,"FW,MF",35-343,13.7,2,24,8,33.3,1.75,0.58,0.08,0.25,19.5,4,0,0,1.6,1.6,0.07,0.4,0.4,Matches
Iván Moreno,mx MEX,"DF,MF",25-347,12.0,1,13,6,46.2,1.08,0.5,0.08,0.17,18.0,0,0,0,0.9,0.9,0.07,0.1,0.1,Matches
Osvaldo Rodríguez del Portal,mx MEX,DF,27-111,11.5,1,10,3,30.0,0.87,0.26,0.1,0.33,14.7,0,0,0,1.0,1.0,0.1,0.0,0.0,Matches
Lucas Romero,ar ARG,MF,29-256,10.8,0,10,2,20.0,0.92,0.18,0.0,0.0,23.4,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
José Iván Rodríguez,mx MEX,MF,27-196,11.2,0,5,0,0.0,0.45,0.0,0.0,,29.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
William Tesillo,co COL,DF,33-331,10.8,0,9,0,0.0,0.84,0.0,0.0,,20.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Alfonso Alvarado,mx MEX,"FW,MF",23-292,9.9,2,24,13,54.2,2.42,1.31,0.08,0.15,17.5,0,0,0,1.9,1.9,0.08,0.1,0.1,Matches
Federico Viñas,uy URU,FW,25-183,8.8,6,35,16,45.7,3.98,1.82,0.17,0.38,13.4,0,0,0,4.1,4.1,0.12,1.9,1.9,Matches
Elías Hernández,mx MEX,"MF,DF",35-245,7.8,0,13,4,30.8,1.67,0.51,0.0,0.0,24.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Nicolás López,uy URU,"FW,MF",30-090,7.7,3,41,13,31.7,5.36,1.7,0.07,0.23,21.9,1,0,0,2.8,2.8,0.07,0.2,0.2,Matches
Fidel Ambríz,mx MEX,MF,20-284,7.8,1,22,6,27.3,2.82,0.77,0.05,0.17,19.6,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
Jaine Barreiro,co COL,DF,29-194,7.0,1,10,5,50.0,1.43,0.72,0.1,0.2,10.6,0,0,0,1.8,1.8,0.18,-0.8,-0.8,Matches
Paul Bellón,mx MEX,DF,26-209,6.5,1,4,2,50.0,0.62,0.31,0.25,0.5,10.7,0,0,0,0.2,0.2,0.06,0.8,0.8,Matches
José David Ramírez,mx MEX,"DF,MF",28-016,6.4,0,3,2,66.7,0.47,0.31,0.0,0.0,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Brian Rubio,mx MEX,FW,27-051,4.9,1,12,3,25.0,2.43,0.61,0.08,0.33,13.1,0,0,0,1.9,1.9,0.16,-0.9,-0.9,Matches
Borja Sánchez Laborde,es ESP,"MF,DF",27-307,3.9,1,6,2,33.3,1.53,0.51,0.17,0.5,18.2,0,0,0,0.5,0.5,0.09,0.5,0.5,Matches
Víctor Dávila,cl CHI,FW,26-056,2.8,0,12,4,33.3,4.22,1.41,0.0,0.0,19.6,1,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Omar Fernández Frasica,co COL,"MF,FW",30-322,4.0,1,3,3,100.0,0.76,0.76,0.33,0.33,12.8,0,0,0,1.4,1.4,0.47,-0.4,-0.4,Matches
Jesús Angulo,mx MEX,MF,26-313,1.8,1,3,2,66.7,1.69,1.13,0.33,0.5,19.1,0,0,0,0.3,0.3,0.08,0.7,0.7,Matches
Héctor Uribe,mx MEX,"MF,DF",19-209,1.5,0,2,1,50.0,1.33,0.67,0.0,0.0,15.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
Sebastian Santos,mx MEX,"FW,MF",20-343,1.4,0,5,2,40.0,3.6,1.44,0.0,0.0,19.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Alfonso Blanco Antúnez,mx MEX,GK,36-152,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luís Cervantes,mx MEX,DF,22-324,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Oscar Villa,mx MEX,DF,22-309,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Squad Total,,,29.0,17.0,22,286,100,35.0,16.82,5.88,0.08,0.22,18.1,7,0,0,24.2,24.2,0.09,-2.2,-2.2,
Opponent Total,,,28.1,17.0,21,197,57,28.9,11.59,3.35,0.1,0.33,19.7,10,2,3,17.9,15.6,0.08,3.1,3.4,
