Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Rodolfo Cota,mx MEX,GK,36-180,16.0,450,390,447,3,0,0,450,1,1,100.0,0,0.0,235,1356,825,0,0,0,0,0,140,0,Matches
Adonis Frías,ar ARG,DF,25-288,16.0,1033,70,406,553,84,17,1033,7,5,71.4,2,28.6,640,3308,1964,20,23,1,8,3,703,5,Matches
Ángel Mena,ec ECU,"FW,MF",35-343,13.7,949,18,79,393,486,62,949,43,28,65.1,13,30.2,627,4161,2135,74,51,19,31,16,733,127,Matches
Iván Moreno,mx MEX,"DF,MF",25-347,12.0,771,20,135,315,326,26,771,29,11,37.9,17,58.6,431,2540,1337,40,34,8,28,12,500,100,Matches
Osvaldo Rodríguez del Portal,mx MEX,DF,27-111,11.5,755,33,270,355,140,18,755,11,6,54.5,5,45.5,388,1680,761,7,10,0,16,2,462,31,Matches
Lucas Romero,ar ARG,MF,29-256,10.8,777,16,141,496,147,8,777,12,7,58.3,4,33.3,487,2025,958,10,22,2,15,9,575,13,Matches
José Iván Rodríguez,mx MEX,MF,27-196,11.2,684,22,145,469,77,2,684,12,9,75.0,3,25.0,364,1811,830,14,12,0,10,7,455,12,Matches
William Tesillo,co COL,DF,33-331,10.8,778,62,352,329,105,18,778,15,7,46.7,8,53.3,419,1980,1029,12,4,1,11,2,482,24,Matches
Alfonso Alvarado,mx MEX,"FW,MF",23-292,9.9,312,12,39,151,125,38,312,15,8,53.3,7,46.7,187,1058,350,7,11,3,27,7,226,36,Matches
Federico Viñas,uy URU,FW,25-183,8.8,257,9,14,105,142,44,257,18,10,55.6,7,38.9,158,874,311,8,8,4,28,13,191,48,Matches
Elías Hernández,mx MEX,"MF,DF",35-245,7.8,506,7,72,216,227,19,506,20,9,45.0,10,50.0,280,1573,739,18,12,4,9,6,332,49,Matches
Nicolás López,uy URU,"FW,MF",30-090,7.7,444,3,28,142,279,41,444,27,17,63.0,9,33.3,286,1523,650,25,22,5,22,19,335,63,Matches
Fidel Ambríz,mx MEX,MF,20-284,7.8,534,9,97,322,119,23,534,10,6,60.0,4,40.0,307,1628,753,14,14,1,6,9,397,9,Matches
Jaine Barreiro,co COL,DF,29-194,7.0,488,38,179,244,73,15,488,8,3,37.5,3,37.5,298,1632,1038,15,14,0,8,4,323,12,Matches
Paul Bellón,mx MEX,DF,26-209,6.5,406,68,245,149,15,6,406,2,2,100.0,0,0.0,235,1098,514,1,1,0,2,2,267,2,Matches
José David Ramírez,mx MEX,"DF,MF",28-016,6.4,438,5,66,225,154,11,438,9,5,55.6,3,33.3,264,1595,756,20,10,6,9,6,318,60,Matches
Brian Rubio,mx MEX,FW,27-051,4.9,209,9,18,100,94,24,209,6,5,83.3,1,16.7,128,778,198,8,5,2,25,8,160,27,Matches
Borja Sánchez Laborde,es ESP,"MF,DF",27-307,3.9,255,3,34,122,101,13,255,21,13,61.9,7,33.3,170,1035,398,11,9,2,10,11,194,33,Matches
Víctor Dávila,cl CHI,FW,26-056,2.8,190,1,7,80,103,18,190,6,3,50.0,3,50.0,118,538,228,7,7,1,9,6,152,29,Matches
Omar Fernández Frasica,co COL,"MF,FW",30-322,4.0,310,5,50,168,94,5,310,10,5,50.0,5,50.0,201,1363,688,13,13,1,3,7,232,25,Matches
Jesús Angulo,mx MEX,MF,26-313,1.8,126,0,14,72,42,4,126,8,4,50.0,3,37.5,73,374,98,3,2,1,6,4,96,12,Matches
Héctor Uribe,mx MEX,"MF,DF",19-209,1.5,68,2,14,29,25,4,68,5,1,20.0,3,60.0,55,427,258,5,3,1,7,2,53,11,Matches
Sebastian Santos,mx MEX,"FW,MF",20-343,1.4,71,0,7,34,32,10,71,3,1,33.3,1,33.3,45,451,197,7,2,3,7,3,55,9,Matches
Alfonso Blanco Antúnez,mx MEX,GK,36-152,1.0,24,22,24,0,0,0,24,0,0,,0,,13,56,44,0,0,0,0,0,8,0,Matches
Luís Cervantes,mx MEX,DF,22-324,0.4,41,0,8,18,15,0,41,1,1,100.0,0,0.0,16,82,54,1,2,0,2,2,21,5,Matches
Oscar Villa,mx MEX,DF,22-309,0.4,26,1,9,12,6,0,26,1,1,100.0,0,0.0,10,88,43,0,1,0,0,1,9,3,Matches
Squad Total,,,29.0,17.0,10902,825,2900,5102,3011,426,10902,300,168,56.0,118,39.3,6435,35034,17156,340,292,65,299,161,7419,745,
Opponent Total,,,28.1,17.0,8528,1070,2951,3767,1937,281,8525,319,150,47.0,147,46.1,4181,23567,11536,225,184,55,267,153,5020,550,
