Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Miguel Rodríguez,mx MEX,DF,20-253,16.7,38,30,22,11,5,20,29,69.0,9,22,1,21,21,59,42,0,Matches
Gustavo Cabral,ar ARG,DF,38-077,16.0,17,11,12,5,0,7,16,43.8,9,25,17,8,21,38,59,0,Matches
Sergio Barreto,ar ARG,DF,24-254,15.3,31,18,24,7,0,19,27,70.4,8,19,7,12,27,58,96,0,Matches
Carlos Moreno,mx MEX,GK,25-335,14.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,3,3,Matches
Erick Sánchez,mx MEX,"MF,FW",24-094,12.8,26,16,9,14,3,14,31,45.2,17,20,5,15,15,41,16,0,Matches
Lucas Di Yorio,ar ARG,FW,27-038,11.3,16,9,0,11,5,5,13,38.5,8,11,2,9,3,19,9,0,Matches
Elias Montiel,mx MEX,MF,18-084,10.0,17,12,4,10,3,3,20,15.0,17,5,3,2,8,25,6,0,Matches
Roberto de la Rosa,mx MEX,"FW,MF",23-360,8.7,1,1,1,0,0,1,4,25.0,3,5,0,5,1,2,16,0,Matches
José Castillo Pérez,mx MEX,DF,22-028,8.3,21,14,11,9,1,16,18,88.9,2,15,5,10,8,29,22,0,Matches
Marino Hinestroza,co COL,"MF,FW",21-175,7.7,9,6,2,6,1,4,12,33.3,8,10,0,10,3,12,3,0,Matches
David Terans,uy URU,"MF,FW",29-141,6.1,4,3,1,2,1,1,5,20.0,4,4,0,4,0,4,1,0,Matches
Byron Castillo,ec ECU,DF,25-050,7.3,25,15,14,9,2,9,17,52.9,8,10,2,8,5,30,27,0,Matches
Jesús Hernández,mx MEX,"MF,FW",22-151,5.9,7,4,3,3,1,3,9,33.3,6,13,0,13,1,8,3,0,Matches
Celso Ortiz,py PAR,MF,34-338,5.6,23,12,8,13,2,10,22,45.5,12,5,2,3,10,33,7,0,Matches
Jorge Berlanga,mx MEX,DF,20-165,5.3,6,5,2,4,0,3,7,42.9,4,8,1,7,8,14,21,0,Matches
Bryan González,mx MEX,"MF,FW",20-264,3.9,5,3,1,2,2,0,3,0.0,3,7,0,7,2,7,2,1,Matches
Pedro Pedraza,mx MEX,MF,23-244,5.2,22,13,11,11,0,13,26,50.0,13,11,1,10,11,33,1,0,Matches
Oussama Idrissi,ma MAR,"FW,MF",27-307,3.6,10,7,3,4,3,5,14,35.7,9,4,0,4,1,11,1,0,Matches
Óscar Ustari,ar ARG,GK,37-180,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Illian Hernandez,mx MEX,FW,23-262,4.5,3,2,0,2,1,1,5,20.0,4,5,0,5,0,3,11,0,Matches
Francisco Antonio Figueroa,mx MEX,"MF,FW",24-200,2.2,2,2,1,1,0,1,9,11.1,8,6,0,6,2,4,0,0,Matches
Jahaziel Marchand,mx MEX,MF,22-093,2.2,5,5,1,3,1,3,5,60.0,2,6,1,5,3,8,2,0,Matches
Alexei Dominguez,mx MEX,"MF,FW",18-361,2.0,6,6,2,4,0,2,3,66.7,1,4,0,4,1,7,1,0,Matches
Paulino,es ESP,MF,26-186,1.4,3,0,1,1,1,1,3,33.3,2,1,0,1,1,4,0,0,Matches
Israel Luna,mx MEX,MF,21-282,1.2,4,2,2,2,0,1,3,33.3,2,0,0,0,1,5,1,0,Matches
Javier Eduardo López,mx MEX,"MF,FW",29-104,2.9,4,2,2,1,1,2,5,40.0,3,1,0,1,0,4,1,0,Matches
René López,mx MEX,DF,21-360,0.8,3,2,1,0,2,1,1,100.0,0,2,0,2,0,3,0,0,Matches
Luis Sánchez,mx MEX,DF,23-241,0.7,1,1,0,0,1,1,1,100.0,0,1,1,0,2,3,2,0,Matches
Owen González,mx MEX,"MF,FW",20-163,1.6,1,0,1,0,0,0,1,0.0,1,3,0,3,1,2,0,0,Matches
Fernando Ovelar,py PAR,"MF,FW",19-358,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Squad Total,,,25.4,17.0,311,202,140,135,36,147,313,47.0,166,223,48,175,157,468,354,4,
Opponent Total,,,28.0,17.0,376,221,173,175,28,173,355,48.7,182,226,75,151,161,537,305,3,
