Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
Miguel Rodríguez,mx MEX,DF,20-253,16.7,0,9,4,44.4,0.54,0.24,0.0,0.0,26.2,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Gustavo Cabral,ar ARG,DF,38-077,16.0,0,7,2,28.6,0.44,0.12,0.0,0.0,19.0,0,0,1,1.1,0.3,0.04,-1.1,-0.3,Matches
Sergio Barreto,ar ARG,DF,24-254,15.3,0,12,2,16.7,0.78,0.13,0.0,0.0,15.9,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Carlos Moreno,mx MEX,GK,25-335,14.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Erick Sánchez,mx MEX,"MF,FW",24-094,12.8,4,25,11,44.0,1.95,0.86,0.16,0.36,26.7,1,0,0,1.5,1.5,0.06,2.5,2.5,Matches
Lucas Di Yorio,ar ARG,FW,27-038,11.3,2,41,17,41.5,3.61,1.5,0.05,0.12,15.1,3,0,0,5.2,5.2,0.13,-3.2,-3.2,Matches
Elias Montiel,mx MEX,MF,18-084,10.0,0,9,2,22.2,0.9,0.2,0.0,0.0,27.8,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Roberto de la Rosa,mx MEX,"FW,MF",23-360,8.7,1,38,10,26.3,4.38,1.15,0.03,0.1,19.7,0,0,0,3.5,3.5,0.09,-2.5,-2.5,Matches
José Castillo Pérez,mx MEX,DF,22-028,8.3,0,9,1,11.1,1.08,0.12,0.0,0.0,12.6,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
Marino Hinestroza,co COL,"MF,FW",21-175,7.7,1,19,5,26.3,2.47,0.65,0.05,0.2,19.4,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
David Terans,uy URU,"MF,FW",29-141,6.1,0,28,10,35.7,4.57,1.63,0.0,0.0,24.2,3,0,0,2.1,2.1,0.07,-2.1,-2.1,Matches
Byron Castillo,ec ECU,DF,25-050,7.3,0,7,1,14.3,0.96,0.14,0.0,0.0,25.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Jesús Hernández,mx MEX,"MF,FW",22-151,5.9,1,10,4,40.0,1.69,0.67,0.1,0.25,15.5,0,0,0,0.8,0.8,0.08,0.2,0.2,Matches
Celso Ortiz,py PAR,MF,34-338,5.6,0,3,0,0.0,0.54,0.0,0.0,,25.8,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Jorge Berlanga,mx MEX,DF,20-165,5.3,0,2,0,0.0,0.38,0.0,0.0,,21.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
