Player,Nation,Pos,Age,MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Matches
Miguel Rodríguez,mx MEX,DF,20-253,17,1503.0,88.0,98.2,16.7,17,88.0,15,0,,0,1.29,16.0,25.0,-9.0,-0.54,6.13,23.4,27.4,-4.1,-0.24,2.35,Matches
Gustavo Cabral,ar ARG,DF,38-077,16,1440.0,90.0,94.1,16.0,16,90.0,16,0,,0,1.31,15.0,26.0,-11.0,-0.69,-0.69,22.8,26.7,-3.9,-0.24,0.7,Matches
Sergio Barreto,ar ARG,DF,24-254,16,1380.0,86.0,90.2,15.3,15,90.0,15,1,30.0,0,1.31,15.0,26.0,-11.0,-0.72,-0.72,21.4,26.3,-4.9,-0.32,-0.32,Matches
Carlos Moreno,mx MEX,GK,25-335,14,1260.0,90.0,82.4,14.0,14,90.0,14,0,,3,1.43,14.0,21.0,-7.0,-0.5,0.83,17.2,24.5,-7.3,-0.52,-1.33,Matches
Erick Sánchez,mx MEX,"MF,FW",24-094,14,1152.0,82.0,75.3,12.8,13,86.0,9,1,30.0,0,1.43,13.0,20.0,-7.0,-0.55,0.41,16.4,21.1,-4.8,-0.37,-0.35,Matches
Lucas Di Yorio,ar ARG,FW,27-038,15,1021.0,68.0,66.7,11.3,12,77.0,4,3,31.0,2,1.2,9.0,18.0,-9.0,-0.79,-0.44,16.1,19.0,-2.9,-0.26,0.08,Matches
Elias Montiel,mx MEX,MF,18-084,11,897.0,82.0,58.6,10.0,10,88.0,7,1,21.0,6,1.18,7.0,18.0,-11.0,-1.1,-1.1,10.5,15.6,-5.1,-0.51,-0.55,Matches
Roberto de la Rosa,mx MEX,"FW,MF",23-360,15,781.0,52.0,51.0,8.7,10,65.0,1,5,26.0,2,1.27,10.0,15.0,-5.0,-0.58,0.14,14.7,13.0,1.7,0.2,0.98,Matches
José Castillo Pérez,mx MEX,DF,22-028,9,750.0,83.0,49.0,8.3,9,83.0,7,0,,2,1.56,9.0,10.0,-1.0,-0.12,1.03,10.4,13.7,-3.3,-0.39,-0.21,Matches
Marino Hinestroza,co COL,"MF,FW",21-175,13,692.0,53.0,45.2,7.7,9,68.0,0,4,19.0,4,1.23,7.0,8.0,-1.0,-0.13,0.94,8.6,9.5,-0.9,-0.12,0.3,Matches
David Terans,uy URU,"MF,FW",29-141,11,551.0,50.0,36.0,6.1,8,58.0,0,3,28.0,4,1.27,4.0,8.0,-4.0,-0.65,-0.01,6.5,9.7,-3.2,-0.52,-0.37,Matches
Byron Castillo,ec ECU,DF,25-050,10,655.0,66.0,42.8,7.3,7,83.0,4,3,24.0,6,1.1,7.0,12.0,-5.0,-0.69,-0.07,12.5,11.0,1.4,0.2,0.84,Matches
Jesús Hernández,mx MEX,"MF,FW",22-151,10,534.0,53.0,34.9,5.9,6,78.0,3,4,17.0,4,1.5,6.0,13.0,-7.0,-1.18,-0.82,10.1,12.2,-2.1,-0.36,-0.11,Matches
Celso Ortiz,py PAR,MF,34-338,11,502.0,46.0,32.8,5.6,6,70.0,2,5,16.0,0,1.64,6.0,6.0,0.0,0.0,0.96,7.2,10.5,-3.3,-0.58,-0.45,Matches
Jorge Berlanga,mx MEX,DF,20-165,7,475.0,68.0,31.0,5.3,5,84.0,4,2,28.0,5,1.29,4.0,9.0,-5.0,-0.95,-0.44,6.1,10.5,-4.4,-0.82,-0.78,Matches
