Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
Miguel Rodríguez,mx MEX,DF,20-253,16.7,1011,31,297,489,240,22,1011,42,20,47.6,21,50.0,482,2882,1488,41,29,13,33,17,480,66,Matches
Gustavo Cabral,ar ARG,DF,38-077,16.0,887,82,404,462,30,17,886,2,1,50.0,1,50.0,449,1783,882,2,2,0,3,6,466,0,Matches
Sergio Barreto,ar ARG,DF,24-254,15.3,828,98,411,404,19,12,828,1,0,0.0,1,100.0,361,1542,743,5,1,0,14,0,369,1,Matches
Carlos Moreno,mx MEX,GK,25-335,14.0,443,385,442,1,0,0,443,1,0,0.0,1,100.0,182,920,588,0,0,0,0,0,115,0,Matches
Erick Sánchez,mx MEX,"MF,FW",24-094,12.8,878,22,137,541,214,12,878,33,18,54.5,11,33.3,501,2912,1664,31,40,3,28,11,556,37,Matches
Lucas Di Yorio,ar ARG,FW,27-038,11.3,358,13,21,138,202,68,358,26,8,30.8,16,61.5,187,1335,522,25,14,14,26,20,264,71,Matches
Elias Montiel,mx MEX,MF,18-084,10.0,562,11,77,391,103,5,562,23,15,65.2,8,34.8,362,2092,994,19,16,1,19,20,393,21,Matches
Roberto de la Rosa,mx MEX,"FW,MF",23-360,8.7,387,12,28,188,175,33,387,20,10,50.0,10,50.0,246,1359,549,15,14,5,28,9,296,76,Matches
José Castillo Pérez,mx MEX,DF,22-028,8.3,624,30,159,306,164,20,624,7,2,28.6,5,71.4,308,1652,868,20,16,5,8,7,323,40,Matches
Marino Hinestroza,co COL,"MF,FW",21-175,7.7,371,2,30,184,166,25,371,51,27,52.9,21,41.2,261,1830,855,21,19,8,29,20,273,61,Matches
David Terans,uy URU,"MF,FW",29-141,6.1,293,1,10,137,148,22,293,13,9,69.2,4,30.8,176,997,471,13,10,5,20,6,203,34,Matches
Byron Castillo,ec ECU,DF,25-050,7.3,460,23,106,219,139,7,460,23,6,26.1,11,47.8,225,1086,514,16,13,2,14,8,256,45,Matches
Jesús Hernández,mx MEX,"MF,FW",22-151,5.9,317,5,35,134,150,28,317,19,10,52.6,9,47.4,195,1316,615,27,9,12,28,21,224,50,Matches
Celso Ortiz,py PAR,MF,34-338,5.6,330,19,72,229,34,6,330,3,2,66.7,1,33.3,167,776,329,4,5,1,6,5,174,3,Matches
Jorge Berlanga,mx MEX,DF,20-165,5.3,337,18,122,194,22,3,337,0,0,,0,,170,708,318,2,3,0,2,0,193,2,Matches
Bryan González,mx MEX,"MF,FW",20-264,3.9,162,3,14,77,73,12,162,12,5,41.7,7,58.3,106,496,223,9,4,4,10,4,115,25,Matches
Pedro Pedraza,mx MEX,MF,23-244,5.2,318,9,60,227,35,3,318,5,2,40.0,2,40.0,190,909,365,4,6,1,5,3,188,2,Matches
Oussama Idrissi,ma MAR,"FW,MF",27-307,3.6,213,2,27,94,95,13,213,25,13,52.0,10,40.0,146,1043,413,10,13,5,9,9,142,28,Matches
Óscar Ustari,ar ARG,GK,37-180,3.0,92,73,92,0,0,0,92,0,0,,0,,42,197,122,0,0,0,0,0,22,0,Matches
Illian Hernandez,mx MEX,FW,23-262,4.5,176,12,18,85,73,24,175,5,0,0.0,4,80.0,78,388,148,5,4,3,17,2,108,19,Matches
Francisco Antonio Figueroa,mx MEX,"MF,FW",24-200,2.2,114,0,2,42,72,6,114,19,8,42.1,10,52.6,80,743,391,11,11,3,6,5,85,18,Matches
Jahaziel Marchand,mx MEX,MF,22-093,2.2,120,4,23,83,18,1,120,3,2,66.7,1,33.3,60,222,92,2,3,1,1,2,60,2,Matches
Alexei Dominguez,mx MEX,"MF,FW",18-361,2.0,99,1,11,39,51,3,99,9,4,44.4,5,55.6,58,385,171,5,4,3,4,4,67,24,Matches
Paulino,es ESP,MF,26-186,1.4,99,0,8,54,42,4,99,11,8,72.7,3,27.3,63,364,162,6,4,0,2,4,74,10,Matches
Israel Luna,mx MEX,MF,21-282,1.2,74,2,9,49,16,1,74,1,0,0.0,1,100.0,40,226,118,3,3,0,3,2,45,1,Matches
Javier Eduardo López,mx MEX,"MF,FW",29-104,2.9,181,2,8,75,101,9,181,6,4,66.7,2,33.3,103,457,223,6,3,1,9,6,131,20,Matches
René López,mx MEX,DF,21-360,0.8,46,2,8,23,16,0,46,4,3,75.0,1,25.0,30,157,45,1,1,0,1,2,29,9,Matches
Luis Sánchez,mx MEX,DF,23-241,0.7,35,2,11,17,7,0,35,0,0,,0,,14,57,25,0,0,0,3,2,16,2,Matches
Owen González,mx MEX,"MF,FW",20-163,1.6,85,0,6,27,54,8,85,5,3,60.0,2,40.0,58,345,174,7,5,3,5,7,59,19,Matches
Fernando Ovelar,py PAR,"MF,FW",19-358,0.4,19,0,3,13,7,0,19,7,2,28.6,5,71.4,16,151,77,2,1,0,0,1,14,3,Matches
Squad Total,,,25.4,17.0,9919,864,2651,4922,2466,364,9917,376,182,48.4,173,46.0,5356,29330,14149,312,253,93,333,203,5740,689,
Opponent Total,,,28.0,17.0,10525,1112,3372,4795,2484,331,10522,340,166,48.8,147,43.2,5614,29188,14066,291,250,57,308,164,6311,611,
