Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Miguel Rodríguez,mx MEX,DF,20-253,16.7,5,0,0,25,16,0,55,21,30,0,0,0,133,25,19,56.8,Matches
Gustavo Cabral,ar ARG,DF,38-077,16.0,7,0,0,11,8,0,1,21,11,0,0,0,125,56,36,60.9,Matches
Sergio Barreto,ar ARG,DF,24-254,15.3,5,0,0,15,7,0,1,27,18,0,2,0,103,64,26,71.1,Matches
Carlos Moreno,mx MEX,GK,25-335,14.0,3,0,0,1,3,0,0,1,1,0,1,0,20,2,0,100.0,Matches
Erick Sánchez,mx MEX,"MF,FW",24-094,12.8,4,0,0,19,32,0,8,15,16,0,0,0,110,9,14,39.1,Matches
Lucas Di Yorio,ar ARG,FW,27-038,11.3,1,0,0,20,22,5,12,3,9,0,0,0,17,49,42,53.8,Matches
Elias Montiel,mx MEX,MF,18-084,10.0,1,0,0,6,10,0,7,8,12,0,0,0,82,11,16,40.7,Matches
Roberto de la Rosa,mx MEX,"FW,MF",23-360,8.7,0,0,0,5,4,3,10,1,1,0,0,0,34,11,26,29.7,Matches
José Castillo Pérez,mx MEX,DF,22-028,8.3,1,0,0,11,6,0,38,8,14,0,0,0,63,24,19,55.8,Matches
Marino Hinestroza,co COL,"MF,FW",21-175,7.7,1,0,0,9,16,2,21,3,6,1,0,0,44,3,9,25.0,Matches
David Terans,uy URU,"MF,FW",29-141,6.1,4,0,0,13,5,3,24,0,3,0,0,0,25,0,12,0.0,Matches
Byron Castillo,ec ECU,DF,25-050,7.3,4,1,1,15,20,0,34,5,15,1,0,0,29,3,6,33.3,Matches
Jesús Hernández,mx MEX,"MF,FW",22-151,5.9,0,0,0,8,15,0,21,1,4,0,0,0,29,4,9,30.8,Matches
Celso Ortiz,py PAR,MF,34-338,5.6,2,0,0,16,5,0,1,10,12,0,0,0,50,6,10,37.5,Matches
Jorge Berlanga,mx MEX,DF,20-165,5.3,0,0,0,2,0,0,1,8,5,0,0,0,29,11,15,42.3,Matches
Bryan González,mx MEX,"MF,FW",20-264,3.9,1,0,0,4,4,0,12,2,3,0,0,0,12,7,3,70.0,Matches
Pedro Pedraza,mx MEX,MF,23-244,5.2,1,0,0,10,5,0,1,11,13,0,0,0,38,4,8,33.3,Matches
Oussama Idrissi,ma MAR,"FW,MF",27-307,3.6,3,1,1,11,2,0,21,1,7,0,0,0,16,0,1,0.0,Matches
Óscar Ustari,ar ARG,GK,37-180,3.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches
Illian Hernandez,mx MEX,FW,23-262,4.5,1,0,0,5,3,1,0,0,2,0,0,0,15,26,35,42.6,Matches
Francisco Antonio Figueroa,mx MEX,"MF,FW",24-200,2.2,0,0,0,3,5,1,16,2,2,0,0,0,7,0,2,0.0,Matches
Jahaziel Marchand,mx MEX,MF,22-093,2.2,0,0,0,8,2,0,0,3,5,0,0,0,15,5,2,71.4,Matches
Alexei Dominguez,mx MEX,"MF,FW",18-361,2.0,0,0,0,2,2,0,5,1,6,0,0,0,12,1,2,33.3,Matches
Paulino,es ESP,MF,26-186,1.4,1,0,0,3,5,0,5,1,0,0,0,0,14,2,3,40.0,Matches
Israel Luna,mx MEX,MF,21-282,1.2,0,0,0,0,0,0,1,1,2,0,0,0,3,1,3,25.0,Matches
Javier Eduardo López,mx MEX,"MF,FW",29-104,2.9,0,0,0,2,3,0,17,0,2,0,0,0,11,1,1,50.0,Matches
René López,mx MEX,DF,21-360,0.8,0,0,0,0,0,0,4,0,2,0,0,0,7,1,0,100.0,Matches
Luis Sánchez,mx MEX,DF,23-241,0.7,0,0,0,0,0,0,1,2,1,0,0,0,4,2,1,66.7,Matches
Owen González,mx MEX,"MF,FW",20-163,1.6,1,0,0,3,1,0,2,1,0,0,0,0,10,1,4,20.0,Matches
Fernando Ovelar,py PAR,"MF,FW",19-358,0.4,0,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0.0,Matches
Squad Total,,,25.4,17.0,46,2,2,227,202,15,319,157,202,2,3,0,1068,329,325,50.3,
Opponent Total,,,28.0,17.0,45,2,0,216,212,18,310,161,221,3,2,1,1086,325,329,49.7,
