Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
Diogo Costa,pt POR,GK,24-102,15.0,0,0,0,0,4,0,0,0,0,0,0,0,28,1,2,33.3,Matches
Pepê,br BRA,"MF,DF",26-309,13.2,1,0,0,10,36,2,18,14,7,0,0,0,82,6,11,35.3,Matches
Stephen Eustáquio,ca CAN,MF,27-009,13.1,2,0,0,20,11,0,40,14,21,1,0,0,70,19,21,47.5,Matches
Mehdi Taremi,ir IRN,FW,31-165,12.9,3,0,0,19,25,14,0,7,15,1,0,0,37,22,27,44.9,Matches
João Mário Lopes,pt POR,DF,23-361,10.6,1,0,0,13,18,1,38,4,7,0,1,0,52,7,8,46.7,Matches
Alan Varela,ar ARG,MF,22-179,9.2,5,0,0,14,7,0,4,12,7,0,0,0,55,7,7,50.0,Matches
Galeno,br BRA,"MF,DF",26-069,10.1,2,0,0,9,20,1,26,7,7,0,1,0,43,11,14,44.0,Matches
Pepe,pt POR,DF,40-307,7.2,2,1,0,5,12,1,4,11,10,0,0,0,46,18,15,54.5,Matches
Evanilson,br BRA,FW,24-085,7.0,2,0,0,9,24,2,3,1,1,1,0,0,20,10,16,38.5,Matches
Fábio Cardoso,pt POR,DF,29-255,6.9,3,1,0,9,6,0,2,5,2,0,0,0,20,17,20,45.9,Matches
David Carmo,pt POR,DF,24-164,6.8,6,1,1,16,0,0,0,2,4,0,0,0,31,25,11,69.4,Matches
Wendell,br BRA,DF,30-163,6.9,6,1,1,13,18,1,36,3,8,0,0,0,44,14,4,77.8,Matches
Iván Marcano,es ESP,DF,36-190,4.1,1,0,0,1,2,0,3,4,4,0,0,0,20,12,6,66.7,Matches
Zé Pedro Figueiredo,pt POR,DF,26-207,4.7,1,0,0,4,4,0,4,6,3,0,0,0,26,21,5,80.8,Matches
André Franco,pt POR,"MF,FW",25-262,4.1,1,0,0,10,5,0,20,4,5,0,0,0,23,0,3,0.0,Matches
Nicolás González,es ESP,MF,21-361,4.1,4,0,0,11,1,0,3,1,8,0,0,0,32,12,5,70.6,Matches
Toni Martínez,es ESP,FW,26-183,4.0,3,0,0,9,3,3,4,0,0,0,0,0,5,15,12,55.6,Matches
Jorge Eduardo Sánchez,mx MEX,DF,26-020,3.9,3,0,0,11,0,0,8,4,6,0,1,0,15,3,3,50.0,Matches
Zaidu Sanusi,ng NGA,DF,26-200,2.8,0,0,0,7,1,0,14,4,2,0,0,0,18,8,3,72.7,Matches
Francisco Conceição,pt POR,"MF,FW",21-016,3.7,6,0,0,13,9,1,17,0,5,0,0,0,16,0,4,0.0,Matches
Ivan Jaime Pajuelo,es ESP,MF,23-095,2.9,0,0,0,5,11,0,20,2,3,0,0,0,20,2,2,50.0,Matches
João Miguel,pt POR,DF,23-261,2.1,0,0,0,1,1,0,9,2,1,0,0,0,7,1,1,50.0,Matches
Romário Baró,pt POR,"MF,FW",23-339,1.4,0,0,0,1,3,0,2,0,1,0,0,0,2,0,2,0.0,Matches
Gonçalo Borges,pt POR,"MF,DF",22-276,2.3,2,0,0,6,4,3,25,0,3,1,0,0,8,0,3,0.0,Matches
Fran Navarro,es ESP,"FW,MF",25-330,1.9,0,0,0,3,5,2,3,3,0,0,0,0,8,3,8,27.3,Matches
Marko Grujić,rs SRB,MF,27-261,1.3,1,0,0,3,1,0,0,1,5,0,0,0,11,6,6,50.0,Matches
Otávio,pt POR,"MF,FW",28-324,1.0,1,0,0,3,2,0,3,0,0,0,0,0,2,1,3,25.0,Matches
Danny Loader,eng ENG,"FW,DF",23-124,0.5,1,0,0,3,2,0,0,0,0,0,0,0,4,4,1,80.0,Matches
Squad Total,,,26.9,15.0,57,4,2,228,235,31,306,111,135,4,3,0,745,245,223,52.4,
Opponent Total,,,26.5,15.0,56,1,1,241,218,29,239,114,130,2,4,0,692,223,245,47.6,
