Player,Nation,Pos,Age,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Matches
José Abella,mx MEX,DF,29-323,17.0,3,0,0,15,14,0,50,21,20,0,0,0,71,12,20,37.5,Matches
Hugo Nervo,ar ARG,DF,32-358,17.0,2,0,0,10,9,0,0,24,16,0,0,0,83,46,39,54.1,Matches
Camilo Vargas,co COL,GK,34-296,17.0,3,0,0,1,2,0,0,1,0,0,1,0,30,1,0,100.0,Matches
Luis Ricardo Reyes,mx MEX,DF,32-271,15.8,0,0,0,12,14,0,112,22,26,0,2,0,76,15,14,51.7,Matches
Jordy Caicedo,ec ECU,FW,26-042,12.8,3,0,0,23,10,11,4,3,3,0,0,0,24,37,36,50.7,Matches
Aldo Rocha,mx MEX,MF,31-054,12.2,6,1,1,9,14,0,5,6,10,0,0,0,92,13,11,54.2,Matches
Juan Zapata,co COL,MF,23-225,11.2,6,0,0,16,7,0,19,7,15,0,0,0,54,6,11,35.3,Matches
Augusto Solari,ar ARG,"FW,MF",31-361,7.9,1,0,0,9,13,0,19,5,10,0,0,0,41,3,8,27.3,Matches
Ángel Márquez,mx MEX,MF,23-192,8.4,0,0,0,7,14,1,14,11,11,0,0,0,46,15,8,65.2,Matches
Anderson Santamaría,pe PER,DF,31-354,8.0,6,1,1,12,8,0,2,16,14,0,0,0,41,22,18,55.0,Matches
Edgar Zaldívar,mx MEX,MF,27-074,5.6,3,0,0,12,10,0,4,6,5,0,0,0,40,12,10,54.5,Matches
Eduardo Aguirre,mx MEX,"FW,MF",25-149,6.8,2,0,0,11,12,0,19,4,2,0,0,0,16,12,27,30.8,Matches
Jorge Guzmán,mx MEX,FW,20-017,6.3,2,0,0,12,7,0,19,4,6,0,1,0,25,4,11,26.7,Matches
Jaziel Martínez,mx MEX,MF,23-088,6.1,1,0,0,7,4,0,5,7,5,0,0,0,45,9,9,50.0,Matches
José Lozano,mx MEX,"DF,FW",25-086,5.2,2,0,0,7,3,0,18,4,6,0,0,0,29,12,15,44.4,Matches
Brian Lozano,uy URU,FW,29-310,4.6,3,1,1,8,10,1,20,3,8,0,0,0,36,3,6,33.3,Matches
Gaddi Aguirre,mx MEX,DF,27-274,5.2,1,0,0,10,2,0,1,13,3,0,0,0,33,12,8,60.0,Matches
Carlos Robles,mx MEX,DF,23-172,4.3,2,0,0,3,2,0,0,10,6,0,0,0,22,18,6,75.0,Matches
Mateo García,ar ARG,"MF,FW",27-111,5.4,0,1,0,2,13,1,6,2,10,0,0,0,41,4,3,57.1,Matches
Abraham Bass,mx MEX,MF,22-143,2.7,3,0,0,4,5,0,1,7,5,0,0,0,19,9,8,52.9,Matches
Julio Furch,ar ARG,FW,34-154,2.0,0,0,0,0,2,1,2,0,0,0,0,0,6,10,8,55.6,Matches
Mauro Manotas,co COL,"FW,MF",28-168,2.3,0,0,0,2,2,0,0,0,1,0,0,0,11,2,7,22.2,Matches
Christopher Trejo,mx MEX,"FW,MF",24-028,2.5,0,0,0,1,2,1,10,2,0,0,0,0,9,2,3,40.0,Matches
Israel Larios,mx MEX,MF,20-233,0.3,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,66.7,Matches
Squad Total,,,28.8,17.0,50,4,3,193,180,16,330,178,182,0,4,0,892,281,287,49.5,
Opponent Total,,,28.1,17.0,40,2,1,190,184,17,277,162,188,2,0,0,902,287,281,50.5,
