Player,Nation,Pos,Age,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
José Abella,mx MEX,DF,29-323,17.0,0,6,3,50.0,0.35,0.18,0.0,0.0,24.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Hugo Nervo,ar ARG,DF,32-358,17.0,0,6,0,0.0,0.35,0.0,0.0,,10.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Camilo Vargas,co COL,GK,34-296,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Luis Ricardo Reyes,mx MEX,DF,32-271,15.8,0,12,1,8.3,0.76,0.06,0.0,0.0,22.7,2,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Jordy Caicedo,ec ECU,FW,26-042,12.8,5,36,19,52.8,2.82,1.49,0.14,0.26,13.4,0,0,0,6.4,6.4,0.19,-1.4,-1.4,Matches
Aldo Rocha,mx MEX,MF,31-054,12.2,2,14,5,35.7,1.15,0.41,0.14,0.4,24.4,0,0,0,1.3,1.3,0.09,0.7,0.7,Matches
Juan Zapata,co COL,MF,23-225,11.2,4,32,10,31.3,2.85,0.89,0.13,0.4,23.7,2,0,0,2.3,2.3,0.07,1.7,1.7,Matches
Augusto Solari,ar ARG,"FW,MF",31-361,7.9,1,4,2,50.0,0.51,0.25,0.25,0.5,27.8,0,0,0,0.4,0.4,0.09,0.6,0.6,Matches
Ángel Márquez,mx MEX,MF,23-192,8.4,0,14,2,14.3,1.66,0.24,0.0,0.0,20.8,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
Anderson Santamaría,pe PER,DF,31-354,8.0,0,3,1,33.3,0.37,0.12,0.0,0.0,16.2,1,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Edgar Zaldívar,mx MEX,MF,27-074,5.6,0,3,2,66.7,0.54,0.36,0.0,0.0,17.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Eduardo Aguirre,mx MEX,"FW,MF",25-149,6.8,1,19,4,21.1,2.81,0.59,0.05,0.25,17.0,0,0,0,1.8,1.8,0.09,-0.8,-0.8,Matches
Jorge Guzmán,mx MEX,FW,20-017,6.3,0,4,3,75.0,0.64,0.48,0.0,0.0,13.6,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
Jaziel Martínez,mx MEX,MF,23-088,6.1,1,9,1,11.1,1.49,0.17,0.11,1.0,23.9,0,0,0,0.3,0.3,0.03,0.7,0.7,Matches
José Lozano,mx MEX,"DF,FW",25-086,5.2,0,3,1,33.3,0.58,0.19,0.0,0.0,15.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Brian Lozano,uy URU,FW,29-310,4.6,0,17,5,29.4,3.67,1.08,0.0,0.0,28.7,6,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
Gaddi Aguirre,mx MEX,DF,27-274,5.2,0,2,0,0.0,0.38,0.0,0.0,,26.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Carlos Robles,mx MEX,DF,23-172,4.3,0,2,1,50.0,0.46,0.23,0.0,0.0,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Mateo García,ar ARG,"MF,FW",27-111,5.4,0,5,3,60.0,0.93,0.56,0.0,0.0,14.9,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
Abraham Bass,mx MEX,MF,22-143,2.7,0,4,0,0.0,1.47,0.0,0.0,,22.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Julio Furch,ar ARG,FW,34-154,2.0,0,6,2,33.3,3.05,1.02,0.0,0.0,12.5,0,0,0,1.6,1.6,0.26,-1.6,-1.6,Matches
Mauro Manotas,co COL,"FW,MF",28-168,2.3,0,10,2,20.0,4.27,0.85,0.0,0.0,14.2,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Christopher Trejo,mx MEX,"FW,MF",24-028,2.5,0,6,1,16.7,2.44,0.41,0.0,0.0,20.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Israel Larios,mx MEX,MF,20-233,0.3,0,2,0,0.0,6.92,0.0,0.0,,16.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Squad Total,,,28.8,17.0,14,219,68,31.1,12.88,4.0,0.06,0.21,19.7,11,0,0,19.1,19.1,0.09,-5.1,-5.1,
Opponent Total,,,28.1,17.0,24,221,69,31.2,13.0,4.06,0.09,0.29,20.2,13,4,4,22.1,18.9,0.09,1.9,1.1,
