Player,Nation,Pos,Age,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Matches
José Abella,mx MEX,DF,29-323,17.0,1077,48,278,534,275,9,1077,9,3,33.3,6,66.7,533,1821,831,12,12,0,12,7,635,61,Matches
Hugo Nervo,ar ARG,DF,32-358,17.0,1036,109,550,470,20,11,1036,1,0,0.0,1,100.0,581,2716,1497,3,1,0,3,0,647,0,Matches
Camilo Vargas,co COL,GK,34-296,17.0,672,473,661,11,0,0,672,0,0,,0,,363,1680,1058,0,0,0,0,0,304,0,Matches
Luis Ricardo Reyes,mx MEX,DF,32-271,15.8,1054,47,316,464,284,10,1054,17,7,41.2,8,47.1,491,1762,846,16,13,3,15,10,563,43,Matches
Jordy Caicedo,ec ECU,FW,26-042,12.8,365,15,23,164,181,69,365,21,9,42.9,11,52.4,200,1047,318,17,8,10,49,19,263,68,Matches
Aldo Rocha,mx MEX,MF,31-054,12.2,874,21,215,571,93,11,874,15,7,46.7,8,53.3,547,2368,1048,12,7,0,10,8,613,9,Matches
Juan Zapata,co COL,MF,23-225,11.2,636,7,86,397,162,14,636,11,5,45.5,6,54.5,401,1611,607,8,9,2,16,8,467,31,Matches
Augusto Solari,ar ARG,"FW,MF",31-361,7.9,337,10,53,176,114,11,337,23,11,47.8,9,39.1,211,977,435,16,16,1,23,9,228,42,Matches
Ángel Márquez,mx MEX,MF,23-192,8.4,510,4,63,291,162,15,510,22,6,27.3,15,68.2,322,1580,647,12,14,4,32,9,360,44,Matches
Anderson Santamaría,pe PER,DF,31-354,8.0,438,46,242,186,14,5,438,4,3,75.0,1,25.0,238,977,455,1,4,0,0,1,263,0,Matches
Edgar Zaldívar,mx MEX,MF,27-074,5.6,319,10,53,211,56,3,319,3,2,66.7,0,0.0,196,853,295,3,7,0,7,11,221,13,Matches
Eduardo Aguirre,mx MEX,"FW,MF",25-149,6.8,268,6,19,97,154,30,268,14,4,28.6,8,57.1,145,620,240,7,5,1,23,17,187,46,Matches
Jorge Guzmán,mx MEX,FW,20-017,6.3,277,5,35,124,120,14,277,20,6,30.0,13,65.0,178,1198,510,16,13,4,9,6,198,43,Matches
Jaziel Martínez,mx MEX,MF,23-088,6.1,367,12,65,225,81,5,367,9,3,33.3,5,55.6,206,977,426,9,5,1,6,6,242,12,Matches
José Lozano,mx MEX,"DF,FW",25-086,5.2,278,9,74,113,92,9,278,7,3,42.9,3,42.9,146,722,295,9,5,0,10,8,165,32,Matches
Brian Lozano,uy URU,FW,29-310,4.6,312,3,37,153,128,8,312,22,6,27.3,12,54.5,219,1436,516,13,18,4,14,4,219,41,Matches
Gaddi Aguirre,mx MEX,DF,27-274,5.2,342,28,183,154,7,3,342,1,1,100.0,0,0.0,208,900,431,0,1,0,1,0,221,0,Matches
Carlos Robles,mx MEX,DF,23-172,4.3,274,19,115,148,11,4,274,0,0,,0,,152,835,569,7,1,0,2,1,169,1,Matches
Mateo García,ar ARG,"MF,FW",27-111,5.4,340,9,46,169,131,10,340,23,15,65.2,8,34.8,218,1550,739,18,21,2,14,12,238,31,Matches
Abraham Bass,mx MEX,MF,22-143,2.7,191,4,40,126,28,3,191,3,3,100.0,0,0.0,80,328,127,1,1,0,3,0,110,2,Matches
Julio Furch,ar ARG,FW,34-154,2.0,78,2,4,43,32,14,78,1,0,0.0,1,100.0,41,152,47,2,1,1,3,1,61,13,Matches
Mauro Manotas,co COL,"FW,MF",28-168,2.3,82,0,4,31,48,18,82,11,6,54.5,5,45.5,62,372,130,6,4,3,9,8,68,18,Matches
Christopher Trejo,mx MEX,"FW,MF",24-028,2.5,135,2,10,52,73,12,135,17,5,29.4,11,64.7,76,532,201,8,4,3,4,3,93,23,Matches
Israel Larios,mx MEX,MF,20-233,0.3,25,0,0,6,19,2,25,8,4,50.0,3,37.5,13,125,77,3,4,0,0,0,18,8,Matches
Squad Total,,,28.8,17.0,10287,889,3172,4916,2285,290,10287,262,109,41.6,134,51.1,5827,27139,12345,199,174,39,265,148,6553,581,
Opponent Total,,,28.1,17.0,9388,991,2977,4501,2008,302,9384,314,154,49.0,143,45.5,4888,27258,13613,277,190,61,284,150,5731,570,
