Player,Nation,Pos,Age,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
José Abella,mx MEX,DF,29-323,17.0,708,928,76.3,13643,5651,299,342,87.4,289,351,82.3,112,189,59.3,0,1.2,1.5,-1.2,12,69,15,11,85,Matches
Hugo Nervo,ar ARG,DF,32-358,17.0,715,878,81.4,14914,6365,179,206,86.9,444,485,91.5,90,169,53.3,0,0.4,0.5,-0.4,4,45,6,0,42,Matches
Camilo Vargas,co COL,GK,34-296,17.0,463,639,72.5,12729,9936,100,101,99.0,223,226,98.7,136,306,44.4,0,0.0,0.1,0.0,0,21,0,0,0,Matches
Luis Ricardo Reyes,mx MEX,DF,32-271,15.8,666,899,74.1,11811,4994,315,342,92.1,262,321,81.6,81,202,40.1,2,2.1,2.2,-0.1,29,56,15,12,60,Matches
Jordy Caicedo,ec ECU,FW,26-042,12.8,146,209,69.9,2080,175,89,115,77.4,42,58,72.4,9,11,81.8,0,0.9,0.8,-0.9,10,5,2,0,7,Matches
Aldo Rocha,mx MEX,MF,31-054,12.2,661,760,87.0,12886,3234,248,273,90.8,319,355,89.9,87,110,79.1,0,0.2,0.5,-0.2,7,71,4,1,75,Matches
Juan Zapata,co COL,MF,23-225,11.2,438,516,84.9,7875,1850,196,209,93.8,168,192,87.5,59,91,64.8,0,0.7,1.0,-0.7,10,56,10,2,48,Matches
Augusto Solari,ar ARG,"FW,MF",31-361,7.9,150,237,63.3,2334,675,79,100,79.0,55,72,76.4,13,42,31.0,1,0.4,0.4,0.6,5,8,6,2,16,Matches
Ángel Márquez,mx MEX,MF,23-192,8.4,319,388,82.2,4883,1094,170,195,87.2,111,131,84.7,21,33,63.6,0,0.4,0.6,-0.4,8,23,4,2,25,Matches
Anderson Santamaría,pe PER,DF,31-354,8.0,296,348,85.1,6326,2574,86,94,91.5,154,168,91.7,51,76,67.1,1,0.7,0.5,0.3,3,24,2,1,19,Matches
Edgar Zaldívar,mx MEX,MF,27-074,5.6,230,273,84.2,3768,780,118,136,86.8,79,91,86.8,23,32,71.9,0,0.1,0.1,-0.1,3,16,3,0,13,Matches
Eduardo Aguirre,mx MEX,"FW,MF",25-149,6.8,108,159,67.9,1597,322,64,77,83.1,34,57,59.6,4,7,57.1,0,0.3,0.6,-0.3,6,8,8,2,13,Matches
Jorge Guzmán,mx MEX,FW,20-017,6.3,153,208,73.6,2332,552,94,107,87.9,46,63,73.0,9,19,47.4,2,0.5,0.3,1.5,7,14,3,2,15,Matches
Jaziel Martínez,mx MEX,MF,23-088,6.1,252,302,83.4,4266,1237,115,127,90.6,112,126,88.9,18,26,69.2,2,2.0,1.3,0.0,11,31,6,0,42,Matches
José Lozano,mx MEX,"DF,FW",25-086,5.2,159,217,73.3,2442,915,98,108,90.7,44,68,64.7,13,23,56.5,0,0.7,0.2,-0.7,6,9,6,4,15,Matches
Brian Lozano,uy URU,FW,29-310,4.6,172,236,72.9,3657,937,62,74,83.8,71,89,79.8,35,61,57.4,2,2.1,0.8,-0.1,8,21,8,2,21,Matches
Gaddi Aguirre,mx MEX,DF,27-274,5.2,268,294,91.2,5254,1706,91,95,95.8,148,157,94.3,28,36,77.8,0,0.2,0.4,-0.2,2,2,0,0,12,Matches
Carlos Robles,mx MEX,DF,23-172,4.3,196,229,85.6,3694,1465,78,87,89.7,96,108,88.9,21,32,65.6,0,0.1,0.1,-0.1,1,16,2,0,22,Matches
Mateo García,ar ARG,"MF,FW",27-111,5.4,225,270,83.3,3274,780,123,138,89.1,81,99,81.8,11,17,64.7,0,0.3,0.4,-0.3,5,19,7,0,26,Matches
Abraham Bass,mx MEX,MF,22-143,2.7,127,157,80.9,2380,731,56,62,90.3,55,65,84.6,13,21,61.9,0,0.1,0.1,-0.1,4,21,1,0,20,Matches
Julio Furch,ar ARG,FW,34-154,2.0,40,58,69.0,563,96,25,35,71.4,14,17,82.4,1,2,50.0,0,0.2,0.1,-0.2,4,2,1,0,4,Matches
Mauro Manotas,co COL,"FW,MF",28-168,2.3,39,48,81.3,565,79,22,26,84.6,12,15,80.0,2,3,66.7,0,0.0,0.1,0.0,2,2,0,0,2,Matches
Christopher Trejo,mx MEX,"FW,MF",24-028,2.5,79,103,76.7,1225,242,44,51,86.3,25,30,83.3,6,12,50.0,0,0.2,0.2,-0.2,7,5,4,2,7,Matches
Israel Larios,mx MEX,MF,20-233,0.3,14,16,87.5,169,22,11,12,91.7,3,4,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,Matches
Squad Total,,,28.8,17.0,6624,8372,79.1,124667,46412,2762,3112,88.8,2887,3348,86.2,843,1520,55.5,10,13.8,13.0,-3.8,154,544,113,43,591,
Opponent Total,,,28.1,17.0,5801,7433,78.0,109658,40931,2356,2662,88.5,2645,3104,85.2,705,1346,52.4,17,14.3,11.8,2.7,162,501,110,34,580,
