Player,Nation,Pos,Age,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Matches
José Abella,mx MEX,DF,29-323,17.0,36,2.12,26,9,0,0,0,1,3,0.18,3,0,0,0,0,0,Matches
Hugo Nervo,ar ARG,DF,32-358,17.0,12,0.71,11,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
Camilo Vargas,co COL,GK,34-296,17.0,6,0.35,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Luis Ricardo Reyes,mx MEX,DF,32-271,15.8,49,3.14,29,16,1,0,1,2,5,0.32,3,1,0,0,0,1,Matches
Jordy Caicedo,ec ECU,FW,26-042,12.8,27,2.11,15,0,2,7,3,0,2,0.16,1,0,1,0,0,0,Matches
Aldo Rocha,mx MEX,MF,31-054,12.2,18,1.48,15,1,0,0,2,0,0,0.0,0,0,0,0,0,0,Matches
Juan Zapata,co COL,MF,23-225,11.2,29,2.58,20,4,1,3,1,0,1,0.09,1,0,0,0,0,0,Matches
Augusto Solari,ar ARG,"FW,MF",31-361,7.9,7,0.89,6,0,0,0,1,0,1,0.13,1,0,0,0,0,0,Matches
Ángel Márquez,mx MEX,MF,23-192,8.4,19,2.25,13,0,2,2,1,1,0,0.0,0,0,0,0,0,0,Matches
Anderson Santamaría,pe PER,DF,31-354,8.0,4,0.5,4,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches
Edgar Zaldívar,mx MEX,MF,27-074,5.6,8,1.44,7,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Eduardo Aguirre,mx MEX,"FW,MF",25-149,6.8,15,2.22,13,0,0,0,2,0,1,0.15,1,0,0,0,0,0,Matches
Jorge Guzmán,mx MEX,FW,20-017,6.3,14,2.24,12,0,0,1,1,0,2,0.32,2,0,0,0,0,0,Matches
Jaziel Martínez,mx MEX,MF,23-088,6.1,26,4.29,22,0,1,2,1,0,5,0.83,3,0,0,1,1,0,Matches
José Lozano,mx MEX,"DF,FW",25-086,5.2,14,2.7,13,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Brian Lozano,uy URU,FW,29-310,4.6,20,4.32,13,1,1,1,4,0,3,0.65,3,0,0,0,0,0,Matches
Gaddi Aguirre,mx MEX,DF,27-274,5.2,4,0.76,2,1,0,0,0,1,1,0.19,0,0,0,0,0,1,Matches
Carlos Robles,mx MEX,DF,23-172,4.3,8,1.86,8,0,0,0,0,0,1,0.23,1,0,0,0,0,0,Matches
Mateo García,ar ARG,"MF,FW",27-111,5.4,15,2.8,13,1,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Abraham Bass,mx MEX,MF,22-143,2.7,5,1.84,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Julio Furch,ar ARG,FW,34-154,2.0,8,4.07,5,1,0,1,1,0,1,0.51,1,0,0,0,0,0,Matches
Mauro Manotas,co COL,"FW,MF",28-168,2.3,4,1.71,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches
Christopher Trejo,mx MEX,"FW,MF",24-028,2.5,12,4.86,7,1,2,0,1,1,0,0.0,0,0,0,0,0,0,Matches
Israel Larios,mx MEX,MF,20-233,0.3,3,10.38,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,,,28.8,17.0,363,21.35,267,38,12,19,21,6,28,1.65,22,1,1,1,1,2,
Opponent Total,,,28.1,17.0,367,21.59,244,45,20,25,23,10,40,2.35,22,3,3,6,3,3,
