Player,Nation,Pos,Age,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
Gabriel Arias,cl CHI,GK,35.0,23.7,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0,0.0,8.0,1.0,Matches
Juan Nardoni,ar ARG,MF,20.0,21.1,51.0,35,21.0,27.0,3.0,26.0,60.0,43.3,34.0,19.0,3.0,16.0,27,78.0,32.0,0.0,Matches
Leonardo Sigali,ar ARG,DF,35.0,18.3,26.0,17,19.0,7.0,0.0,15.0,29.0,51.7,14.0,22.0,13.0,9.0,23,49.0,80.0,0.0,Matches
Gonzalo Piovi,ar ARG,"DF,MF",28.0,17.7,44.0,29,24.0,18.0,2.0,23.0,52.0,44.2,29.0,17.0,4.0,13.0,29,73.0,89.0,0.0,Matches
Jonathan David Gómez,ar ARG,MF,33.0,17.3,37.0,22,9.0,21.0,7.0,16.0,42.0,38.1,26.0,12.0,1.0,11.0,11,48.0,11.0,0.0,Matches
Facundo Mura,ar ARG,"DF,MF",23.0,17.0,29.0,14,20.0,5.0,4.0,20.0,36.0,55.6,16.0,19.0,4.0,15.0,18,47.0,37.0,1.0,Matches
Gabriel Hauche,ar ARG,"FW,MF",36.0,16.8,12.0,10,2.0,9.0,1.0,5.0,23.0,21.7,18.0,14.0,0.0,14.0,4,16.0,6.0,0.0,Matches
Maximiliano Romero,ar ARG,FW,24.0,16.1,6.0,5,1.0,4.0,1.0,2.0,4.0,50.0,2.0,1.0,1.0,0.0,3,9.0,16.0,0.0,Matches
Aníbal Moreno,ar ARG,MF,23.0,15.5,43.0,27,22.0,18.0,3.0,28.0,59.0,47.5,31.0,24.0,6.0,18.0,15,58.0,24.0,0.0,Matches
Gabriel Rojas,ar ARG,"DF,MF",25.0,14.9,22.0,16,13.0,5.0,4.0,15.0,34.0,44.1,19.0,11.0,3.0,8.0,10,32.0,36.0,0.0,Matches
Nicolás Oróz,ar ARG,"MF,FW",28.0,14.4,22.0,16,9.0,8.0,5.0,12.0,32.0,37.5,20.0,16.0,2.0,14.0,14,36.0,5.0,0.0,Matches
Matías Rojas,py PAR,FW,27.0,11.3,21.0,13,10.0,8.0,3.0,12.0,23.0,52.2,11.0,8.0,1.0,7.0,2,23.0,0.0,0.0,Matches
Emiliano Insúa,ar ARG,DF,34.0,9.2,21.0,14,13.0,8.0,0.0,11.0,17.0,64.7,6.0,8.0,4.0,4.0,16,37.0,25.0,0.0,Matches
Tomás Avilés,ar ARG,"DF,MF",18.0,7.6,30.0,21,18.0,10.0,2.0,11.0,28.0,39.3,17.0,15.0,5.0,10.0,17,47.0,26.0,0.0,Matches
Santiago Quiros,ar ARG,DF,19.0,7.3,6.0,3,5.0,1.0,0.0,3.0,13.0,23.1,10.0,9.0,5.0,4.0,5,11.0,24.0,1.0,Matches
Maximiliano Moralez,ar ARG,"MF,FW",35.0,7.3,8.0,5,5.0,2.0,1.0,3.0,16.0,18.8,13.0,7.0,3.0,4.0,3,11.0,8.0,0.0,Matches
Jonathan Galván,ar ARG,DF,30.0,6.5,11.0,10,10.0,1.0,0.0,4.0,9.0,44.4,5.0,9.0,7.0,2.0,13,24.0,33.0,0.0,Matches
Johan Carbonero,co COL,FW,23.0,5.0,2.0,0,0.0,1.0,1.0,1.0,4.0,25.0,3.0,5.0,0.0,5.0,3,5.0,0.0,0.0,Matches
Paolo Guerrero,pe PER,FW,39.0,6.5,1.0,0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,0,1.0,5.0,0.0,Matches
Baltasar Gallego,ar ARG,"FW,MF",19.0,5.2,15.0,11,3.0,10.0,2.0,2.0,16.0,12.5,14.0,3.0,0.0,3.0,1,16.0,3.0,0.0,Matches
Emiliano Saliadarre,ar ARG,"FW,MF",20.0,3.8,4.0,3,1.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1,5.0,7.0,0.0,Matches
Nicolás Reniero,ar ARG,"FW,MF",27.0,5.0,8.0,6,1.0,5.0,2.0,1.0,6.0,16.7,5.0,6.0,0.0,6.0,1,9.0,5.0,0.0,Matches
Óscar Opazo,cl CHI,DF,32.0,4.9,15.0,11,8.0,7.0,0.0,5.0,11.0,45.5,6.0,3.0,0.0,3.0,6,21.0,7.0,1.0,Matches
Matías Tagliamonte,ar ARG,GK,24.0,3.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matches
Tobías Rubio,ar ARG,"MF,DF",18.0,3.0,7.0,2,4.0,3.0,0.0,3.0,10.0,30.0,7.0,1.0,0.0,1.0,2,9.0,4.0,0.0,Matches
Iván Pillud,ar ARG,"DF,MF",36.0,4.5,9.0,6,6.0,3.0,0.0,5.0,8.0,62.5,3.0,7.0,1.0,6.0,4,13.0,8.0,0.0,Matches
Agustin Ojeda,ar ARG,FW,18.0,1.9,2.0,2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1,3.0,0.0,0.0,Matches
Héctor Fértoli,ar ARG,"FW,MF",28.0,1.6,1.0,1,0.0,0.0,1.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Matches
Edwin Cardona,co COL,"FW,MF",30.0,1.0,1.0,1,1.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0,1.0,0.0,0.0,Matches
